content,cleaned_content,score,accuracy,completeness,satisfaction
"Saldo e toll seminggu lebih nggak di refund, saldo belum masuk masuk, cs di telpon berbelit Belit, mana duit lumayan banyak di top up, payah kecewa","saldo e toll seminggu lebih nggak di refund, saldo belum masuk masuk, cs di telpon berbelit belit, mana duit lumayan banyak di top up, payah kecewa",1,1,1,1
biaya mahal untuk tf ke bank lain,biaya mahal untuk tf ke bank lain,2,0,0,1
kok sekarang setiap masuk ke aplikasi dana harus verifikasi Mulu dan kemari malah saldo saya ke TF di bank sendiri padahal gak ngerasa transfer ke bank itu,kok sekarang setiap masuk ke aplikasi dana harus verifikasi mulu dan kemari malah saldo saya ke tf di bank sendiri padahal gak ngerasa transfer ke bank itu,2,1,0,1
"kenapa uang ku tiba tiba menghilang, padahal saya tidak pake belanja, tolong jelaskan dan kembalikan uang saya","kenapa uang ku tiba tiba menghilang, padahal saya tidak pake belanja, tolong jelaskan dan kembalikan uang saya",1,1,0,1
aplikasi yang tidak amanah ...tidak becus mengatasi masalah nasabah ...,aplikasi yang tidak amanah ...tidak becus mengatasi masalah nasabah ...,1,0,1,1
uang saya diambil sama costumer service dana sejulmlah 350.000 tanpa persetujuan saya.saya sangat kecewa dengan dana dompet digital.dan saya harap uang saya di kembalikan ke akun dana saya ini.,uang saya diambil sama costumer service dana sejulmlah 350.000 tanpa persetujuan saya.saya sangat kecewa dengan dana dompet digital.dan saya harap uang saya di kembalikan ke akun dana saya ini.,1,1,1,1
"aplikasi tolol kaga ngerasa bertransaksi tiba"" saldo ketarik otomatis tanpa memasukan pin, tolong dibalikin uang saya!!!","aplikasi tolol kaga ngerasa bertransaksi tiba saldo ketarik otomatis tanpa memasukan pin, tolong dibalikin uang saya!!!",1,1,0,1
kenapa setiap melakukan verifikasi lewat WhatsApp gak pernah centang biru,kenapa setiap melakukan verifikasi lewat whatsapp gak pernah centang biru,1,1,0,1
duit nya nyangkut kemana ini saldo udh gada riwayat transaksi di bank ga masuk di dana juga gada riwayat pengiriman nya,duit nya nyangkut kemana ini saldo udh gada riwayat transaksi di bank ga masuk di dana juga gada riwayat pengiriman nya,2,1,0,1
sedang tinkat kan lagi lah,sedang tinkat kan lagi lah,3,0,1,0
"knpa dana cicil sudah di lunasi ga bisa di pakaii yaa ya padalah sudah pembayaran tdak ada jawabna apa"" dari diana ini udh mau 2 bulan saya ga pake knpa tiba"" ga bisa di pakai..ini dana dari 2025 saya nunggu dana cicil saya gabisa di gunaknya knpa alesnaya apa saya sudah lunas semua dan gada kendala lain knpa teganya gabisa di pakai lgi",knpa dana cicil sudah di lunasi ga bisa di pakaii yaa ya padalah sudah pembayaran tdak ada jawabna apa dari diana ini udh mau 2 bulan saya ga pake knpa tiba ga bisa di pakai..ini dana dari 2025 saya nunggu dana cicil saya gabisa di gunaknya knpa alesnaya apa saya sudah lunas semua dan gada kendala lain knpa teganya gabisa di pakai lgi,1,1,1,1
dana saya tidak bsa masuk ke akun... padahal masih ada saldo nya live chat jga bingung,dana saya tidak bsa masuk ke akun... padahal masih ada saldo nya live chat jga bingung,1,1,1,1
dana busuk mau ganti nomor yg sudah tidak aktif aja di persulit karena masih ada sisa saldo 200rb gak lagi pake dana cukup ini,dana busuk mau ganti nomor yg sudah tidak aktif aja di persulit karena masih ada sisa saldo 200rb gak lagi pake dana cukup ini,1,0,1,1
ganti HP malah ga support,ganti hp malah ga support,1,1,0,1
"kenapa dana sering error sekarang, mau bayar pake qris aja gabisa","kenapa dana sering error sekarang, mau bayar pake qris aja gabisa",1,1,0,1
untuk tarik tunai dengan alfa atau indomaret lebih baik di putus saja kerjasama nya. banyak yg menolak penarikan dari sana.,untuk tarik tunai dengan alfa atau indomaret lebih baik di putus saja kerjasama nya. banyak yg menolak penarikan dari sana.,1,1,0,1
"bagus sih tapi duit gw sering ilang 10k sehari, padahal ngga ada akun terkait ke yg lain","bagus sih tapi duit gw sering ilang 10k sehari, padahal ngga ada akun terkait ke yg lain",2,1,0,1
apk nya bagas dan bayak membantu tapi sayang sering gangguan sistem,apk nya bagas dan bayak membantu tapi sayang sering gangguan sistem,2,1,0,1
isi saldo kepotong .bahkan mau upgrade aja kita harus bayar 5 ribu... Mending pake ewalet lainya aja mending... contohnya gopayyy...,isi saldo kepotong .bahkan mau upgrade aja kita harus bayar 5 ribu... mending pake ewalet lainya aja mending... contohnya gopayyy...,1,1,1,1
mohon bantuannya login dna,mohon bantuannya login dna,1,1,0,0
"tolong ya pihak dana grafik emas di sama kan dengan real time di aplikasi lain nya, karna grafik yang tidak sama, saya jadi tidak mendapat kan profit yang harus nya saya bisa dapat profit dari kenaikan emas, dan kenapa ketika turun baru di sama kan, tolong ya sekali lagi","tolong ya pihak dana grafik emas di sama kan dengan real time di aplikasi lain nya, karna grafik yang tidak sama, saya jadi tidak mendapat kan profit yang harus nya saya bisa dapat profit dari kenaikan emas, dan kenapa ketika turun baru di sama kan, tolong ya sekali lagi",1,1,0,1
yang mau pake dana mending pikir pikir lagi gak aman buat nyimpen uang d sini gak cocok buat d jadiin tabungan akun saya sering kena retas bnyak transaksi saldo hilang mau lapor Diana versi ai mana bisa ngerti bahasa atau laporan detail kita tolong lahh 3 kali loo saya d retas dan saldo saya hilang tiba tiba ada notifikasi transaksi padahal gak lagi login d web manapun selain d ponsel,yang mau pake dana mending pikir pikir lagi gak aman buat nyimpen uang d sini gak cocok buat d jadiin tabungan akun saya sering kena retas bnyak transaksi saldo hilang mau lapor diana versi ai mana bisa ngerti bahasa atau laporan detail kita tolong lahh 3 kali loo saya d retas dan saldo saya hilang tiba tiba ada notifikasi transaksi padahal gak lagi login d web manapun selain d ponsel,1,1,1,1
gak ada dana cicil,gak ada dana cicil,2,0,1,0
Kenapa dana nya gak bisa dibuka 😭,kenapa dana nya gak bisa dibuka,1,1,0,1
"percuma lapor kalo tidak ada kepastian mengenai salah tranfer,dan tidak ada ganti rugi dari pihak dana,pedahal nomor tersebut tidak terdaftar dn tidak ada yang menggunakan nomor tersebut,,sungguh mengecewakan","percuma lapor kalo tidak ada kepastian mengenai salah tranfer,dan tidak ada ganti rugi dari pihak dana,pedahal nomor tersebut tidak terdaftar dn tidak ada yang menggunakan nomor tersebut,,sungguh mengecewakan",2,0,1,1
dana cicil saya tidak ada,dana cicil saya tidak ada,1,0,1,0
aneh pin sama vermuk berhasil tapi maksa pake otp kan ga semua orang kartunya masih ada loh minimal cukup pake kode pin vermuk juga emang ga cukup ya? tolonglah di pikir kalo buat aturan ga semua no hp ada kartunya dan ga semua emailnya aktif yg penting kan kode pin sama vermuk berhasil loh. gimana sih makin ribet bukannya di buat gampang.,aneh pin sama vermuk berhasil tapi maksa pake otp kan ga semua orang kartunya masih ada loh minimal cukup pake kode pin vermuk juga emang ga cukup ya? tolonglah di pikir kalo buat aturan ga semua no hp ada kartunya dan ga semua emailnya aktif yg penting kan kode pin sama vermuk berhasil loh. gimana sih makin ribet bukannya di buat gampang.,1,0,1,1
Saya sangat kecewa pada tim dana yg sampai saat ini tidak ada penyelesaian untuk masalah akun saya yg tidak bisa transfer karna akun saya di bekukan oleh pihak dana massalnya cuma begini tetap saja di persulit akun saya di suruh bikin tiket laporan terus sampai saat ini tidak ada selesai nya kecewa saya dana dan bank Indonesia,saya sangat kecewa pada tim dana yg sampai saat ini tidak ada penyelesaian untuk masalah akun saya yg tidak bisa transfer karna akun saya di bekukan oleh pihak dana massalnya cuma begini tetap saja di persulit akun saya di suruh bikin tiket laporan terus sampai saat ini tidak ada selesai nya kecewa saya dana dan bank indonesia,1,1,1,1
payah. susah buat transaksi,payah. susah buat transaksi,1,1,0,1
kenapa tidak bisa mengaktifkan fitur DANA CICIL?,kenapa tidak bisa mengaktifkan fitur dana cicil?,3,0,1,1
dana nipu katanya point' bsa di tuker hadiah AQ tungguin ktanya keluar pas jam 10:00 sekali dh keluar langsung habis padahal AQ bukanya pas jam 10:00 parahh klo gak niat ngasih gak udh di Adain itu event nya,dana nipu katanya point bsa di tuker hadiah aq tungguin ktanya keluar pas jam 10 00 sekali dh keluar langsung habis padahal aq bukanya pas jam 10 00 parahh klo gak niat ngasih gak udh di adain itu event nya,2,1,0,1
"mau topup ada max limit padahal sebelumnya ga ada, adminnya juga banyak kepotong terus","mau topup ada max limit padahal sebelumnya ga ada, adminnya juga banyak kepotong terus",1,0,1,1
enak di lihat bener mah bener,enak di lihat bener mah bener,1,0,0,0
"sudah bertahun-tahun menggunakan aplikasi dana premium, tetapi pengajuan dana cicil tidak diterima ,diakun saya .","sudah bertahun tahun menggunakan aplikasi dana premium, tetapi pengajuan dana cicil tidak diterima ,diakun saya .",3,0,1,1
"aku mau nyar kan emas tapi eror padahal kebutuhan mendesak aneh banget ini apk sumpah, aku juga menghubungi customer service juga ngga di jawab apk ngga bertanggung jawab aneh","aku mau nyar kan emas tapi eror padahal kebutuhan mendesak aneh banget ini apk sumpah, aku juga menghubungi customer service juga ngga di jawab apk ngga bertanggung jawab aneh",1,1,1,1
kasian apk dana ini udh belajar jd apk penipuan. beli token listrik PLN dr tanggal 6 maret smpe tanggal 12 maret 26 nihil jawab proses pembelian. udh puluhan kali chat diana dan tlp CAll center jawab nya mohon menunggu paling lama 2 hari skeg udh lebih dr 4 hari aja gada jawab an wkwkw. BOIKOT APK DANA INI,kasian apk dana ini udh belajar jd apk penipuan. beli token listrik pln dr tanggal 6 maret smpe tanggal 12 maret 26 nihil jawab proses pembelian. udh puluhan kali chat diana dan tlp call center jawab nya mohon menunggu paling lama 2 hari skeg udh lebih dr 4 hari aja gada jawab an wkwkw. boikot apk dana ini,1,1,1,1
kenapa sih dana jadi gini mana saya udh top up giliran mau masuk eh malah suruh masukkin otp sedangkan no nya udh gk aktif ktp asli punya saya sandi udh bener tetep aja suruh masukkin otp gk jelas,kenapa sih dana jadi gini mana saya udh top up giliran mau masuk eh malah suruh masukkin otp sedangkan no nya udh gk aktif ktp asli punya saya sandi udh bener tetep aja suruh masukkin otp gk jelas,1,1,1,1
"update bukan makin bagus , Mala makin ancur","update bukan makin bagus , mala makin ancur",3,1,0,1
dana cicilnya ga bisa di gunakan padahal telat cuman 1 minggu,dana cicilnya ga bisa di gunakan padahal telat cuman 1 minggu,2,1,0,1
kacau suka error saldo kepotong tapi transaksi gagal,kacau suka error saldo kepotong tapi transaksi gagal,1,1,0,1
"kenapa akhir"" ini susah banget untuk scen QR code padahal bayar aja ada yang pake QR tapi punya saya suka susah untuk bayar pake QR kadang eror",kenapa akhir ini susah banget untuk scen qr code padahal bayar aja ada yang pake qr tapi punya saya suka susah untuk bayar pake qr kadang eror,3,1,0,1
ini tolong dong dana gabisa tarik tunai selalu mental ke beranda 🙏,ini tolong dong dana gabisa tarik tunai selalu mental ke beranda,1,1,0,1
"buat apa ada pin klo masih harus pake kirim kode ke wa,","buat apa ada pin klo masih harus pake kirim kode ke wa,",1,0,1,1
"2 kali transaksi, saldo berkurang tapi di status nya tidak berhasil, tidak tau harus ngurus kemana lagi","2 kali transaksi, saldo berkurang tapi di status nya tidak berhasil, tidak tau harus ngurus kemana lagi",1,1,1,1
"Hati-hati dana bekerja sama dengan penipu, uang saya hilang tidak melakukan transaksi apapun uang saya habis","hati hati dana bekerja sama dengan penipu, uang saya hilang tidak melakukan transaksi apapun uang saya habis",1,1,0,1
"uang ku kesedot sendiri senilai rp. 29.000.00, katanya berlangganan lagu"" kipop, padahal saya gak ada langganan, sayaa mau uang saya kembali, kalau tidak saya tidak ikhlas dunia akhirat, ini bukann masalah nominalnya tapi ini masalah sistemnya g jelas, mohon kembalikan uang saya 29 ribu itu, lumayan bisa beli rokok surya 1 bungkus isi 12","uang ku kesedot sendiri senilai rp. 29.000.00, katanya berlangganan lagu kipop, padahal saya gak ada langganan, sayaa mau uang saya kembali, kalau tidak saya tidak ikhlas dunia akhirat, ini bukann masalah nominalnya tapi ini masalah sistemnya g jelas, mohon kembalikan uang saya 29 ribu itu, lumayan bisa beli rokok surya 1 bungkus isi 12",1,1,0,1
saldo dana gw tiba tiba ilang tolong pihak yg terkait mana akhir bulan ilangnya 100ribu lagi,saldo dana gw tiba tiba ilang tolong pihak yg terkait mana akhir bulan ilangnya 100ribu lagi,1,1,0,1
kenapa aplikasi ini eror,kenapa aplikasi ini eror,1,1,0,1
lemot banget sih bukan apk dana jelek,lemot banget sih bukan apk dana jelek,1,1,0,1
"SAYA KASIH 2 BINTANG KARENA APLIKASI DANA SAYA,, TIDAK ADA ( DANA CICIL NYA )","saya kasih 2 bintang karena aplikasi dana saya,, tidak ada dana cicil nya",2,0,1,1
