content,cleaned_content,score,accuracy,completeness,satisfaction
"dana perampok...uang ga bisa di apa""in..sudah pengaduan data data sudah di krim yang di perlukan malah tetap ga bisa di pake....perampok berkedok aplikasi...tololl",dana perampok...uang ga bisa di apa in..sudah pengaduan data data sudah di krim yang di perlukan malah tetap ga bisa di pake....perampok berkedok aplikasi...tololl,1,1,1,1
kenapa akun dana saya tidak ada dana pinjam padahal sudah lama memakai akun dana,kenapa akun dana saya tidak ada dana pinjam padahal sudah lama memakai akun dana,3,0,1,0
"fitur nya ga aktif semua, percuma mending pake aplikasi lain kalian cuma rugi pake dana percuma ga ada untung nya cuma nguntungin pihak Meraka aja","fitur nya ga aktif semua, percuma mending pake aplikasi lain kalian cuma rugi pake dana percuma ga ada untung nya cuma nguntungin pihak meraka aja",1,1,0,1
semakin lama aplikasi dana ini semakin lemoottt klo malam,semakin lama aplikasi dana ini semakin lemoottt klo malam,1,1,0,1
Aplikasi nya masih sering stuck logo padahal saya sudah restart handphone dan hapus cache aplikasi gimana ini dana kok malah disuruh ke diana kan aplikasinya ga bisa dibuka gimana sih jadu saya harus uninstal dana terus menerus,aplikasi nya masih sering stuck logo padahal saya sudah restart handphone dan hapus cache aplikasi gimana ini dana kok malah disuruh ke diana kan aplikasinya ga bisa dibuka gimana sih jadu saya harus uninstal dana terus menerus,1,1,1,1
ini gimana saldo saya kita udah nunggu lebih dari 1x24 jam Lo ini malahan ini udah 3x24 jam tapi tetap gak ada kejelasan di tarik ulur terus buat laporan lah pengecekan lah padahal sudah jelas KTP di no sekarang dan no lama sebagai bukti verivikasi tapi tetap juga di suruh nunggu,ini gimana saldo saya kita udah nunggu lebih dari 1x24 jam lo ini malahan ini udah 3x24 jam tapi tetap gak ada kejelasan di tarik ulur terus buat laporan lah pengecekan lah padahal sudah jelas ktp di no sekarang dan no lama sebagai bukti verivikasi tapi tetap juga di suruh nunggu,1,1,1,1
banyak bug kalau mau daftar ke premium,banyak bug kalau mau daftar ke premium,1,1,1,1
"saldo Danaku Hilang 385000 ada yg meretas akun ku betapa mudahnya aplikasi ini di bobol .. bila saldo Danaku kembali , akan ku kasih bintang 5","saldo danaku hilang 385000 ada yg meretas akun ku betapa mudahnya aplikasi ini di bobol .. bila saldo danaku kembali , akan ku kasih bintang 5",1,1,0,1
"maaf kak, knp akun dana sy gak bisa kebuka? klaupun kebuka sllu ada pemberitahuan ada kendala. mohon solusinya kak","maaf kak, knp akun dana sy gak bisa kebuka? klaupun kebuka sllu ada pemberitahuan ada kendala. mohon solusinya kak",3,1,0,0
"aplikasi rusak, saldo saya belum masuk² padahal udh di isi tepi ngga masuk, di transaksi sudah berhasil tapi pas di buka di dana ngga masuk, korupsi","aplikasi rusak, saldo saya belum masuk padahal udh di isi tepi ngga masuk, di transaksi sudah berhasil tapi pas di buka di dana ngga masuk, korupsi",1,1,0,1
"ini kenapa ngga bisa di upgrade ke dana premium, mau upgrade selalu kendala, tolong min gimana ini","ini kenapa ngga bisa di upgrade ke dana premium, mau upgrade selalu kendala, tolong min gimana ini",1,1,1,1
berkedok transfer pending dan berakhir saldo hilang,berkedok transfer pending dan berakhir saldo hilang,1,1,0,1
PENGAJUAN DANA CICIL DAN DANA INSTAN,pengajuan dana cicil dan dana instan,1,0,1,0
rugi transfer ke ewalet dari dana udah biaya seribu eh masuk ke ewalet lain diotong juga 500.. pake dompet lain tf dan masuk grstis fan sesuai minimal pake dana malah rugi,rugi transfer ke ewalet dari dana udah biaya seribu eh masuk ke ewalet lain diotong juga 500.. pake dompet lain tf dan masuk grstis fan sesuai minimal pake dana malah rugi,1,0,0,1
kok gk bisa top up Robux bacaannya error karena batas melebih,kok gk bisa top up robux bacaannya error karena batas melebih,1,1,0,0
"tolong perbaiki dana cicil aku dong, saat pembayaran layanan tidak tersedia Mulu, kalo sudah di perbaiki saya akan kasih bintang 5","tolong perbaiki dana cicil aku dong, saat pembayaran layanan tidak tersedia mulu, kalo sudah di perbaiki saya akan kasih bintang 5",3,1,0,0
Uang hasil jual emas saya diemas belum masuk sudah 2 hari sampe sekarang dan riwayatnya belum ada. padahal uangnya di emas Uda gaada. tolong kasih solusinya,uang hasil jual emas saya diemas belum masuk sudah 2 hari sampe sekarang dan riwayatnya belum ada. padahal uangnya di emas uda gaada. tolong kasih solusinya,1,1,0,0
"DANA adalah aplikasi e-walet yang paling buruk, maintenance dan gangguan sesuka pihak aplikator. Sangat merugikan pengguna Dana karena transaksi sering terganggu.","dana adalah aplikasi e walet yang paling buruk, maintenance dan gangguan sesuka pihak aplikator. sangat merugikan pengguna dana karena transaksi sering terganggu.",1,1,0,1
"notifikasi nya lama banget munculnya, walau riwayat masuk sudah ada di aplikasi,","notifikasi nya lama banget munculnya, walau riwayat masuk sudah ada di aplikasi,",1,1,0,0
jangan dowload apk ini......malah transaksi gogle sendri...tanpa sepengetahuan,jangan dowload apk ini......malah transaksi gogle sendri...tanpa sepengetahuan,1,1,0,1
"jelek bgt anjr gabisa ngirim duit, alesannya kendala jaringan trs duit gue ketahan","jelek bgt anjr gabisa ngirim duit, alesannya kendala jaringan trs duit gue ketahan",1,1,0,1
dana cicil tidak muncul padahal akun premium,dana cicil tidak muncul padahal akun premium,1,0,1,0
tolong di bantu akun dana saya saldo nggak bisa digunakan juga nggak bisa terima uang juga,tolong di bantu akun dana saya saldo nggak bisa digunakan juga nggak bisa terima uang juga,2,1,0,0
"wifi kenceng jaringan full masih bae internet terputus udah di cobain semua cara masih aja,lawak","wifi kenceng jaringan full masih bae internet terputus udah di cobain semua cara masih aja,lawak",1,1,0,1
kenapa emas di akun dana gas bisa di ambil malah kadaluarsa,kenapa emas di akun dana gas bisa di ambil malah kadaluarsa,1,1,0,0
makin di apdet makin ke anj lihat di tail pengiriman pun 100thn nungguin trs2 gaggl,makin di apdet makin ke anj lihat di tail pengiriman pun 100thn nungguin trs2 gaggl,2,1,0,1
bagus jangan di buat fitur dana ini bikin resah aja .. mau banyak qris aja susah. banyak upded segala kalau upded .fungsi nya biar tidak ada kendala dalam trensansi,bagus jangan di buat fitur dana ini bikin resah aja .. mau banyak qris aja susah. banyak upded segala kalau upded .fungsi nya biar tidak ada kendala dalam trensansi,1,1,0,1
apaan dah saldo gue tiba² ilang mulu aneh,apaan dah saldo gue tiba ilang mulu aneh,3,1,0,1
dana ini tidak memuaskan,dana ini tidak memuaskan,1,0,0,1
saya kehilangan saldo dana di aplikasi dana dan bagi kawan kawan yang percaya ke aplikasi dana tolong pikir kan matang matang untuk mnyimpan uang di aplikasi dana trimakasih,saya kehilangan saldo dana di aplikasi dana dan bagi kawan kawan yang percaya ke aplikasi dana tolong pikir kan matang matang untuk mnyimpan uang di aplikasi dana trimakasih,1,1,0,1
"akun busuk, masa ga bisa login padahal nomer bener","akun busuk, masa ga bisa login padahal nomer bener",1,1,0,1
kenapa sih notif dana sekarang dah bagus malah makin jelek sma brisik,kenapa sih notif dana sekarang dah bagus malah makin jelek sma brisik,1,0,0,1
kenapa dana cicil sya tidak bisa di gunakan padahal sudah lunas semua,kenapa dana cicil sya tidak bisa di gunakan padahal sudah lunas semua,1,1,0,0
"kenapa dana tiba tiba gak bisa scan ,dan saldo saya sebesar 100rb hilang ,toling siapin secepat nya ,anda paham","kenapa dana tiba tiba gak bisa scan ,dan saldo saya sebesar 100rb hilang ,toling siapin secepat nya ,anda paham",1,1,0,1
gada fitur dana cicil,gada fitur dana cicil,1,0,1,0
tidak bisa mengerti situasi. saat butuh butuh nya untuk ngambil uang harus upgrade sedangkan diluar tidak membawa KTP sangat jelekkkk,tidak bisa mengerti situasi. saat butuh butuh nya untuk ngambil uang harus upgrade sedangkan diluar tidak membawa ktp sangat jelekkkk,1,0,1,1
"dana cicil tidak bisa diaktivasi,malah dihilangkan dana cicilnya","dana cicil tidak bisa diaktivasi,malah dihilangkan dana cicilnya",1,1,1,0
aku ksi bintang stu soal nya aku blum coba hehe ok sekian terimaksih,aku ksi bintang stu soal nya aku blum coba hehe ok sekian terimaksih,1,0,0,0
Pengen masuk akun tapi jaringan jelek trus..padahal jaringan ok tapi tetep gak bisa😡,pengen masuk akun tapi jaringan jelek trus..padahal jaringan ok tapi tetep gak bisa,1,1,0,0
kenapa akun dana sering tidak bisa di buka .login lalu langsung keluar.jdi harus download ulang tolong perbaiki atas nama irwansyah.,kenapa akun dana sering tidak bisa di buka .login lalu langsung keluar.jdi harus download ulang tolong perbaiki atas nama irwansyah.,1,1,0,0
"sering kendala jaringan, mohon di perbaiki lagi!!","sering kendala jaringan, mohon di perbaiki lagi!!",1,1,0,1
saya belum pernah daftarin ktp saya setelah daftar malah gak bisa suru tunggu 2 hari sampek 2 bulan saya tunggu gak bisa,saya belum pernah daftarin ktp saya setelah daftar malah gak bisa suru tunggu 2 hari sampek 2 bulan saya tunggu gak bisa,1,1,1,0
"SAYA KASIH BINTANG 1 KARENA AKUN DANA HARUS VERIFIKASI OTP DAN DIMANA NOMBER SAYANG UDAH GAK AKTIF ,DAN ADA SALDO 1 JUTA LEBIH DI DALAMNYA,KALO UDAH NORMAL SAYA KASIG RAITING 5","saya kasih bintang 1 karena akun dana harus verifikasi otp dan dimana nomber sayang udah gak aktif ,dan ada saldo 1 juta lebih di dalamnya,kalo udah normal saya kasig raiting 5",1,1,1,1
ga bisa di pake,ga bisa di pake,1,1,0,1
"apk apa la ini masa bisa ngambil saldo ku dua ratus ribu,,baru aku isi saldo dah di ambil lagi,,memang apk gak jelas kau","apk apa la ini masa bisa ngambil saldo ku dua ratus ribu,,baru aku isi saldo dah di ambil lagi,,memang apk gak jelas kau",1,1,0,1
"saya kecewa dengan pihak dana, tiba-tiba saldo saya kepotong sendiri, saya tidak pernah berlangganan apapun dengan imetools.","saya kecewa dengan pihak dana, tiba tiba saldo saya kepotong sendiri, saya tidak pernah berlangganan apapun dengan imetools.",1,1,0,1
saya tidak bisa mengirim kan uang ke temen saya dan saya sudah punya akun premium masih aja ngak bisa,saya tidak bisa mengirim kan uang ke temen saya dan saya sudah punya akun premium masih aja ngak bisa,1,1,0,0
"min tolong bantuin dong, tadi aku transaksi gagal tapi saldonya tetep berkurang, gimana dong","min tolong bantuin dong, tadi aku transaksi gagal tapi saldonya tetep berkurang, gimana dong",3,1,0,0
mau kirim ke sesama dana minta di upgrade tp stelah selesai upgrade tetap gak bisa 😂,mau kirim ke sesama dana minta di upgrade tp stelah selesai upgrade tetap gak bisa,3,1,1,0
ko aplikasi kga keluarga,ko aplikasi kga keluarga,1,1,0,0
