content,cleaned_content,score,accuracy,completeness,satisfaction
Ahir Ahir ini sering GK bisa di buka,ahir ahir ini sering gk bisa di buka,1,1,0,0
"dana+ dan reksadana tak bsa di buka beberpa hari sampai sekarang,,gimana nasib uang saya hooiii...tak ada knjung diperbaik...gimana nasib uang saya hooiiiiii.....","dana dan reksadana tak bsa di buka beberpa hari sampai sekarang,,gimana nasib uang saya hooiii...tak ada knjung diperbaik...gimana nasib uang saya hooiiiiii.....",1,1,0,1
"asli, tadi baru beli pulsa malah disuruh nunggu sampe 1 jam, setelah 1 jam malah disuruh nunggu lagi sampe 2 hari. pdhl dana udh kepotong, gimana sih?!!!!! balikin uang saya!!!!","asli, tadi baru beli pulsa malah disuruh nunggu sampe 1 jam, setelah 1 jam malah disuruh nunggu lagi sampe 2 hari. pdhl dana udh kepotong, gimana sih?!!!!! balikin uang saya!!!!",1,1,0,1
NADA NOTIFIKASI LO GA BANGET,nada notifikasi lo ga banget,1,0,0,1
"BURUK SEKALI! beli pulsa pakai voucher setengah harga, pas dibeli vocher nya ternyata gabisa dipakai! minta bantuan cs nya 2 hari gada kejelasan.. malah disuruh beli lagi kan bodoh","buruk sekali! beli pulsa pakai voucher setengah harga, pas dibeli vocher nya ternyata gabisa dipakai! minta bantuan cs nya 2 hari gada kejelasan.. malah disuruh beli lagi kan bodoh",1,1,1,1
kecewa banget sama fitur dana cicil nya gak bisa digunakan padahal sudah dibayar tagihan tolong dibantu supaya bisa pakai dana cicil saya dan tagihan sudah saya kasih bayar,kecewa banget sama fitur dana cicil nya gak bisa digunakan padahal sudah dibayar tagihan tolong dibantu supaya bisa pakai dana cicil saya dan tagihan sudah saya kasih bayar,1,1,0,1
udh sering orng krim ke dana qu... tp GK msuk di sistem aplikasi ku,udh sering orng krim ke dana qu... tp gk msuk di sistem aplikasi ku,1,1,0,0
Tolong bagaimana ini dana tidak muncul aktivasinya,tolong bagaimana ini dana tidak muncul aktivasinya,2,1,0,0
kak mau nanya kenapa sih ya mau masuk dana mentog trus gk masuk masuk padahal udh di update,kak mau nanya kenapa sih ya mau masuk dana mentog trus gk masuk masuk padahal udh di update,2,1,0,0
"kenapa Dana points dihadirkan kalo gk bisa di klaim atau di tukarkan,, saya mau coba benran bia ri klaim atau gak ,, padahal tiap hari di cek tapi tetep aja habis , openingnya penukaran mulai jam 10 pagi saya coba jam 10 pas masih aja gk bisa di claim,, dana iming imingin doang gk ada kejelasan,,","kenapa dana points dihadirkan kalo gk bisa di klaim atau di tukarkan,, saya mau coba benran bia ri klaim atau gak ,, padahal tiap hari di cek tapi tetep aja habis , openingnya penukaran mulai jam 10 pagi saya coba jam 10 pas masih aja gk bisa di claim,, dana iming imingin doang gk ada kejelasan,,",2,1,0,1
