content,cleaned_content,score,accuracy,completeness,satisfaction
"buruk, riwayat transaksi hilang, pdhl pemberitahuan masuk, tidak ada penyelesaian.. uang tidak kembali","buruk, riwayat transaksi hilang, pdhl pemberitahuan masuk, tidak ada penyelesaian.. uang tidak kembali",1,1,0,1
gimana sih kok di top up lama banget di terima nya min 200k loh buat makan sehari2 uang segitu susah nyarinya,gimana sih kok di top up lama banget di terima nya min 200k loh buat makan sehari2 uang segitu susah nyarinya,1,1,0,1
"kenapa sekarang dana makin berat,dan suka force close","kenapa sekarang dana makin berat,dan suka force close",1,1,0,1
sangat buruk mengecewakan uang aku hilang ga ada urusannya dan ga ada jaminan kembali,sangat buruk mengecewakan uang aku hilang ga ada urusannya dan ga ada jaminan kembali,1,1,0,1
Kenapa saya gak bisa dana cicil,kenapa saya gak bisa dana cicil,1,0,1,0
makin kesini makin lemot parah ini apk,makin kesini makin lemot parah ini apk,1,1,0,1
"kalo soal transfer si oke aja,cuma kalo soal event² itu semua ga nyata semuanya udh disetting kita gabakal dapet","kalo soal transfer si oke aja,cuma kalo soal event itu semua ga nyata semuanya udh disetting kita gabakal dapet",2,0,0,1
verifikasi wajah gagal terus padahal menggunakan muka saya tapi tidak bisa saran saya di perbaiki lagi,verifikasi wajah gagal terus padahal menggunakan muka saya tapi tidak bisa saran saya di perbaiki lagi,1,1,0,1
"kenapa transaksi pulsa selesai,uang terpotong tapi pulsa tidak masuk gimana sih dana, bulan Ramadhan ini.","kenapa transaksi pulsa selesai,uang terpotong tapi pulsa tidak masuk gimana sih dana, bulan ramadhan ini.",2,1,0,1
kenapa dana gak bisa d buka ya ada apa,kenapa dana gak bisa d buka ya ada apa,3,1,0,0
gajelass banget naruh uang di reksadana mau cairkan lama bangett bisa 2 mingguan sendiri. gajelasss nyeselll naruh di dana!!!,gajelass banget naruh uang di reksadana mau cairkan lama bangett bisa 2 mingguan sendiri. gajelasss nyeselll naruh di dana!!!,1,1,0,1
sangat kecewa dengan aplikasi virus yg semakin lama semakin GK berguna ini setiap kesulitan tidak ada solusi yg ada hanya ditunda gagal saya mau memindahkan akun premium saya ke no baru itu aja susah lelet putus putus woi banyak aplikasi yg lain bukan hanya dana lama lama kami juga GK butuh lagi aplikasi ini lelet dan GK berguna,sangat kecewa dengan aplikasi virus yg semakin lama semakin gk berguna ini setiap kesulitan tidak ada solusi yg ada hanya ditunda gagal saya mau memindahkan akun premium saya ke no baru itu aja susah lelet putus putus woi banyak aplikasi yg lain bukan hanya dana lama lama kami juga gk butuh lagi aplikasi ini lelet dan gk berguna,1,1,1,1
tidak bisa mendapatkan dana cicil padahal transaksi sudah banyak,tidak bisa mendapatkan dana cicil padahal transaksi sudah banyak,1,0,1,0
tolong kmblikan uangku yg di ambil scra diam2 itu,tolong kmblikan uangku yg di ambil scra diam2 itu,1,1,0,1
duit gua 70k lebih ilang gak tau kemana baru tadi di isi 40k juga gak keitung padahal berhasil proses pembayaran nya gk jls banget,duit gua 70k lebih ilang gak tau kemana baru tadi di isi 40k juga gak keitung padahal berhasil proses pembayaran nya gk jls banget,1,1,0,1
