content,cleaned_content,score,accuracy,completeness,satisfaction
"Apasi ini aplikasi, sudah jelas dananya sudah premium tapi ketika mau ngirim atau narik selalu disuruh verifikasi premium terus","apasi ini aplikasi, sudah jelas dananya sudah premium tapi ketika mau ngirim atau narik selalu disuruh verifikasi premium terus",2,1,0,1
"aplikasi tidak becus..!!! uang saya 120 ribu rupiah hilang!!! tidak ada tanggung jawab!! tidak ada konfirmasi dari pemilik akun(saya), pihak dana main se enaknya transfer pembayaran tidak jelas!!!","aplikasi tidak becus..!!! uang saya 120 ribu rupiah hilang!!! tidak ada tanggung jawab!! tidak ada konfirmasi dari pemilik akun saya , pihak dana main se enaknya transfer pembayaran tidak jelas!!!",1,1,0,1
"kenapa aplikasi nya tidak bisa dibuka,nutup sendiri padahal baru isi saldo","kenapa aplikasi nya tidak bisa dibuka,nutup sendiri padahal baru isi saldo",3,1,0,1
"penanganan lama banget, di awal disuruh nunggu 24 jam, udah 24 jam disuruh lagi tunggu 2 hari.","penanganan lama banget, di awal disuruh nunggu 24 jam, udah 24 jam disuruh lagi tunggu 2 hari.",1,1,1,1
admin tolong donk saya ngirim uang ke bank terus saldo berkurang tetapi di bank tersebut tidak ada masuk saldo nya gimna ini,admin tolong donk saya ngirim uang ke bank terus saldo berkurang tetapi di bank tersebut tidak ada masuk saldo nya gimna ini,2,1,0,1
"kurang aman , setelah klik link daget akun saya jadi tidak bisa melakukan transaksi dengan alasan masalah keamanan","kurang aman , setelah klik link daget akun saya jadi tidak bisa melakukan transaksi dengan alasan masalah keamanan",2,1,0,1
ok bagus saya percaya klu DANA bisa di andalkan,ok bagus saya percaya klu dana bisa di andalkan,3,0,0,0
pake dana udah bertahun tahun Dana cicil belum juga muncul,pake dana udah bertahun tahun dana cicil belum juga muncul,2,0,1,1
18 januari 2026 gangguan masal dan saldo saya hilang 431.000 tidak ada riwayat transaksi. laporan pun tidak bisa d proses karena tidak ada bukti riwayat transaksinya. dan itu bukan saya saja ternyata d aplikasi tiktok banyak yg mengeluh kehilangan uang d aplikasi dana,18 januari 2026 gangguan masal dan saldo saya hilang 431.000 tidak ada riwayat transaksi. laporan pun tidak bisa d proses karena tidak ada bukti riwayat transaksinya. dan itu bukan saya saja ternyata d aplikasi tiktok banyak yg mengeluh kehilangan uang d aplikasi dana,1,1,1,1
transaksi pembelian emas berhasil tapi saldo emas tidak masuk,transaksi pembelian emas berhasil tapi saldo emas tidak masuk,1,1,0,1
aplikasi cacat saldo gua dipotong token game gua gak masuk,aplikasi cacat saldo gua dipotong token game gua gak masuk,2,1,0,1
stuck dilogo terus setiap mau dibuka,stuck dilogo terus setiap mau dibuka,1,1,0,1
sering gabisa ngirim pelayanan buruk nyesel make aplikasi ini,sering gabisa ngirim pelayanan buruk nyesel make aplikasi ini,1,1,1,1
Biaya ADM nya makin besar 👎🏻👎🏻,biaya adm nya makin besar,1,0,0,1
akun saya kebobolan oleh orang yang tidak di kenal tanggal 14-02-2025..saya rugi hampir 600k tapi di mintai bantuan jawabnya muter2 itu2 aja..PARAH,akun saya kebobolan oleh orang yang tidak di kenal tanggal 14 02 2025..saya rugi hampir 600k tapi di mintai bantuan jawabnya muter2 itu2 aja..parah,1,1,1,1
"ndak berguna, duit saya yang awalnya ada seratus lebih hilang hingga cuman 16.000","ndak berguna, duit saya yang awalnya ada seratus lebih hilang hingga cuman 16.000",1,1,0,1
"Dana koleb sama ff lah diamond gratis atau bagi bagi diamond ff gratis jangan emel bebek Mulu event DM gratisnya lama² kesel guwe sekali"" ffmax lah min hehe dan kenapa ada kalung dana emas di badan orng arab yang meme tiktok itu dosaloh pake kalung emas atau emas anting untuk laki"" kuencanayo plagiat Benten10aja sama Korea dan 19.000 dana point gw habis dihilangkan sama dana parah kali lah udah beli jugak gw dengan modal 3k gak dapat iPhon 17 /pro max dan saldo 100rb nya cuma 25rb pengiriman20hr",dana koleb sama ff lah diamond gratis atau bagi bagi diamond ff gratis jangan emel bebek mulu event dm gratisnya lama kesel guwe sekali ffmax lah min hehe dan kenapa ada kalung dana emas di badan orng arab yang meme tiktok itu dosaloh pake kalung emas atau emas anting untuk laki kuencanayo plagiat benten10aja sama korea dan 19.000 dana point gw habis dihilangkan sama dana parah kali lah udah beli jugak gw dengan modal 3k gak dapat iphon 17 pro max dan saldo 100rb nya cuma 25rb pengiriman20hr,2,1,1,1
"apk ini jadi mengecewakan. sudah lama memakai ini sudah lebih dari setahun. uang tiba"" hilang. dan dianggap sah oleh pihak dana. sudah mengajukan keluhan, tapi tidak ada penyelesaian. kalau memang sistem keamanannya baik, kenapa masih banyak kasus kebobolan. sudah kecewa dengan apk ini !!!","apk ini jadi mengecewakan. sudah lama memakai ini sudah lebih dari setahun. uang tiba hilang. dan dianggap sah oleh pihak dana. sudah mengajukan keluhan, tapi tidak ada penyelesaian. kalau memang sistem keamanannya baik, kenapa masih banyak kasus kebobolan. sudah kecewa dengan apk ini !!!",1,1,1,1
APLIKASI MALING JNGAN D PAKIAI BELI PULSA PULSA GK D KIRIM UANG TIDAK D KEMBALIKAN,aplikasi maling jngan d pakiai beli pulsa pulsa gk d kirim uang tidak d kembalikan,1,1,0,1
limit dana cicil tidak muncul 👎,limit dana cicil tidak muncul,1,0,1,1
fitur dana cicil nya sering tidak tersedia padahal sudah di lunasi. aneh tidak masuk akal. Layanan yg buruk,fitur dana cicil nya sering tidak tersedia padahal sudah di lunasi. aneh tidak masuk akal. layanan yg buruk,3,1,1,1
sudah di instal tapi gakbisa di buka,sudah di instal tapi gakbisa di buka,1,1,0,1
"selama pakai dana aman aman aja tapi sekarang lagi ngalamin transfer ke bank saldonya sudah dipotong tapi statusnya masih diproses , dan itu uang kantor yang mana urgent banget dan harus segera terkirim. gatau kapan baliknya uang saya, karena udah hampir 1 hari belum kembali juga.kecewa.","selama pakai dana aman aman aja tapi sekarang lagi ngalamin transfer ke bank saldonya sudah dipotong tapi statusnya masih diproses , dan itu uang kantor yang mana urgent banget dan harus segera terkirim. gatau kapan baliknya uang saya, karena udah hampir 1 hari belum kembali juga.kecewa.",1,1,0,1
gimana ya kartuku baru beli setelah diregist aku langsung daftar dana eh tau2 nya nga bisa dikarenakan sudah sandinya dahulu dan sulit di ganti,gimana ya kartuku baru beli setelah diregist aku langsung daftar dana eh tau2 nya nga bisa dikarenakan sudah sandinya dahulu dan sulit di ganti,2,1,1,1
"kenapa dana saya tiba2 ga bisa trnfer ,, ceklis ijo nya juga ga muncl di profl","kenapa dana saya tiba2 ga bisa trnfer ,, ceklis ijo nya juga ga muncl di profl",1,1,0,1
masa ganguan ya. tumben tumbenan,masa ganguan ya. tumben tumbenan,1,1,0,1
"sering ngeleg , keluar keluar sendirilah apalah jadinya males pakinya","sering ngeleg , keluar keluar sendirilah apalah jadinya males pakinya",1,1,0,1
semenjak update jadi gk kebuka,semenjak update jadi gk kebuka,1,1,0,1
banyak transaksi ilegal yg tidak jelas.... tau tau saldo hilang dan tanpa konfirmasi... sangat buruk untuk sistem keamanan kalo simpen uang di dana ini,banyak transaksi ilegal yg tidak jelas.... tau tau saldo hilang dan tanpa konfirmasi... sangat buruk untuk sistem keamanan kalo simpen uang di dana ini,1,1,0,1
"gajelas aplikasinya, udah di upgrade pakai ktp tapi malah di suruh upgrade lagi, gimana caranya kirim uang ke orang lain ku tanya???","gajelas aplikasinya, udah di upgrade pakai ktp tapi malah di suruh upgrade lagi, gimana caranya kirim uang ke orang lain ku tanya???",3,1,1,1
dana cicil belum muncul.tolong di bantu diaktifkan dana cicil nya,dana cicil belum muncul.tolong di bantu diaktifkan dana cicil nya,1,0,1,1
tolong saya kesusahan sekali menghapus akun pihak dana tidak mengijinkan saya hapus akun alasan keamanan dasar pihak dana tidak bertanggung jawab beri tau pihak dana agar saya mudah hapus akun jangan selalu alasan,tolong saya kesusahan sekali menghapus akun pihak dana tidak mengijinkan saya hapus akun alasan keamanan dasar pihak dana tidak bertanggung jawab beri tau pihak dana agar saya mudah hapus akun jangan selalu alasan,1,1,1,1
kenapa di aplikasi dana sya ga kebuka bukti transaksi dan mau beli pulsa paket ga bisa juga kenapa???,kenapa di aplikasi dana sya ga kebuka bukti transaksi dan mau beli pulsa paket ga bisa juga kenapa???,2,1,0,1
"Bagus banget buat transaksi, tapi sekarang banyak banhet kendala. dari susah log in dan sering gangguan","bagus banget buat transaksi, tapi sekarang banyak banhet kendala. dari susah log in dan sering gangguan",3,1,0,1
jelek. jelek banget lelet 8,jelek. jelek banget lelet 8,1,1,0,1
"dana ini trlalu rakus dlm dunia admin.. tiap masuk duit kena potongan. 500 perak x 1000 transaksi , udah dpt berapa. astaghfirullah. pas hitung hitung lebih baik pakai. dompet digital yg laen..","dana ini trlalu rakus dlm dunia admin.. tiap masuk duit kena potongan. 500 perak x 1000 transaksi , udah dpt berapa. astaghfirullah. pas hitung hitung lebih baik pakai. dompet digital yg laen..",1,0,0,1
hararese pending nya lama 24jm,hararese pending nya lama 24jm,1,1,0,1
"topup udh 2 hari sana belum masuk juga, tk ganti rating nya kalau dana sudah masuk","topup udh 2 hari sana belum masuk juga, tk ganti rating nya kalau dana sudah masuk",1,1,0,1
"ceritanya mau transfer ke Bank, katanya suruh upgrade ke premium... upgrade premium udah berhasil, tapi knpa gabisa.. tiap klik icon transfer bank muncul lagi perintah upgrade premium, tapi tiap di klik upgrade memang udah berhasil.. begitu terus.. gimana sih ini ahh elahh","ceritanya mau transfer ke bank, katanya suruh upgrade ke premium... upgrade premium udah berhasil, tapi knpa gabisa.. tiap klik icon transfer bank muncul lagi perintah upgrade premium, tapi tiap di klik upgrade memang udah berhasil.. begitu terus.. gimana sih ini ahh elahh",3,1,1,1
"tanggung jawab dong aku transfer tapi merchant nya belum menerima saldo, saldo tetep hilang aku lapor ke diana malah tolol kejadian kek gini udah 2× balikin saldo gw","tanggung jawab dong aku transfer tapi merchant nya belum menerima saldo, saldo tetep hilang aku lapor ke diana malah tolol kejadian kek gini udah 2 balikin saldo gw",1,1,1,1
ngelag' devoloper nya miskin yaa!!!,ngelag devoloper nya miskin yaa!!!,1,1,0,1
susah upgred ke premium. KTP sdh di gunakan. padahal baru pakai aplikasinya,susah upgred ke premium. ktp sdh di gunakan. padahal baru pakai aplikasinya,3,1,1,1
ahir2 ini gangguan terus ....,ahir2 ini gangguan terus ....,2,1,0,1
tolong di perbaiki dananya mau transaksi gua ga bisa asik gagal mulu gimana sihhh,tolong di perbaiki dananya mau transaksi gua ga bisa asik gagal mulu gimana sihhh,1,1,0,1
asli uang gua di dana tiba tiba ilang asil kaga jelas jasa,asli uang gua di dana tiba tiba ilang asil kaga jelas jasa,1,1,0,1
"semuanya oke, tapi pencairan dana bisnis nya gak jelas, gagk jelas waktu pencairan nya kadang 2 hari bisa di cairkan, sisa nya oke oke ajaa,,, ini gimana dana bisnis gak bisa di cairkan woyyyy","semuanya oke, tapi pencairan dana bisnis nya gak jelas, gagk jelas waktu pencairan nya kadang 2 hari bisa di cairkan, sisa nya oke oke ajaa,,, ini gimana dana bisnis gak bisa di cairkan woyyyy",1,1,0,1
apk ngntd lama nyimpen Poto qr udh mah ketarik Mulu saldo gua tlol,apk ngntd lama nyimpen poto qr udh mah ketarik mulu saldo gua tlol,1,1,0,1
"wah,, saldo sy hilang tiap bulan loh,,?? gmana nih,,","wah,, saldo sy hilang tiap bulan loh,,?? gmana nih,,",1,1,0,1
tidak bisa mengaktifkan fitur DANA CICIL. padahal persyaratannya sudah memenuhi.,tidak bisa mengaktifkan fitur dana cicil. padahal persyaratannya sudah memenuhi.,2,1,1,1
kenapa fitur emas gk bisa d akses udh 3 hari ini,kenapa fitur emas gk bisa d akses udh 3 hari ini,3,1,0,1
