content,cleaned_content,score,accuracy,completeness,satisfaction
iya pihak dana tdk ada tanggung jwb nya.solusi sy sampai skrg tdk selesai.pdhl saldo sy di akun lm msh ada .sy ikuti petunjuk ganti akun stlh pindah akun saldo sy tdk ada transfer akun slalu gagal,iya pihak dana tdk ada tanggung jwb nya.solusi sy sampai skrg tdk selesai.pdhl saldo sy di akun lm msh ada .sy ikuti petunjuk ganti akun stlh pindah akun saldo sy tdk ada transfer akun slalu gagal,1,1,1,1
kendala nya lama bnget,kendala nya lama bnget,1,1,0,1
aplikasibiadap uang saya hilang lebik dari 20 kali setiap di komplen jawaban nya gak masuk akal sekali lagikebalikan uangsaya yang hilaang,aplikasibiadap uang saya hilang lebik dari 20 kali setiap di komplen jawaban nya gak masuk akal sekali lagikebalikan uangsaya yang hilaang,1,1,1,1
"JANGAN DOWNLOAD APK INI,, SUSAH MINDAHIN DANA PREMIUM DARI NO BARU KE NO LAMA.. ADMIN NYA NYA PUN NDK LBH DARI SEBATAS BOT...","jangan download apk ini,, susah mindahin dana premium dari no baru ke no lama.. admin nya nya pun ndk lbh dari sebatas bot...",1,0,1,1
mau login kembali no mati kenapa harus ada kode otp padahal no hafal sandi ingat,mau login kembali no mati kenapa harus ada kode otp padahal no hafal sandi ingat,1,0,1,0
Tingkatkan keamanan uang digital nya dana. Karna udah sampai 3 orang teman saya mengatakan bahwa dana bisa dikatakan kurang 85%,tingkatkan keamanan uang digital nya dana. karna udah sampai 3 orang teman saya mengatakan bahwa dana bisa dikatakan kurang 85,3,0,1,1
saya sudah melunasi dana cicil tapi tidak dapat di gunakan lagi..saya uninstal saya kecewa,saya sudah melunasi dana cicil tapi tidak dapat di gunakan lagi..saya uninstal saya kecewa,2,1,0,1
aplikasi ny bagus cuman pas mau top up game dana ny error jumlah melebihi batas transaksi,aplikasi ny bagus cuman pas mau top up game dana ny error jumlah melebihi batas transaksi,3,1,0,0
eroor Mulu top up dana gak masuk,eroor mulu top up dana gak masuk,1,1,0,1
pengguna lama tapi sulit di beri akses dana cicil,pengguna lama tapi sulit di beri akses dana cicil,3,0,1,1
"saya mau bayar kopi pakai QRIS malah gangguan, saldo saya ada 9.230.367, bayar kopi 15ribu malah gangguan mana gak bawa uang cash, taikk lahh","saya mau bayar kopi pakai qris malah gangguan, saldo saya ada 9.230.367, bayar kopi 15ribu malah gangguan mana gak bawa uang cash, taikk lahh",1,1,0,1
"isi saldo notiff masuk, tpi saldo gk nambah","isi saldo notiff masuk, tpi saldo gk nambah",1,1,0,0
sering transaksi menggunakan dana tapi fitur dana cicil nya tidak ada. membosankan,sering transaksi menggunakan dana tapi fitur dana cicil nya tidak ada. membosankan,1,0,1,1
"eror mulu, CS bot","eror mulu, cs bot",1,1,1,1
"kenapa beberapa belakangan ini sering banget close sendiri jadi mau buat transaksi susah, tolong segera diperbaiki","kenapa beberapa belakangan ini sering banget close sendiri jadi mau buat transaksi susah, tolong segera diperbaiki",2,1,0,1
jam 23.00 mau beli paket data aja ngga bisa tolol,jam 23.00 mau beli paket data aja ngga bisa tolol,2,1,0,1
gabisa transfer ke e wallet lain karena sesi masuk aneh sama banyak bug,gabisa transfer ke e wallet lain karena sesi masuk aneh sama banyak bug,2,1,0,1
kenapa dana saya jaringan selalu terputus,kenapa dana saya jaringan selalu terputus,3,1,0,0
"bintang satu aja, mau upgrade aja lama","bintang satu aja, mau upgrade aja lama",1,1,1,1
"kocak ni dana mau top up malah gak bisa ada tulisan ""dana menolak pembayaran karena batas transaksi"" batas apaan woy gw gak pernah ngasih batas aneh banget ni dana perbaikilah woy",kocak ni dana mau top up malah gak bisa ada tulisan dana menolak pembayaran karena batas transaksi batas apaan woy gw gak pernah ngasih batas aneh banget ni dana perbaikilah woy,2,1,0,1
notifikasi promo sudah di matikan masih saja bunyi.,notifikasi promo sudah di matikan masih saja bunyi.,2,1,0,1
"aplikasi dongo, cuma verikasi aja gagal upgrade premium dan masukin nik aja gak bisa padahal bener nik nya, gaje....","aplikasi dongo, cuma verikasi aja gagal upgrade premium dan masukin nik aja gak bisa padahal bener nik nya, gaje....",1,1,1,1
mohon di perbaiki lagi pusat layanan nya... karna masih belum optimal.,mohon di perbaiki lagi pusat layanan nya... karna masih belum optimal.,3,0,1,1
