content,cleaned_content,score,accuracy,completeness,satisfaction
tolong dibantu kembalikan saldo dana saya yang terpotong oleh coin recharge ditiktok,tolong dibantu kembalikan saldo dana saya yang terpotong oleh coin recharge ditiktok,2,1,0,0
"tolong perbaiki sistem pusat. untuk vermuk gagal terus,sampai sampai akun di suruh tunggu 1×24 jam, untuk mencoba log'in kembali 😭. padahal akun pribadi. fermuk muka sendiri. tapi gagal terus. tolong di perbaiki sistem nya. agar lancar untuk login. terimakasih. mohon segera di perbaiki 🙏🙏🙏","tolong perbaiki sistem pusat. untuk vermuk gagal terus,sampai sampai akun di suruh tunggu 1 24 jam, untuk mencoba log in kembali . padahal akun pribadi. fermuk muka sendiri. tapi gagal terus. tolong di perbaiki sistem nya. agar lancar untuk login. terimakasih. mohon segera di perbaiki",1,1,0,1
kenapa saya tidak ada pitur pinjaman dana,kenapa saya tidak ada pitur pinjaman dana,2,0,1,0
"kenapa dana habis transfer tiba tiba hilang, dan tidak ad mutasi ny? mutasi ny Hilang","kenapa dana habis transfer tiba tiba hilang, dan tidak ad mutasi ny? mutasi ny hilang",1,1,0,0
suka ngeleg tanpa alasan,suka ngeleg tanpa alasan,1,1,0,1
"terdapat kesalahan penulisan nama akun dana premium tidak sama dengan KTP ketika didaftarkan. saat meminta untuk dilakukan perubahan nama malah diarahkan untuk hapus akun. sangat tidak membantu sekali, sebagai pengguna dana yang sudah lama ini mengecewakan 👎👎","terdapat kesalahan penulisan nama akun dana premium tidak sama dengan ktp ketika didaftarkan. saat meminta untuk dilakukan perubahan nama malah diarahkan untuk hapus akun. sangat tidak membantu sekali, sebagai pengguna dana yang sudah lama ini mengecewakan",1,1,1,1
"lumayan tapi saldo bisa telat masuk,","lumayan tapi saldo bisa telat masuk,",3,1,0,0
knp saldo saya tiba2 hilang kepotong bayar Google play pdahal saya TDK langganan,knp saldo saya tiba2 hilang kepotong bayar google play pdahal saya tdk langganan,1,1,0,0
"kenapa akun sy tidak muncul fitur dana cicil, padahal setiap hari sering transaksi, knpa masih blm muncul juga, tolong kerja sama nya min","kenapa akun sy tidak muncul fitur dana cicil, padahal setiap hari sering transaksi, knpa masih blm muncul juga, tolong kerja sama nya min",1,0,1,0
knpa ga bisa login ya?,knpa ga bisa login ya?,1,1,0,0
semenjak update malah jadi lemot,semenjak update malah jadi lemot,1,1,0,1
saya sudah bertahun tahun pake dana belom ada jug fitur dana cicil,saya sudah bertahun tahun pake dana belom ada jug fitur dana cicil,2,0,1,0
"bintangnya saya kurangin,kalau mau login susah banget,knp harus pakai email kirim kode OTP nya,sedangkan email saya sudah tidak aktif,bagaimana mau menggunakan aplikasi dana nya,knp gak kirim OTP nya lewat Sms aja atau watssap,kalau sudah berubah pengeriman kode otp nya saya tambahin lg bintang nya,tolong direspon","bintangnya saya kurangin,kalau mau login susah banget,knp harus pakai email kirim kode otp nya,sedangkan email saya sudah tidak aktif,bagaimana mau menggunakan aplikasi dana nya,knp gak kirim otp nya lewat sms aja atau watssap,kalau sudah berubah pengeriman kode otp nya saya tambahin lg bintang nya,tolong direspon",1,1,1,1
"Dana cicil diakun ku gabisa, padahal setiap hari saya pake dana dalam transaksi apapun.","dana cicil diakun ku gabisa, padahal setiap hari saya pake dana dalam transaksi apapun.",1,1,0,0
"Tolong aplikasi DANA dibersihkan dari fitur tidak penting! Game pihak ketiga, DANA Plus, investasi emas, dan lain-lain itu tidak perlu, cuma bikin aplikasi berat dan sering error. Kadang mau transaksi malah salah tekan ke fitur poin atau investasi yang tidak jelas. Kembalikan fungsi DANA sebagai dompet digital yang simpel dan ringan, jangan dipaksa pakai fitur pihak ketiga yang bikin ribet!...","tolong aplikasi dana dibersihkan dari fitur tidak penting! game pihak ketiga, dana plus, investasi emas, dan lain lain itu tidak perlu, cuma bikin aplikasi berat dan sering error. kadang mau transaksi malah salah tekan ke fitur poin atau investasi yang tidak jelas. kembalikan fungsi dana sebagai dompet digital yang simpel dan ringan, jangan dipaksa pakai fitur pihak ketiga yang bikin ribet!...",2,1,0,1
"parah, naik KRL pake qris tap udah tap out tp saldo yang udh di potong lebihnya ga di balikin, KRL biasa potong 4rb ini di potong 13rb, sisanya ga di balikin pas tap out, kacau, udh 2x kejadian kaya bgni di aplikasi ini","parah, naik krl pake qris tap udah tap out tp saldo yang udh di potong lebihnya ga di balikin, krl biasa potong 4rb ini di potong 13rb, sisanya ga di balikin pas tap out, kacau, udh 2x kejadian kaya bgni di aplikasi ini",1,1,0,1
"limit dana cicil saya tidak bisa dipakai, padahal masih 200.000","limit dana cicil saya tidak bisa dipakai, padahal masih 200.000",3,1,0,0
"gimana sih Dana, tiba² transaksi dipending padahal saldo udh terpotong mau bayar cicilan motor smpe skrg saldonya belum balik, transaksi juga ga bisa dibatalin. balikin saldo gua, cs nya juga ga membantu sama sekali smpe skrg laporannya blm di proses udh 2 hari","gimana sih dana, tiba transaksi dipending padahal saldo udh terpotong mau bayar cicilan motor smpe skrg saldonya belum balik, transaksi juga ga bisa dibatalin. balikin saldo gua, cs nya juga ga membantu sama sekali smpe skrg laporannya blm di proses udh 2 hari",1,1,1,1
apk gk bertanggung jawab jelas² saya udh masukan nomor yang jelas tapi² bisa bisanya malah saya kirim saldo nya udh gitu mereka gk mau tau lagi,apk gk bertanggung jawab jelas saya udh masukan nomor yang jelas tapi bisa bisanya malah saya kirim saldo nya udh gitu mereka gk mau tau lagi,1,1,1,1
saya melakukan beli paket data saldo udah berkurang tapi paket data tidak masuk,saya melakukan beli paket data saldo udah berkurang tapi paket data tidak masuk,1,1,0,0
"kenapa punya gak bisa nerima uang lagi padahal sbelumnya aman"" saja",kenapa punya gak bisa nerima uang lagi padahal sbelumnya aman saja,3,1,0,0
"PERHATIAN..! INFORMASI INI PENTING..saya hari ini mendapati kegagalan saat melakukan proses transaksi mengunakan QR barcode,,(mungkin eror sistem) saya mendapat kerugian dlm kegagalan sistem ini, saldo di akun saya terpotong sesuai nomimal uang yg saya kirim,,. akan tetapi saldo yg saya kirim dari akun dana saya itu tdk masuk ke akun dana si penerima,,!! saya rasa ewallet dana ini ,sekarng ini sudah tidak aman lagi di gunakan. kasus yg saya alami ini bisa sj terjadi pada siapapun para pengguna..","perhatian..! informasi ini penting..saya hari ini mendapati kegagalan saat melakukan proses transaksi mengunakan qr barcode,, mungkin eror sistem saya mendapat kerugian dlm kegagalan sistem ini, saldo di akun saya terpotong sesuai nomimal uang yg saya kirim,,. akan tetapi saldo yg saya kirim dari akun dana saya itu tdk masuk ke akun dana si penerima,,!! saya rasa ewallet dana ini ,sekarng ini sudah tidak aman lagi di gunakan. kasus yg saya alami ini bisa sj terjadi pada siapapun para pengguna..",1,1,0,1
saya merasa di rugikan pihak dana,saya merasa di rugikan pihak dana,1,0,0,1
knph harus di persulit sih saat mau ganti nomor yg lama sama nomor yg baru malahan punya sya kalau mau login harus pake kede otp sedang kn karutu yg di daptrkn ilang udh pake Persipasi wajah tetep minta kode OTP ga jelas,knph harus di persulit sih saat mau ganti nomor yg lama sama nomor yg baru malahan punya sya kalau mau login harus pake kede otp sedang kn karutu yg di daptrkn ilang udh pake persipasi wajah tetep minta kode otp ga jelas,2,1,1,1
sayangnya apk dana tidak d beri akses pin/pasword saat masuk /membuka apk d hp,sayangnya apk dana tidak d beri akses pin pasword saat masuk membuka apk d hp,1,0,1,1
sungguh parah fitur dana cicil nya tidak ada...,sungguh parah fitur dana cicil nya tidak ada...,1,0,1,1
"dana cicil ga bisa di pake padahal selalu di bayar, harusnya kalo emang menyediakan dana cicil bisa selalu di gunakan","dana cicil ga bisa di pake padahal selalu di bayar, harusnya kalo emang menyediakan dana cicil bisa selalu di gunakan",3,1,0,1
"Tertera fitur ""ganti nomor telepon"", tpi pas ganti malah dikenain pelanggaran, ujung ujungnya akun ditangguhkan... apa apaan ini? uang yg ada di akun ilang gitu aja? keputusan bersifat final? jdi pengguna ga ber arti bagi pihak dana? layanan yg sangat amat burukkk, syarat dan ketentuan macam apa itu, gausah ada fitur ganti nomor klo abis ganti nomor malah ditangguhkan akunnya.. hdehh","tertera fitur ganti nomor telepon , tpi pas ganti malah dikenain pelanggaran, ujung ujungnya akun ditangguhkan... apa apaan ini? uang yg ada di akun ilang gitu aja? keputusan bersifat final? jdi pengguna ga ber arti bagi pihak dana? layanan yg sangat amat burukkk, syarat dan ketentuan macam apa itu, gausah ada fitur ganti nomor klo abis ganti nomor malah ditangguhkan akunnya.. hdehh",1,1,0,1
kurang bgus s saldo Bru d isi ko bisa kosong,kurang bgus s saldo bru d isi ko bisa kosong,1,1,0,1
sekelas dana mau benerin akun yang gak kebuka malah blibet ini itu chat Diana malah bikin emosi bukanya ngasih solusi lewat email sama ig respon nya gak jelas juga makin parah,sekelas dana mau benerin akun yang gak kebuka malah blibet ini itu chat diana malah bikin emosi bukanya ngasih solusi lewat email sama ig respon nya gak jelas juga makin parah,2,1,1,1
kenapa harus premium mau ngirim uang kesaudara aja susah,kenapa harus premium mau ngirim uang kesaudara aja susah,1,0,1,1
"transfer tertunda,tidak bisa melakukan pembatalan transfer. kalo saldo saya ga balik atau tidak berhasillll pasti aset pengguna dana akan berkurang drastis karena saya mau viralin biar banyak yang tidak jadi korban. followers Ig 10k+ followers tiktok 23k+ sumpah menyesal pakai apk ini baru kali ini begini","transfer tertunda,tidak bisa melakukan pembatalan transfer. kalo saldo saya ga balik atau tidak berhasillll pasti aset pengguna dana akan berkurang drastis karena saya mau viralin biar banyak yang tidak jadi korban. followers ig 10k followers tiktok 23k sumpah menyesal pakai apk ini baru kali ini begini",1,1,0,1
knp ga bisa d'pakai buat kirim uang,knp ga bisa d pakai buat kirim uang,2,1,0,0
Saya menugu email yang dikirim untuk kode otp,saya menugu email yang dikirim untuk kode otp,1,1,0,0
