content,cleaned_content,score,accuracy,completeness,satisfaction
"ada liciknya,,sy tf ke ewalet dengan ADM 1000 tpi kenapa di awelet ke potong lagi 1000 yg jujur dong jangan gitu jangan di liat 1000nya tapi X nya MALING.....","ada liciknya,,sy tf ke ewalet dengan adm 1000 tpi kenapa di awelet ke potong lagi 1000 yg jujur dong jangan gitu jangan di liat 1000nya tapi x nya maling.....",2,1,0,1
"aplikasi tambah kesini tapi tidak jelas saldo bisa hilang sendiri minta bantuan ke Diana malah balasan nya GK jelas, tahun kemaren mau masuk akun aja GK bisa karna kartu hilang login aja tidak bisa padahal masih ada saldo nya","aplikasi tambah kesini tapi tidak jelas saldo bisa hilang sendiri minta bantuan ke diana malah balasan nya gk jelas, tahun kemaren mau masuk akun aja gk bisa karna kartu hilang login aja tidak bisa padahal masih ada saldo nya",1,1,1,1
"apk penyakitan!! kecewa berat asli, tiba-tiba bgt saldo gw abis gegara kesedot langanan pdhl lgi butuh bgt. udh g aman ni apk penyakitan, mending pake gopay","apk penyakitan!! kecewa berat asli, tiba tiba bgt saldo gw abis gegara kesedot langanan pdhl lgi butuh bgt. udh g aman ni apk penyakitan, mending pake gopay",1,1,0,1
"Aplikasi nya susah di buka error,padahal jaringan bagus,sampah2 sudah di bersih kan ruang penyimpanan banyak yang kosong,tapi masih susah juga.","aplikasi nya susah di buka error,padahal jaringan bagus,sampah2 sudah di bersih kan ruang penyimpanan banyak yang kosong,tapi masih susah juga.",2,1,0,1
mohon maaf ini kenapa dana saya susah di buka admin..sblmnya lancar..ra,mohon maaf ini kenapa dana saya susah di buka admin..sblmnya lancar..ra,2,1,0,0
katanya ada hajatan dapet 500rb kok sampai 98 gak bisa nambah,katanya ada hajatan dapet 500rb kok sampai 98 gak bisa nambah,2,1,0,1
"kalo hadiah2 ga bisa di klaim, ga usah ada2in reward harian, mingguan, bulanan. cuma bikin baper doang. niatin dulu yg bener.","kalo hadiah2 ga bisa di klaim, ga usah ada2in reward harian, mingguan, bulanan. cuma bikin baper doang. niatin dulu yg bener.",3,1,0,1
knp dana tidak berfungsi di perangkat ku,knp dana tidak berfungsi di perangkat ku,2,1,0,1
tidak muncul akun dana instan,tidak muncul akun dana instan,2,0,1,0
anehh² saya tidak berlangganan apa² saldo ke sedot terus setiap tanggal 6 minimal buat apk tuh yang bagus dikit percuma dibuat pin tapi bisa ke bayar sendiri jadi fungsi pin apa??!,anehh saya tidak berlangganan apa saldo ke sedot terus setiap tanggal 6 minimal buat apk tuh yang bagus dikit percuma dibuat pin tapi bisa ke bayar sendiri jadi fungsi pin apa??!,1,1,0,1
kenapa skrng mah ga bisa ngirim kuata ke semua operator...,kenapa skrng mah ga bisa ngirim kuata ke semua operator...,1,1,1,1
"DANAA BENEER BENER YAA GUA UDH LANGGANAN BANGET TIBA TIBA DANA ERORRR PAS MAUU SCAN TAPI SALDOO GUAAAA KE POTONGGGGGG,BELI MAKAN SETENGAH JAM DI TEMPAT MAKAN GEGARA DANA EROR GA GA LAGI GUA PAAKE DANA","danaa beneer bener yaa gua udh langganan banget tiba tiba dana erorrr pas mauu scan tapi saldoo guaaaa ke potongggggg,beli makan setengah jam di tempat makan gegara dana eror ga ga lagi gua paake dana",2,1,0,1
"maaf min baru login tiba"" ada cicilan kenapa ya beri penjelasannya",maaf min baru login tiba ada cicilan kenapa ya beri penjelasannya,1,1,0,0
"kenapa sih aplikasih danaku ngak bisa kebuka setelah diupdate tolong dong diperbaiki lagi, saldonya msih ada juga gimana caranya sya mau kirim uang klo dananya saja ngak bisa kebukaaaaa.....","kenapa sih aplikasih danaku ngak bisa kebuka setelah diupdate tolong dong diperbaiki lagi, saldonya msih ada juga gimana caranya sya mau kirim uang klo dananya saja ngak bisa kebukaaaaa.....",3,1,0,1
fitur dana cicil saya belum muncul ya saya sering transaksi tp tetep ga muncul fitur nya,fitur dana cicil saya belum muncul ya saya sering transaksi tp tetep ga muncul fitur nya,3,0,1,0
