content,cleaned_content,score,accuracy,completeness,satisfaction
"dana cicil tiba tiba ada ,tapi ga bisa kepakek,giliran hapus data dan login lagi malah ilang dana cicil nya,capeeeeek","dana cicil tiba tiba ada ,tapi ga bisa kepakek,giliran hapus data dan login lagi malah ilang dana cicil nya,capeeeeek",1,1,0,1
dana cicilnya gak Muncul,dana cicilnya gak muncul,1,0,1,0
semakin hari aplikasi dana semakin jelek. banyak pencurian uang.. sudah banyak korban aplikasi dana.,semakin hari aplikasi dana semakin jelek. banyak pencurian uang.. sudah banyak korban aplikasi dana.,1,1,0,1
"mau transaksi harus pake verif muka,ribet gajelas,makin males pake dana","mau transaksi harus pake verif muka,ribet gajelas,makin males pake dana",1,0,0,1
aplikasi buruk saldo suka hilang atau kirim otomatis,aplikasi buruk saldo suka hilang atau kirim otomatis,1,1,0,1
pelayanan bantuan sangat buruk,pelayanan bantuan sangat buruk,1,0,1,1
dana cicil sudah lunas tanpa nunggu bulan nya kenapa tidak bisa pakai lagi . sudah 6th loh sya pakai aplikasi dana . kecewa berat sih,dana cicil sudah lunas tanpa nunggu bulan nya kenapa tidak bisa pakai lagi . sudah 6th loh sya pakai aplikasi dana . kecewa berat sih,2,1,0,1
biasanya transaksi free sekrng adminnya gede,biasanya transaksi free sekrng adminnya gede,3,0,0,1
apk Dana sudah tidak aman lagi. saldo hilang sendiri. melakukan transaksi ke rek lain tanpa izin.,apk dana sudah tidak aman lagi. saldo hilang sendiri. melakukan transaksi ke rek lain tanpa izin.,1,1,0,1
knpa dana caption tidak ada internet,knpa dana caption tidak ada internet,2,1,0,0
fitur dana cicil GK bisa di pakai percuma nunggu lama,fitur dana cicil gk bisa di pakai percuma nunggu lama,2,1,0,1
"limit dana cicil ada,tungggakan gak ada tapi gak bisa di pakai,jadi apa gunanya dana cicil ni","limit dana cicil ada,tungggakan gak ada tapi gak bisa di pakai,jadi apa gunanya dana cicil ni",2,1,0,1
jelek gabisa beli pulsa,jelek gabisa beli pulsa,2,1,0,1
buka aplikasi lain lancar buka dana ngelek 😡,buka aplikasi lain lancar buka dana ngelek,1,1,0,1
"Dana tolong dana saya hilang di akun Dana, tidak masuk dananya","dana tolong dana saya hilang di akun dana, tidak masuk dananya",1,1,0,1
knp fitur dana cicil akun saya gak muncul,knp fitur dana cicil akun saya gak muncul,2,0,1,0
aplikasi gak jelas. ... udah beli vocher send money tapi pas di pake buat transfer vcernya gk mau motong ... ah bangke pagi2 udah bikin org rugi,aplikasi gak jelas. ... udah beli vocher send money tapi pas di pake buat transfer vcernya gk mau motong ... ah bangke pagi2 udah bikin org rugi,1,1,0,1
sinyal normal gak bisa payment beli kuota hadehhh,sinyal normal gak bisa payment beli kuota hadehhh,1,1,0,1
saya ga masuk akun dana saya.kerna kendala kode otp.no saya yg terdaftar di no hilang.jadi ga bisa terima kode otp..saya masih ingat pin saya,saya ga masuk akun dana saya.kerna kendala kode otp.no saya yg terdaftar di no hilang.jadi ga bisa terima kode otp..saya masih ingat pin saya,3,1,0,0
mantap lah bisa membantu untuk menabung .,mantap lah bisa membantu untuk menabung .,1,0,0,0
"apakah ada tuyul dana,, soal nya uang didanaku hilang 32900...","apakah ada tuyul dana,, soal nya uang didanaku hilang 32900...",1,1,0,1
akun dana sya ga muncul dana cicil,akun dana sya ga muncul dana cicil,3,0,1,0
ah di update jadi susah mau bayar lazada..,ah di update jadi susah mau bayar lazada..,2,1,0,1
ga guna face muka ny pleger su,ga guna face muka ny pleger su,1,1,0,1
tidak bisa top up..sinyal muter2 gk jelas,tidak bisa top up..sinyal muter2 gk jelas,2,1,0,1
pemindahan akun dana saya selalu gagal.cs selalu tidak bisa di hubungi...,pemindahan akun dana saya selalu gagal.cs selalu tidak bisa di hubungi...,1,1,1,1
"beli kuota ga pernah masuk udah 5 kali begini trus udah ganti ganti paket sama aja ga pernah masuk, ampas gaush jualan kuota kalo gamasuk mah sama aja nipu","beli kuota ga pernah masuk udah 5 kali begini trus udah ganti ganti paket sama aja ga pernah masuk, ampas gaush jualan kuota kalo gamasuk mah sama aja nipu",1,1,0,1
kenapa saya GK ada dana cicil,kenapa saya gk ada dana cicil,1,0,1,0
