content,cleaned_content,score,accuracy,completeness,satisfaction
saya hbis top up tpi ga masuk2...giliran saya refres saya hpus apk trus sya download lg bkny masuk mlah saldo ilang semua...mohon tanggung jwby..tlg d pertanggung jwbkn...msa top up bkny masuk mlah ilang semua...,saya hbis top up tpi ga masuk2...giliran saya refres saya hpus apk trus sya download lg bkny masuk mlah saldo ilang semua...mohon tanggung jwby..tlg d pertanggung jwbkn...msa top up bkny masuk mlah ilang semua...,1,1,0,1
jangan pakai dana+ gak guna banget masak penarikan dari tanggal 2 April 2026 sampai sekarang masih pending,jangan pakai dana gak guna banget masak penarikan dari tanggal 2 april 2026 sampai sekarang masih pending,1,1,0,1
gratis..tapi uang biasanya ga masuk kalau habis topup..padahal transaksi top up sudah berhasil tapi kenapa belum masuk..nomor dana sudah betul..tapi tetap saja ga masuk...bikin uang habis saja,gratis..tapi uang biasanya ga masuk kalau habis topup..padahal transaksi top up sudah berhasil tapi kenapa belum masuk..nomor dana sudah betul..tapi tetap saja ga masuk...bikin uang habis saja,2,1,0,1
gak ada tulisan dana cicil,gak ada tulisan dana cicil,2,0,1,0
"Min kenapa Top up brizzi nya ga bisa dipencet ya waktu mau milih nominal buat top up, semuanya abu abu","min kenapa top up brizzi nya ga bisa dipencet ya waktu mau milih nominal buat top up, semuanya abu abu",1,1,0,0
"punya limit dana cicil tapi ga bisa digunakan mendingan hapus aja dana cicil di apk dana saya, kecewa sekali dgn apk dana","punya limit dana cicil tapi ga bisa digunakan mendingan hapus aja dana cicil di apk dana saya, kecewa sekali dgn apk dana",3,1,0,1
dana sudah rusak saya tidak bisa upgred ke premiun masak harus tunggu 2 hari gak jelas dana,dana sudah rusak saya tidak bisa upgred ke premiun masak harus tunggu 2 hari gak jelas dana,1,1,1,1
suka keluar sendiri pas di buka aplikasinya,suka keluar sendiri pas di buka aplikasinya,1,1,0,0
"sangat membantu tapi belakangan ini sering gagal terus mengirim uang, tolong diperbaiki segera","sangat membantu tapi belakangan ini sering gagal terus mengirim uang, tolong diperbaiki segera",3,1,0,0
"najisss knapa dana cicil gw gabisa dipake atau tidak tersedia Mulu heran Gw dah , padahal saldo ada","najisss knapa dana cicil gw gabisa dipake atau tidak tersedia mulu heran gw dah , padahal saldo ada",1,1,1,1
"apalah ini, dana kesedot mulu, padahal udah ku setting biar ga smartpay, aneh","apalah ini, dana kesedot mulu, padahal udah ku setting biar ga smartpay, aneh",2,1,0,1
"dana plus nya error, saat melakukan penarikan udah verifikasi wajah gagal terus , tolong segera dibenerin, saya mau narik dana jadi ga bisa mana saldonya banyak disitu","dana plus nya error, saat melakukan penarikan udah verifikasi wajah gagal terus , tolong segera dibenerin, saya mau narik dana jadi ga bisa mana saldonya banyak disitu",3,1,0,1
"ini aplikasi makin di update visual aplikasi nya makin ngeleg, saya klik fitur kirim aja gk bisa. ada tambahan error baru, tulisan fiturnya jadi ngezoom sendiri ini. klw sampe kayak gini terus saya hapus lama²","ini aplikasi makin di update visual aplikasi nya makin ngeleg, saya klik fitur kirim aja gk bisa. ada tambahan error baru, tulisan fiturnya jadi ngezoom sendiri ini. klw sampe kayak gini terus saya hapus lama",1,1,0,1
Saya sebagai pengguna dana dan juga dan menggunakan nya usaha merasa sangat kecewa dengan layanan yang diberikan Saya berkali kali dibikin rugi dengan sistemnya yang bilang transfer gagal sedangkan saldo sudah terpotong. Semoga ada pertanggung jawaban yang layak disini,saya sebagai pengguna dana dan juga dan menggunakan nya usaha merasa sangat kecewa dengan layanan yang diberikan saya berkali kali dibikin rugi dengan sistemnya yang bilang transfer gagal sedangkan saldo sudah terpotong. semoga ada pertanggung jawaban yang layak disini,1,1,0,1
apk digital yang kusukai tp kenapa sekarang bnyak kendala minta diupdate tp kok gak bisa diupdate,apk digital yang kusukai tp kenapa sekarang bnyak kendala minta diupdate tp kok gak bisa diupdate,2,1,0,0
menghapus akun dana premium karna tidak digunakan lagi,menghapus akun dana premium karna tidak digunakan lagi,1,0,0,0
"setiap mau tf pasti ada aja kendala nya ""sistem kamu sedang ramai nih"" lemot banget sistemnya alasan malas pake aplikasi dana ya begini sering banget terjadi",setiap mau tf pasti ada aja kendala nya sistem kamu sedang ramai nih lemot banget sistemnya alasan malas pake aplikasi dana ya begini sering banget terjadi,1,1,0,1
apl sampah sering transaksi dana cicil ga muncul muncul,apl sampah sering transaksi dana cicil ga muncul muncul,1,0,1,1
"makin kesini makin lelet, bayar tagihan listrik/voucher internet mahal","makin kesini makin lelet, bayar tagihan listrik voucher internet mahal",2,1,0,1
"BUAT KALIAN YANG MAU MENGGUNAKAN APLIKASI INI, MENDING GAUSAH DEH, PAKE PENYEDIA LAYANAN LAIN AJA YANG EMANG UDAH PASTI AMAN SEPERTI SEA BANK ATAU SHOPEE PAY. SALDO TERPOTONG SENDIRI TANPA KONFIRMASI, GILIRAN CHAT DIANA MALAH GA ADA TANGGAPAN. SAYA MEMINTA PERTANGGUNG JAWABAN DANA SEBAGAI PENYEDIA LAYANAN APLIKASI MALAH GA BISA. SAYA PIHAK YANG DIRUGIKAN LHOH. SUDAH SERING SALDO SAYA TERPOTONG TAPI TIDAK PERNAH SEBANYAK INI. KALO BEGINI TERUS YA APA INI?? SAYA MAU BELANJA JADI TIDAK BISA.","buat kalian yang mau menggunakan aplikasi ini, mending gausah deh, pake penyedia layanan lain aja yang emang udah pasti aman seperti sea bank atau shopee pay. saldo terpotong sendiri tanpa konfirmasi, giliran chat diana malah ga ada tanggapan. saya meminta pertanggung jawaban dana sebagai penyedia layanan aplikasi malah ga bisa. saya pihak yang dirugikan lhoh. sudah sering saldo saya terpotong tapi tidak pernah sebanyak ini. kalo begini terus ya apa ini?? saya mau belanja jadi tidak bisa.",1,1,1,1
eror gimana sih gak jelas,eror gimana sih gak jelas,1,1,0,1
entah kapan dana cicilan nya bisa muncul dan digunakan.capek udah pakai dana.saya kurangi bintangnya,entah kapan dana cicilan nya bisa muncul dan digunakan.capek udah pakai dana.saya kurangi bintangnya,2,0,1,1
bikin event nukar duit hp dll percuma gak bisa ditukar mau tepat waktu tolol bulan puasa ini penipuan publik,bikin event nukar duit hp dll percuma gak bisa ditukar mau tepat waktu tolol bulan puasa ini penipuan publik,2,1,0,1
ka kenapa transaksi dana sering gagal ? apakah karna saya sering menggunakan aplikasi ini setiap hari? apakah ada batasan untuk transaksi dana perhari?,ka kenapa transaksi dana sering gagal ? apakah karna saya sering menggunakan aplikasi ini setiap hari? apakah ada batasan untuk transaksi dana perhari?,2,1,0,0
loding nya lama!!! tolong dong di perbaiki,loding nya lama!!! tolong dong di perbaiki,1,1,0,1
aplikasi gajelas tiba tiba uang hilang gitu aja. kemanan minim,aplikasi gajelas tiba tiba uang hilang gitu aja. kemanan minim,1,1,0,1
tolong lahhh... ini dana kenapa jadi kaya gini GK bisa transaksi keluar mulu,tolong lahhh... ini dana kenapa jadi kaya gini gk bisa transaksi keluar mulu,1,1,0,1
"dana instan knp gak bisa d gunakan lagi, padahal sudah lunas😌😌😌","dana instan knp gak bisa d gunakan lagi, padahal sudah lunas",1,1,0,0
sangat kecewa sma dana duwek q hilang lebih 500 ribu,sangat kecewa sma dana duwek q hilang lebih 500 ribu,1,1,0,1
aplikasinya jadi makin kesini makin berat,aplikasinya jadi makin kesini makin berat,1,1,0,1
"kenapa aplikasi tidak pernah bisa menerima uang saldo tetap Rp 1.330 jadi hanya sebagai pelengkap saja atau hemana ini saya tidak paham dengan cara kerjanya tolong kasih enjelasan tentang aplikasi ini , sistim gimana ya🙏","kenapa aplikasi tidak pernah bisa menerima uang saldo tetap rp 1.330 jadi hanya sebagai pelengkap saja atau hemana ini saya tidak paham dengan cara kerjanya tolong kasih enjelasan tentang aplikasi ini , sistim gimana ya",3,1,0,1
"ini saya gk bisa masuk ke dana terus di dana ny ada saldo saya, setiap mau masuk mala kepental aduh tetep aja gk bisa trs klo mau di hapus dulu no nya udh gak aktif","ini saya gk bisa masuk ke dana terus di dana ny ada saldo saya, setiap mau masuk mala kepental aduh tetep aja gk bisa trs klo mau di hapus dulu no nya udh gak aktif",1,1,0,1
maintenance di jam sibuk.. disaat kebutuhan mendesak,maintenance di jam sibuk.. disaat kebutuhan mendesak,1,1,0,1
"aplikasi jelek ga ngotak penipuan bisa"" nya saldo dana tiba"" hilang masuk ke tiktok penipuan kerja sama dengan tikto hati"" pakai apk ni ga ada guna penipu daba hilang ga ada respon",aplikasi jelek ga ngotak penipuan bisa nya saldo dana tiba hilang masuk ke tiktok penipuan kerja sama dengan tikto hati pakai apk ni ga ada guna penipu daba hilang ga ada respon,1,1,1,1
dana cicil saya TDK aktif udah update dll juga ga muncul notifikasi dana cicil saya,dana cicil saya tdk aktif udah update dll juga ga muncul notifikasi dana cicil saya,1,0,1,0
"Tolong dong kalau misal server eror pas kirim uang, uangnya balik lagi. Sama sama rugi kalau transaksi tapi saldo gamasuk penerima. Udah begitu cs di apk gabisa dibuka, masa eror lama banget, parah kalau saldo sampe ga keterima","tolong dong kalau misal server eror pas kirim uang, uangnya balik lagi. sama sama rugi kalau transaksi tapi saldo gamasuk penerima. udah begitu cs di apk gabisa dibuka, masa eror lama banget, parah kalau saldo sampe ga keterima",3,1,1,1
kirim uang gak bisa terus ini gmna.. suruh upgrade udah berhasil tapi diarahkan suruh upgrade terus. kq gk kayak dulu,kirim uang gak bisa terus ini gmna.. suruh upgrade udah berhasil tapi diarahkan suruh upgrade terus. kq gk kayak dulu,1,1,1,1
apasiii beli pulsa aja lodingnya minta ampun pliss lah bener dikit,apasiii beli pulsa aja lodingnya minta ampun pliss lah bener dikit,2,1,0,1
"setelah di update aplikasi nya bukan nya tambah ok malah makin ngeselin, susah sekali dibuka aplikasi nya, tolonglah di perbaiki, masa tiap buka aplikasinya harus uninstall terus baru bisa buka","setelah di update aplikasi nya bukan nya tambah ok malah makin ngeselin, susah sekali dibuka aplikasi nya, tolonglah di perbaiki, masa tiap buka aplikasinya harus uninstall terus baru bisa buka",2,1,0,1
Aplikasi Force Close ketika setelah bagian nomor telepon,aplikasi force close ketika setelah bagian nomor telepon,1,1,0,0
"dompet digital paling tidak aman rawan penipuan,tiba tiba saldo kosong tamap kita lakukan transaksi,sudah banyak kejadian ygmenjadi korbannya,tidak ada solusi chat custumer servisnya boot semua,jgn pakek apk ini tidak aman pokoknya","dompet digital paling tidak aman rawan penipuan,tiba tiba saldo kosong tamap kita lakukan transaksi,sudah banyak kejadian ygmenjadi korbannya,tidak ada solusi chat custumer servisnya boot semua,jgn pakek apk ini tidak aman pokoknya",1,1,1,1
"KA tolong sya pengen cair kan saldo di dabis saya saya butuh banget , kenapa susah banget ka tolong woi katanya mempermudah, eh ini malah mempersulit","ka tolong sya pengen cair kan saldo di dabis saya saya butuh banget , kenapa susah banget ka tolong woi katanya mempermudah, eh ini malah mempersulit",1,1,0,1
dana bisnis gak bisa ditarik saldonya . bener² dompet digital sampahhh,dana bisnis gak bisa ditarik saldonya . bener dompet digital sampahhh,1,1,0,1
"setelah di perbarui notifnya jelek bikin kaget, aku kira hp ku yg bermasalah, bagusan notif yang lama, balik lagi pake nada notifikasi yg lama aja dong.","setelah di perbarui notifnya jelek bikin kaget, aku kira hp ku yg bermasalah, bagusan notif yang lama, balik lagi pake nada notifikasi yg lama aja dong.",3,0,0,1
"gabisa masuk ke aplikasi nya, tulung duit ku cuman disitu.","gabisa masuk ke aplikasi nya, tulung duit ku cuman disitu.",2,1,0,1
mau transfer uang selalu keluar tulisan upgrade dulu padahal udah premium tetep aja gabisa hadehhh disaat lagi penting pentingnya malahh giniii tolong dong di benerinn lagiiiii,mau transfer uang selalu keluar tulisan upgrade dulu padahal udah premium tetep aja gabisa hadehhh disaat lagi penting pentingnya malahh giniii tolong dong di benerinn lagiiiii,3,1,1,1
Masih sama saja! Udh lakuin 3cara ttp gk kenapa kenapa! Nyuruhnya ke VIA dana? Buka aplikasinya aja kgk bisa!,masih sama saja! udh lakuin 3cara ttp gk kenapa kenapa! nyuruhnya ke via dana? buka aplikasinya aja kgk bisa!,2,1,0,1
kenapa saya gak punya dana cicil,kenapa saya gak punya dana cicil,3,0,1,0
"proteksi elektronik sangat menganggu,langsung ceklis otomatis..sangat menganggu","proteksi elektronik sangat menganggu,langsung ceklis otomatis..sangat menganggu",1,0,0,1
bagus si tapi kenapa fitur yg buat detail nya engga bisa di buka,bagus si tapi kenapa fitur yg buat detail nya engga bisa di buka,3,1,0,0
