content,cleaned_content,score,accuracy,completeness,satisfaction
payah transfer akun doang gagal kudu nunggu,payah transfer akun doang gagal kudu nunggu,1,1,0,1
dana cicil keluar limit tp gk bisa dipakai ....gk jelas,dana cicil keluar limit tp gk bisa dipakai ....gk jelas,1,1,0,1
"Hi admin,kenapa ya akhir"" ini DANA susah sekali di buka?,padahal sebelumnya lancar"" ajh tuh,mohon solusinya!.🙏","hi admin,kenapa ya akhir ini dana susah sekali di buka?,padahal sebelumnya lancar ajh tuh,mohon solusinya!.",1,1,0,1
"Saya bayar pakai Qris tapi penjual blm menerima pembayaran padahal status bayar saya udh sukses,, udh lapor ke cs tpi hrus nunggu 2minggu lebih","saya bayar pakai qris tapi penjual blm menerima pembayaran padahal status bayar saya udh sukses,, udh lapor ke cs tpi hrus nunggu 2minggu lebih",1,1,1,1
kesel x isi pulsa 50 kok yg masuk 45rb..dana gx jelas,kesel x isi pulsa 50 kok yg masuk 45rb..dana gx jelas,1,1,0,1
informasi akun dana gak bisa terbuka,informasi akun dana gak bisa terbuka,1,1,0,1
aplikasi apasii ini sering amat trouble,aplikasi apasii ini sering amat trouble,1,1,0,1
"ga jelas banget masa ga bisa menerima hadiah dari a rewards, katanya periksa pusat layanan atau chat ke Diana tapi ga membantu sama sekali sedikitpun tidak ada, aplikasi aneh jelas jelas a rewards udh tersambung ke dana malah disuruh cek cek apaan dah","ga jelas banget masa ga bisa menerima hadiah dari a rewards, katanya periksa pusat layanan atau chat ke diana tapi ga membantu sama sekali sedikitpun tidak ada, aplikasi aneh jelas jelas a rewards udh tersambung ke dana malah disuruh cek cek apaan dah",1,1,1,1
Tambahin dana cicil untuk pihak dana kalo semua fitur sudah oke kurang dana cicil,tambahin dana cicil untuk pihak dana kalo semua fitur sudah oke kurang dana cicil,1,0,1,0
kena tipu mengatas namakan cs dana terus lapor tapi uang ga bisa kembali,kena tipu mengatas namakan cs dana terus lapor tapi uang ga bisa kembali,2,0,1,1
sangat berguna menyimpan uang,sangat berguna menyimpan uang,3,0,0,0
dana saya gak masuk,dana saya gak masuk,1,1,0,1
"eror LG ngirim dari tadi malam sampai skrng ga kekirim ,padahal udh di potong saldonya ,tpi ga di balikin jg","eror lg ngirim dari tadi malam sampai skrng ga kekirim ,padahal udh di potong saldonya ,tpi ga di balikin jg",1,1,0,1
sekarang dana udah ada biaya tf ke bank gk seruuu,sekarang dana udah ada biaya tf ke bank gk seruuu,2,0,0,1
keamanannya perbaiki masa uang bisa diambil pakai qris yg padahal kita nggak ada transaksi. bahkan akun via dimasukin sama beberapa hp padahal saya cuma punya 1. kejadian April 2026,keamanannya perbaiki masa uang bisa diambil pakai qris yg padahal kita nggak ada transaksi. bahkan akun via dimasukin sama beberapa hp padahal saya cuma punya 1. kejadian april 2026,3,1,0,1
"setiap hari hrs update,tiba"" ilang aplikasi tau"" harus update lagi","setiap hari hrs update,tiba ilang aplikasi tau harus update lagi",3,1,0,1
kehilangan dana 16ribu kata nya udh dikembalikan padahal belum saat ada notif refund saldo masih 89ribu yg secara logika harusnya 89ribu+16ribu faktanya enggak udh lapor ke cs dana gk manfaat kembalikan woi maling saldo gw,kehilangan dana 16ribu kata nya udh dikembalikan padahal belum saat ada notif refund saldo masih 89ribu yg secara logika harusnya 89ribu 16ribu faktanya enggak udh lapor ke cs dana gk manfaat kembalikan woi maling saldo gw,1,1,1,1
saya sudah bertransaksi lama di dana namun untuk mengaktifkan fitur dana cicil blum bisa.,saya sudah bertransaksi lama di dana namun untuk mengaktifkan fitur dana cicil blum bisa.,1,0,1,0
apk ini transaksi sudah byk tapi ngak bisa dipakai dana cicil nya,apk ini transaksi sudah byk tapi ngak bisa dipakai dana cicil nya,2,0,1,1
smoga apk dana di blokir dari play store saldo saya di kuras habis tanpa spngtahuan saya,smoga apk dana di blokir dari play store saldo saya di kuras habis tanpa spngtahuan saya,1,1,0,1
uang saya bisa bisa nya hilang,uang saya bisa bisa nya hilang,1,1,0,1
kenapa saya tidak bisa menggunakan data untuk membuka dana harus wifi terus,kenapa saya tidak bisa menggunakan data untuk membuka dana harus wifi terus,1,1,0,1
dana cicil tidak tersedia padhal limit masih utuh,dana cicil tidak tersedia padhal limit masih utuh,1,0,1,1
"akun saya tidak bisa kirim uang ke e-wallet dan bank, padahal sudah ajukan pengaduan tapi belum ada perbaikan juga","akun saya tidak bisa kirim uang ke e wallet dan bank, padahal sudah ajukan pengaduan tapi belum ada perbaikan juga",3,1,1,1
tidak aman uang saya tiba2 hilang padahal saya tidak beli apa2,tidak aman uang saya tiba2 hilang padahal saya tidak beli apa2,1,1,0,1
"woiii kenapaa dana bisnis gua qr nya erorr,tolong di perbaiki","woiii kenapaa dana bisnis gua qr nya erorr,tolong di perbaiki",3,1,0,1
"kenapa dana cicil saya tidak bisa di gunakan, padahal sebelum nya bisa ?","kenapa dana cicil saya tidak bisa di gunakan, padahal sebelum nya bisa ?",2,1,0,1
saldo dana saya sering hilang ..terakhir saya kehilangan 1200000...sangat rawan,saldo dana saya sering hilang ..terakhir saya kehilangan 1200000...sangat rawan,1,1,0,1
Dana kenapa gabisa di buka ya?,dana kenapa gabisa di buka ya?,2,1,0,1
kenapa aplikasi dana ku gak ada dana cicil nya,kenapa aplikasi dana ku gak ada dana cicil nya,3,0,1,1
aplikasi sampah makin kesini makin ancur di oesan udah berhasil top up namun saldo blm nambah ngaco emang lama lama ni aplikasi,aplikasi sampah makin kesini makin ancur di oesan udah berhasil top up namun saldo blm nambah ngaco emang lama lama ni aplikasi,1,1,0,1
"aplikasi nya tidak bisa di upgrade, saat upgrade suruh tunggu dua hari, setelah tunggu dua hari tetap saja tidak bisa di upgrade. mohon diperhatikan","aplikasi nya tidak bisa di upgrade, saat upgrade suruh tunggu dua hari, setelah tunggu dua hari tetap saja tidak bisa di upgrade. mohon diperhatikan",1,1,1,1
"danaya agk rusak ,masak scan aja GK bisa","danaya agk rusak ,masak scan aja gk bisa",1,1,0,1
"aplikasi tidak aman yaitu dana,saldo hilang tanpa minta pin, pemberitahuan di google uang keluar untuk mobile legend,,,padahal tidak punya aplikasi game mobile legend...duit hilang begitu saja ...!!! emang aplikasi MALING","aplikasi tidak aman yaitu dana,saldo hilang tanpa minta pin, pemberitahuan di google uang keluar untuk mobile legend,,,padahal tidak punya aplikasi game mobile legend...duit hilang begitu saja ...!!! emang aplikasi maling",1,1,0,1
Kenapa pencairan dana instan saya selalu gagal.. Padalah limit pinjaman masih ada.. Dan juga penbayaran jga masih ada.. Tolong jelaskan,kenapa pencairan dana instan saya selalu gagal.. padalah limit pinjaman masih ada.. dan juga penbayaran jga masih ada.. tolong jelaskan,1,1,0,1
kok gak bisa bayar pake pake foto qris yg di galeri ya?,kok gak bisa bayar pake pake foto qris yg di galeri ya?,1,1,0,1
"ini bulan ke 2 sy bayar IndiHome pake dana, 2x jg gangguan, status masih proses sampe 3hari, bahkan IndiHome sudah putus internet,, mengecewakan sekali,, penanganan lambat","ini bulan ke 2 sy bayar indihome pake dana, 2x jg gangguan, status masih proses sampe 3hari, bahkan indihome sudah putus internet,, mengecewakan sekali,, penanganan lambat",1,1,1,1
apk apa ini masa uang saya tiba-tiba hilang 83k.apk rusak,apk apa ini masa uang saya tiba tiba hilang 83k.apk rusak,1,1,0,1
"Saya Turunin Bintang nya, karena pembayaran Vtpay kenapa tidak berlaku ?","saya turunin bintang nya, karena pembayaran vtpay kenapa tidak berlaku ?",3,0,1,1
hapus akun saja ribet..dana tidak aman saldo ±600rb hilang karena transaksi abal².Lapor bantuan malah bikin tambah emosi.,hapus akun saja ribet..dana tidak aman saldo 600rb hilang karena transaksi abal .lapor bantuan malah bikin tambah emosi.,1,1,1,1
"dongo kenapa gak bisa di buka dananya kok ada tulisan ups,sedang ada kendala","dongo kenapa gak bisa di buka dananya kok ada tulisan ups,sedang ada kendala",1,1,0,1
"apknya berat sekali, di buka sampai gak mau muncul.... susah gak tau orang buru2.","apknya berat sekali, di buka sampai gak mau muncul.... susah gak tau orang buru2.",1,1,0,1
"hati-hati jangan mau pakai aplikasi dana sungguh tidak aman.Terutama dana cicil,saya tidak menggunakan tetapi bisa muncul tagihan berjalan.Dan kalau terlambat bayar pasti terkena denda.sungguh merugikan.saldo yang ada juga ditarik habis dengan sendirinya tidak ada sisa,padahal melebihi tagihan.","hati hati jangan mau pakai aplikasi dana sungguh tidak aman.terutama dana cicil,saya tidak menggunakan tetapi bisa muncul tagihan berjalan.dan kalau terlambat bayar pasti terkena denda.sungguh merugikan.saldo yang ada juga ditarik habis dengan sendirinya tidak ada sisa,padahal melebihi tagihan.",1,1,0,1
"aplikasi tolol,ga punya cs manusia","aplikasi tolol,ga punya cs manusia",1,0,1,1
"app DANA banyak ngga masuk dari app game ke akun dana error lemot, lelet perbaiki lagi app dana updrage, update, pembaruan baru","app dana banyak ngga masuk dari app game ke akun dana error lemot, lelet perbaiki lagi app dana updrage, update, pembaruan baru",1,1,0,1
inh kenapa coo ko gak masuk masuk ci uang saya 250 RB udah 2 HR gak masuk masuk tolong lah di perbaiki sistem nyaa biar gak kayak ginih saya udah gak punya uang lagi inh yaa Allah 😭😭,inh kenapa coo ko gak masuk masuk ci uang saya 250 rb udah 2 hr gak masuk masuk tolong lah di perbaiki sistem nyaa biar gak kayak ginih saya udah gak punya uang lagi inh yaa allah,1,1,0,1
blongoh sue depo kih gangguan bae,blongoh sue depo kih gangguan bae,1,1,0,1
ada event kalah sama bot mulu buka awal tapi masih gak dapet hadiahnya sering pakek dana tpi war hadiah gak pernah dapet habis itu poin yg dikumpulin hilang semua balik 0 lagi,ada event kalah sama bot mulu buka awal tapi masih gak dapet hadiahnya sering pakek dana tpi war hadiah gak pernah dapet habis itu poin yg dikumpulin hilang semua balik 0 lagi,3,1,0,1
"saldo tidak bisa di tarik ,haru ke premium ,dan biaya admin terlalu mahal","saldo tidak bisa di tarik ,haru ke premium ,dan biaya admin terlalu mahal",1,0,1,1
beli game di steam gagal terus pdhal saldo cukup nyakut di verifikasi,beli game di steam gagal terus pdhal saldo cukup nyakut di verifikasi,2,1,0,1
