content,cleaned_content,score,accuracy,completeness,satisfaction
knp gak bisa masuk kata nya mogok gtu apk nya,knp gak bisa masuk kata nya mogok gtu apk nya,2,1,0,0
mengapa saya td dapat transaksi dg ini di akun id gm selalu menolak dg alasan kami td megijikan nya. di karenakan batas pajak.,mengapa saya td dapat transaksi dg ini di akun id gm selalu menolak dg alasan kami td megijikan nya. di karenakan batas pajak.,1,1,0,0
top up uang d dana gk masuk,top up uang d dana gk masuk,1,1,0,0
aplikasi aneh uang saya hilang disini,aplikasi aneh uang saya hilang disini,1,1,0,1
mau tutup akun susah berbelit belit mending pake gopay,mau tutup akun susah berbelit belit mending pake gopay,1,0,1,1
dana dapat di internet susah babi,dana dapat di internet susah babi,1,1,0,1
kak dana saya kenapa belum ada dana cicil padahal saya sudah menggunakan dana ini selama 3tahun knp pesan saya tidak ada yang balas mana dana cicil nya,kak dana saya kenapa belum ada dana cicil padahal saya sudah menggunakan dana ini selama 3tahun knp pesan saya tidak ada yang balas mana dana cicil nya,2,0,1,1
kami pernah topup dari SEABANK ke DANA notifnya udah masuk tp begitu di cek tidak ada saldonya,kami pernah topup dari seabank ke dana notifnya udah masuk tp begitu di cek tidak ada saldonya,1,1,0,0
"Assalamu'alaikum pihak dana. saya mau bertanya, kenapa dana cicil saya tidak bisa digunakan? padahal saya sudah membayar tagihan dari September 2025 tolong dari pihak dana nya respon","assalamu alaikum pihak dana. saya mau bertanya, kenapa dana cicil saya tidak bisa digunakan? padahal saya sudah membayar tagihan dari september 2025 tolong dari pihak dana nya respon",2,1,0,0
engga tau kenapa akhir² ini sering bngt eror 😪 mau ngmbil duit pun susah,engga tau kenapa akhir ini sering bngt eror mau ngmbil duit pun susah,3,1,0,1
tiba2 minta otp.padahal aman2 aja.ada indikasi mengendapkan uang pengguna atau membatasi transaksi agar saldo mengendap.,tiba2 minta otp.padahal aman2 aja.ada indikasi mengendapkan uang pengguna atau membatasi transaksi agar saldo mengendap.,1,1,0,1
ka minta tolong pengen d bantu login,ka minta tolong pengen d bantu login,1,1,0,0
Saldo dana hilang tanpa sepengetahuan,saldo dana hilang tanpa sepengetahuan,1,1,0,0
"Tolong dong adain fitur auto buy untuk eMAS dan reksa dana, agak kewalahan kalau harus beli tiap hari, kalo ada auto buy kan enak","tolong dong adain fitur auto buy untuk emas dan reksa dana, agak kewalahan kalau harus beli tiap hari, kalo ada auto buy kan enak",3,0,1,0
merubah nomer dan upgrade Sangat ribet,merubah nomer dan upgrade sangat ribet,1,0,1,1
