content,cleaned_content,score,accuracy,completeness,satisfaction
dana cicilan nyah jelek padahal udah lunas semua anh,dana cicilan nyah jelek padahal udah lunas semua anh,2,0,0,1
"akun dana alm paman saya ada uang tapi gabisa di cashout gegara vermuk susah banget ribet lagi, mana gabisa di nonaktif kan, udh lapor lewt chat customer service disuruh isi formulir dan tunggu 3 hari, tapi sampai sekarang gaada kabar nya sekarang aplikasi dana buruk ribet dan susah agak nyesal gabung program beta dana kalo masalah seperti itu aja di abaikan","akun dana alm paman saya ada uang tapi gabisa di cashout gegara vermuk susah banget ribet lagi, mana gabisa di nonaktif kan, udh lapor lewt chat customer service disuruh isi formulir dan tunggu 3 hari, tapi sampai sekarang gaada kabar nya sekarang aplikasi dana buruk ribet dan susah agak nyesal gabung program beta dana kalo masalah seperti itu aja di abaikan",1,1,1,1
"ko saya mau buka riwayat gak bisa, apk ini sedang knpa?, dan lambat","ko saya mau buka riwayat gak bisa, apk ini sedang knpa?, dan lambat",2,1,0,1
"kepada pihak dana, mohon jangan biarkan aplikasi lain memotong tabungan kita secara sepihak, karna yg berkuasa kami, harus ada ijin dlu dari kami, masukan sandi atau scan wajah terlebih dahulu, jangan sepihak dari alikasi lain, kami sebagai konsumen merasa dirugikan klau secara sepihak dipotongnya saldo kami","kepada pihak dana, mohon jangan biarkan aplikasi lain memotong tabungan kita secara sepihak, karna yg berkuasa kami, harus ada ijin dlu dari kami, masukan sandi atau scan wajah terlebih dahulu, jangan sepihak dari alikasi lain, kami sebagai konsumen merasa dirugikan klau secara sepihak dipotongnya saldo kami",1,1,1,1
"PILIH KASIH NGASIH FITUR"" NYA COK",pilih kasih ngasih fitur nya cok,1,0,1,1
"kecewa banget , udah berapa rahun pakek dana , tapi top up dana terakhir malah gak masuk , padahal udah ada notif berhasil tapi saldo gak nambah..","kecewa banget , udah berapa rahun pakek dana , tapi top up dana terakhir malah gak masuk , padahal udah ada notif berhasil tapi saldo gak nambah..",1,1,0,1
Mengapa Akun saya TDK mndpati Menu all Servisce pdhal SDH terbaru &premium,mengapa akun saya tdk mndpati menu all servisce pdhal sdh terbaru premium,1,0,1,0
"asisten dana yaitu diana terkesan agak lambat dan gampang tidak memahami apa masalah pengguna dana dan batasan untuk makai dana sedikit sekali dan tidak bisa bayar pake banyak duit dari dana padahal udah percaya bakal enak eh ternyata batasannya cuma 30 ribu doang, sia sia aku top up","asisten dana yaitu diana terkesan agak lambat dan gampang tidak memahami apa masalah pengguna dana dan batasan untuk makai dana sedikit sekali dan tidak bisa bayar pake banyak duit dari dana padahal udah percaya bakal enak eh ternyata batasannya cuma 30 ribu doang, sia sia aku top up",1,0,1,1
"min kok ini qris dana bisnis kok gabisa dicetak cetak sih padahal dah seminggu nih masa gabisa bisa, dari Minggu lalu cape sabar tuh min","min kok ini qris dana bisnis kok gabisa dicetak cetak sih padahal dah seminggu nih masa gabisa bisa, dari minggu lalu cape sabar tuh min",2,1,0,1
"udah gak bisa buat laporan kalo sampai ketipu, dana gak bisa ditarik kembali atau di bekukan nomor orang yang nipu","udah gak bisa buat laporan kalo sampai ketipu, dana gak bisa ditarik kembali atau di bekukan nomor orang yang nipu",1,0,1,1
giliran orang orang dapat dana cicil saya gak ada sama sekali aplikasi busuk tidak jelas.. transaksi jutaan tapi gak ada sama sekali dana cicil..alias dana miskin,giliran orang orang dapat dana cicil saya gak ada sama sekali aplikasi busuk tidak jelas.. transaksi jutaan tapi gak ada sama sekali dana cicil..alias dana miskin,1,0,1,1
tolonglah ini gimana ceritanya aku abis ngirim uang.. udah kepotong saldo tapi gak ada laporannya.. tolong di bantu,tolonglah ini gimana ceritanya aku abis ngirim uang.. udah kepotong saldo tapi gak ada laporannya.. tolong di bantu,1,1,0,1
"Apk Dana ini semakin memburuk,bukan malah membaik sering kali eror apalagi aktivitas tidak bisa di lihat","apk dana ini semakin memburuk,bukan malah membaik sering kali eror apalagi aktivitas tidak bisa di lihat",1,1,0,1
GAGAL UP KE PREMIUM TRUS ANEHHH!!! UANG SAYA GA BISA DI TARIK JADINYAAAA,gagal up ke premium trus anehhh!!! uang saya ga bisa di tarik jadinyaaaa,1,1,0,1
