content,cleaned_content,score,accuracy,completeness,satisfaction
kenapa dana nya Enda bisa di buka tolong di perbaiki,kenapa dana nya enda bisa di buka tolong di perbaiki,2,1,0,0
"makin lama makin bnyak bug yg aneh, contohnya saya baru top up dan langsung melakukan transaksi, di transaksi pertama berhasil, dengan jarak beberapa menit saya mau transaksi lagi tapi tertera saldo tidak cukup, padahal pas saya cek saldo masih ada sisa dari transaksi pertama tadi, terus untuk QR juga sering ga bisa di gunakan, untk saat ini saya retting bintang 2 dulu, kalau semua bug bisa di perbaiki langsung saya rating bintang 5....","makin lama makin bnyak bug yg aneh, contohnya saya baru top up dan langsung melakukan transaksi, di transaksi pertama berhasil, dengan jarak beberapa menit saya mau transaksi lagi tapi tertera saldo tidak cukup, padahal pas saya cek saldo masih ada sisa dari transaksi pertama tadi, terus untuk qr juga sering ga bisa di gunakan, untk saat ini saya retting bintang 2 dulu, kalau semua bug bisa di perbaiki langsung saya rating bintang 5....",2,1,0,1
tidak puas dengan dana sekarang sering ada gangguan teransaksi sering tidak bisa,tidak puas dengan dana sekarang sering ada gangguan teransaksi sering tidak bisa,1,1,0,1
saldo tiba tiba hilang karna kemarin gangguan server di riwayat transaksi tidak ada apa apa lapor cs malah aneh jawaban nya,saldo tiba tiba hilang karna kemarin gangguan server di riwayat transaksi tidak ada apa apa lapor cs malah aneh jawaban nya,1,1,1,1
"mau masuk aja keluar lagi sendiri gimana ini,, jadi susah sekarang pakay dana","mau masuk aja keluar lagi sendiri gimana ini,, jadi susah sekarang pakay dana",1,1,0,1
"dana cicil masih ada limit 100ribuan lebih mau buat beli kuota karna posisi urgent malah ga bisa kepake tulisannya sedang tidak tersedia, terus chat diana juga percuma ga bantu sama sekali buat kejelasannya. sudah 1bulan nda bsa di pake padahal enak tuh kalo bisa di pake pas lg posisi urgent. aneh emg ini","dana cicil masih ada limit 100ribuan lebih mau buat beli kuota karna posisi urgent malah ga bisa kepake tulisannya sedang tidak tersedia, terus chat diana juga percuma ga bantu sama sekali buat kejelasannya. sudah 1bulan nda bsa di pake padahal enak tuh kalo bisa di pake pas lg posisi urgent. aneh emg ini",2,1,1,1
mahon di koreksi dana saya gak pernah melakukan transaksi apapun tapi uang saya kesedot ini gimana kok kayak yang gak guna padahal dana buat nyimpen uang malah ngabisin uang tanpa ada transaksi apapun,mahon di koreksi dana saya gak pernah melakukan transaksi apapun tapi uang saya kesedot ini gimana kok kayak yang gak guna padahal dana buat nyimpen uang malah ngabisin uang tanpa ada transaksi apapun,1,1,0,1
Update terussss apk satu ini. tak kasih 3 dulu bintang,update terussss apk satu ini. tak kasih 3 dulu bintang,3,0,0,1
"udah siap bayar lunas dana cicil, trus gak bisa di pakek lagi,, buruk buruk, macem gak di bayar aja","udah siap bayar lunas dana cicil, trus gak bisa di pakek lagi,, buruk buruk, macem gak di bayar aja",1,1,0,1
tidak bisa login parah,tidak bisa login parah,1,1,0,1
"bahaya uangku hilang langsung 70 ribu,pdhl hp ku sampe aplikasi nya pake sidik jari,terus kode pin nya juga sulit,lebih hati hati ajaa","bahaya uangku hilang langsung 70 ribu,pdhl hp ku sampe aplikasi nya pake sidik jari,terus kode pin nya juga sulit,lebih hati hati ajaa",2,1,0,1
kenapa fitur DANA CICIL tidak keluar,kenapa fitur dana cicil tidak keluar,1,0,1,0
sering terkendala dan bermasalah,sering terkendala dan bermasalah,1,1,0,1
"kuota streming tolol jdi rugi gw kagak bisa di pakai sama sekali,hangus 50k","kuota streming tolol jdi rugi gw kagak bisa di pakai sama sekali,hangus 50k",1,1,0,1
"Tolong Donk Pihak DANA yang Terhormat, Saya Top Up Game 2x gak Masuk Masuk Di Akun DANA. Ini Gimana Solusinya. Bukan Masalah Nominalnya Tapi Kebijakannya Kok Sering Banget Gak Masuk Uangnya Tapi Saldo Kepotong.","tolong donk pihak dana yang terhormat, saya top up game 2x gak masuk masuk di akun dana. ini gimana solusinya. bukan masalah nominalnya tapi kebijakannya kok sering banget gak masuk uangnya tapi saldo kepotong.",1,1,0,1
"KA knp yah saldo saya ilang tiba"" gitu dan transaksi pun nggk ada",ka knp yah saldo saya ilang tiba gitu dan transaksi pun nggk ada,1,1,0,0
"Gajelas selalu kirim otomatis, dana gajelasssss","gajelas selalu kirim otomatis, dana gajelasssss",1,1,0,1
tolong tambahkan dana cicil ke akun saya kalau tidak saya akan pindah ke akun sebelah,tolong tambahkan dana cicil ke akun saya kalau tidak saya akan pindah ke akun sebelah,3,0,1,1
parah ngirim uang sudah ngurang saldo malah kaga masuk di tujuan,parah ngirim uang sudah ngurang saldo malah kaga masuk di tujuan,1,1,0,1
kenapa saldo bisa hilang tanpa ada transaksi??? ternyata banyak yg saldo hilang dan gak bisa kembali. apakah ini aplikasi penipuan terselubung???,kenapa saldo bisa hilang tanpa ada transaksi??? ternyata banyak yg saldo hilang dan gak bisa kembali. apakah ini aplikasi penipuan terselubung???,1,1,0,1
knpa saldo dana cicil saya tidak bisa di gunakan...,knpa saldo dana cicil saya tidak bisa di gunakan...,2,1,0,0
"aplikasi paling buruk yg pernah ada,, transaksi selalu terjadi tanpa pengetahuan pemilik,, terutama selalu terjadi di youtube setiap ngisi ulang dana banyak selalu saja di potong 61rb,, paling tidak lewati dulu lah dari verifikasi dari hak pemilik,,","aplikasi paling buruk yg pernah ada,, transaksi selalu terjadi tanpa pengetahuan pemilik,, terutama selalu terjadi di youtube setiap ngisi ulang dana banyak selalu saja di potong 61rb,, paling tidak lewati dulu lah dari verifikasi dari hak pemilik,,",1,1,1,1
bayar qris lemot kek anjig,bayar qris lemot kek anjig,1,1,0,1
"Tambah buruk ajh ini dana,masa scan qris sering gagal","tambah buruk ajh ini dana,masa scan qris sering gagal",2,1,0,1
akun sudah premidi suruh upgrade ke premium lagi malah jadi lemot bin lelet,akun sudah premidi suruh upgrade ke premium lagi malah jadi lemot bin lelet,1,1,1,1
g cocok buat top up,g cocok buat top up,1,0,0,1
"Tolong gimna cara nya hapus akun lama,soalnya saya punya akun di hp lama yang hilang di curi, sudah daftar ulang pake kartu baru di hp tapi tetep gak bisa pindah akun premium karna KTP nya terdaftar di akun lama. tolong buat admin kalo bisa blokir akun dana lama saya","tolong gimna cara nya hapus akun lama,soalnya saya punya akun di hp lama yang hilang di curi, sudah daftar ulang pake kartu baru di hp tapi tetep gak bisa pindah akun premium karna ktp nya terdaftar di akun lama. tolong buat admin kalo bisa blokir akun dana lama saya",1,0,1,0
"saya dulu pernah buat akun dana, tapi pakai email yg lama, dan sekarang saya mau buka akun lagi pakai nomer yg sama, tapi gak bisa masuk gara-gara kode email di kirim ke akun yg lama, gimana cara gantinya","saya dulu pernah buat akun dana, tapi pakai email yg lama, dan sekarang saya mau buka akun lagi pakai nomer yg sama, tapi gak bisa masuk gara gara kode email di kirim ke akun yg lama, gimana cara gantinya",2,0,1,0
kenapa gak keluar dana cicilan,kenapa gak keluar dana cicilan,3,0,1,0
"aplikasi tidak jelas, sudah jelas tertera biaya admin 999 rupiah tetapi malah terpotong 2 ribu jangan download tidak worth","aplikasi tidak jelas, sudah jelas tertera biaya admin 999 rupiah tetapi malah terpotong 2 ribu jangan download tidak worth",1,1,0,1
saldo dana gua hilang tiba2 65.000 kenapa sih bisa gini jelek amat jam 11 masih ada eh jam 11.06 udah ilang gth ajah,saldo dana gua hilang tiba2 65.000 kenapa sih bisa gini jelek amat jam 11 masih ada eh jam 11.06 udah ilang gth ajah,1,1,0,1
"aplikasinya kurang ringkas , lebih di bikin simple lg kaya m-banking bca sat set","aplikasinya kurang ringkas , lebih di bikin simple lg kaya m banking bca sat set",2,0,1,1
Sering eror gangguan terus,sering eror gangguan terus,2,1,0,1
kenapa di dana saya tidak ada dana cicil??,kenapa di dana saya tidak ada dana cicil??,2,0,1,0
Aplikasi Dana tidak aman..Saya punya saldo dana lama tidak buka aplikasi dana ehh pas buka tiba2 saldo hilang.padahal saya sama sekali tidak menerima OTP atau menyetujui pemotongan saldo dana,aplikasi dana tidak aman..saya punya saldo dana lama tidak buka aplikasi dana ehh pas buka tiba2 saldo hilang.padahal saya sama sekali tidak menerima otp atau menyetujui pemotongan saldo dana,1,1,0,1
sinyal bagus tapi transaksi lelet amat mau ngecek transaksi terakhir aja susah nya minta ampun saldo masuk pun lama sekali perbaruan saldo nya,sinyal bagus tapi transaksi lelet amat mau ngecek transaksi terakhir aja susah nya minta ampun saldo masuk pun lama sekali perbaruan saldo nya,1,1,0,1
tolong lah kasih fitur dana intans saya udah sering transaksi d dana tiap hari nya,tolong lah kasih fitur dana intans saya udah sering transaksi d dana tiap hari nya,2,0,1,0
13/03/2026 23.25 qr error,13 03 2026 23.25 qr error,1,1,0,0
