content,cleaned_content,score,accuracy,completeness,satisfaction
dana ngga sat set kebanyakan gangguan!,dana ngga sat set kebanyakan gangguan!,1,1,0,1
tolong dong cepat di perbaiki jangn gangguan terus,tolong dong cepat di perbaiki jangn gangguan terus,1,1,0,1
Kenapa sering terjadi nya login ulang,kenapa sering terjadi nya login ulang,1,1,0,1
kenapa menu dana cicil dan dana instant hilang???? terus bagaimana ini mau bayar tagihan???,kenapa menu dana cicil dan dana instant hilang???? terus bagaimana ini mau bayar tagihan???,2,0,1,1
sering gangguan sekarang kek sampah,sering gangguan sekarang kek sampah,1,1,0,1
kenapa iya udh ada dana cicil nya tapi gak bisa di pke aneh kali🙁,kenapa iya udh ada dana cicil nya tapi gak bisa di pke aneh kali,2,1,0,1
sandi nya udah bener tapi tetep aja harus pake no TLP padahal kan no hp nya dah nggk ada pake wajah juga tetep aja nggk bisa d buka,sandi nya udah bener tapi tetep aja harus pake no tlp padahal kan no hp nya dah nggk ada pake wajah juga tetep aja nggk bisa d buka,1,1,1,1
"betul apk dana sekarang aneh, ketika kita menghubungi customer care gk bisa bantu sama sekali yg ada di alihkan ke mana mana","betul apk dana sekarang aneh, ketika kita menghubungi customer care gk bisa bantu sama sekali yg ada di alihkan ke mana mana",1,0,1,1
"top up e-money 50rb di transaksi dana berhasil masuk cuma pas di cek di e-money malah saldo masih kurang dari 50rb gimana si ini dana, padahal udah komplen tapi malah di cuekin","top up e money 50rb di transaksi dana berhasil masuk cuma pas di cek di e money malah saldo masih kurang dari 50rb gimana si ini dana, padahal udah komplen tapi malah di cuekin",2,1,1,1
"abis update Mlah mental"" trus kluar sendiri coba perbaiki lagi",abis update mlah mental trus kluar sendiri coba perbaiki lagi,3,1,0,1
dari dulu pakek dana tapi gak dikasih dana cicil sama dana padahal udh bertahun tahun pakek agek kecewa sama dana ini,dari dulu pakek dana tapi gak dikasih dana cicil sama dana padahal udh bertahun tahun pakek agek kecewa sama dana ini,1,0,1,1
"Aplikasi dana terlalu canggih,mau masuk ke no dana yg lama,terlalu banyak prosedurnya,foto KTP udah,verifikasi wajah udah,no pin udah,eee,ujung_ujungmya kirim otpnya ke no lama,,sedangkan kartu yg lama sudah hilang,tanya Diana,diananya boot","aplikasi dana terlalu canggih,mau masuk ke no dana yg lama,terlalu banyak prosedurnya,foto ktp udah,verifikasi wajah udah,no pin udah,eee,ujung ujungmya kirim otpnya ke no lama,,sedangkan kartu yg lama sudah hilang,tanya diana,diananya boot",1,1,1,1
aplikasi berat banget sampe gabisa login,aplikasi berat banget sampe gabisa login,1,1,0,1
banyak penipuan mengaku dari pihak dana dan saya juga kena kenapa tidak bisa dikembalikan saldonya jadi menyesal nyimpan di dana tiba tiba ada transaksi yang bukan saya yang transaksi,banyak penipuan mengaku dari pihak dana dan saya juga kena kenapa tidak bisa dikembalikan saldonya jadi menyesal nyimpan di dana tiba tiba ada transaksi yang bukan saya yang transaksi,1,1,1,1
mending fitur dana cicil di hapus aja gak guna.baru dapet fitur dana cicil eh gak bisa di pake buat apa mending hapus aja perbanyak ternsakai apk gak guna,mending fitur dana cicil di hapus aja gak guna.baru dapet fitur dana cicil eh gak bisa di pake buat apa mending hapus aja perbanyak ternsakai apk gak guna,1,1,0,1
