content,cleaned_content,score,accuracy,completeness,satisfaction
Kalo gangguan Lama bgt Najis !!!!,kalo gangguan lama bgt najis !!!!,1,1,0,1
"Aneh, masa saya mau ganti nama bisnis tapi gada menu profil toko? tolong pihak DANA memperbaiki bug","aneh, masa saya mau ganti nama bisnis tapi gada menu profil toko? tolong pihak dana memperbaiki bug",3,1,1,1
minta aktifin dana cicil aj gk di proses padahal sy tiap hari pake dana gk jelasss udh gitu klaw kta nanya jawabsnya kg jelas taiii,minta aktifin dana cicil aj gk di proses padahal sy tiap hari pake dana gk jelasss udh gitu klaw kta nanya jawabsnya kg jelas taiii,1,1,1,1
"kenapa si transaksi saya gagal trs, tulisannya sesi anda kadaluarsa memang pelerr","kenapa si transaksi saya gagal trs, tulisannya sesi anda kadaluarsa memang pelerr",3,1,0,1
Maaf byk terpaksa saya hapus aplikasi dana ini. tadinya saya senang dgn aplikasi dana ini. tapi begitu saldo saya hilang saya langsung hapus aplikasinya. ternyata tidak aman aplikasi ini. 🙏,maaf byk terpaksa saya hapus aplikasi dana ini. tadinya saya senang dgn aplikasi dana ini. tapi begitu saldo saya hilang saya langsung hapus aplikasinya. ternyata tidak aman aplikasi ini.,1,1,0,1
aplikasinya kenapa dah?! dari sore mau kirim uang ke temen memuat nggak selesai-selesai.,aplikasinya kenapa dah?! dari sore mau kirim uang ke temen memuat nggak selesai selesai.,2,1,0,1
beri aku dana cicil,beri aku dana cicil,1,0,1,0
barcode aja susah banget dana,barcode aja susah banget dana,1,1,0,1
apa ini pemeriksaan hapus akun dana lama,apa ini pemeriksaan hapus akun dana lama,1,1,0,1
tolong perbaiki bug nya karena pas buka apk tidak bisa ada bug ya soalnya saya butuh banget,tolong perbaiki bug nya karena pas buka apk tidak bisa ada bug ya soalnya saya butuh banget,2,1,0,1
fitur dana cicil ga muncul muncul pedahal syarat sudah terpenuhi semua aneh,fitur dana cicil ga muncul muncul pedahal syarat sudah terpenuhi semua aneh,1,0,1,1
"akun dana bisnis saya tidak bisa melakukan penarikan dan verifikasi mungka tidak terbaca padahal sudah bagus tempat untuk verifikasi nya,wajah tidak terdeteksi terus menerus katanya dan suruh coba lagi,dan juga gagal terus menerus saat update dana bisnis saya verifikasi di tolak","akun dana bisnis saya tidak bisa melakukan penarikan dan verifikasi mungka tidak terbaca padahal sudah bagus tempat untuk verifikasi nya,wajah tidak terdeteksi terus menerus katanya dan suruh coba lagi,dan juga gagal terus menerus saat update dana bisnis saya verifikasi di tolak",2,1,0,1
kena fitur dana+ ga bisa dibuka ya?,kena fitur dana ga bisa dibuka ya?,1,1,0,1
mayan tpi penjagaaanya kurang si,mayan tpi penjagaaanya kurang si,3,0,1,1
sudah hampir 3 tahun saya menggunakan dana tapi tidak pernah dapat fitur dana cicil,sudah hampir 3 tahun saya menggunakan dana tapi tidak pernah dapat fitur dana cicil,2,0,1,1
saldo ku hilang 50 ribu,saldo ku hilang 50 ribu,1,1,0,1
"aplikasi goreng patut,di buka sering stak di logo,,erorrr","aplikasi goreng patut,di buka sering stak di logo,,erorrr",2,1,0,1
