content,cleaned_content,score,accuracy,completeness,satisfaction
Bagus apk nya saya kasih 4 bintang,bagus apk nya saya kasih 4 bintang,3,0,0,0
saldo hilang dan tidak bisa membantu sama sekali,saldo hilang dan tidak bisa membantu sama sekali,1,1,1,1
"kapok banget pake dana😭😭😭 top up e money lewat dana saldo udah kepotong tapi di e money ga ada, hilang gitu aja😭😭😭 ternyata orang-orang juga punya problem yang sama😭😭 tolong lah dibenahi, kita udah susah cari uang, niatnya biar mudah pake aplikasi dana eh malah kena sial, tolong jangan sampe keulang masalah gagal top up ini, bagi kalian itu nominal kecil tapi bagi kami sangat berarti","kapok banget pake dana top up e money lewat dana saldo udah kepotong tapi di e money ga ada, hilang gitu aja ternyata orang orang juga punya problem yang sama tolong lah dibenahi, kita udah susah cari uang, niatnya biar mudah pake aplikasi dana eh malah kena sial, tolong jangan sampe keulang masalah gagal top up ini, bagi kalian itu nominal kecil tapi bagi kami sangat berarti",1,1,0,1
aplikasi kasi dana mulai gak bagus top ap uang 200 ribu dari bnk BCA masuk cuma 100 ribu uang 100 ribu hilang entah kemana isi coken pulsa gagal uang gak kembali 😤,aplikasi kasi dana mulai gak bagus top ap uang 200 ribu dari bnk bca masuk cuma 100 ribu uang 100 ribu hilang entah kemana isi coken pulsa gagal uang gak kembali,1,1,0,1
tida aman uang hilang gada tanggung jawab nya,tida aman uang hilang gada tanggung jawab nya,1,1,1,1
"slow respon banget cs nya, minta bantuan pun dijawabnya full ai, gk sanggup gaji karyawan atau gmn?","slow respon banget cs nya, minta bantuan pun dijawabnya full ai, gk sanggup gaji karyawan atau gmn?",1,0,1,1
"lama menangani masalah, jaringan saya sudah bagus tapi tidak bisa mengirim uang, ada tulisan upgrade pdhl udh di upgrade ke dana premium katanya gagal, TPI pas di klik lagi di bilang dh berhasil, jadi susah untuk mengirim uang.","lama menangani masalah, jaringan saya sudah bagus tapi tidak bisa mengirim uang, ada tulisan upgrade pdhl udh di upgrade ke dana premium katanya gagal, tpi pas di klik lagi di bilang dh berhasil, jadi susah untuk mengirim uang.",2,1,1,1
"gak bisa upgrade ke dana premium, laporan kesana kemari responnya jelek banget bahkan no respon.","gak bisa upgrade ke dana premium, laporan kesana kemari responnya jelek banget bahkan no respon.",2,1,1,1
"lawak 2x pembayaran tanpa sepengatahuan saya, apk ngawur","lawak 2x pembayaran tanpa sepengatahuan saya, apk ngawur",1,1,0,1
"sudah di upgrade masih saja gak bisa di gunakan kirim / di gunakan apapun, perintahnya suruh upgrade mulu","sudah di upgrade masih saja gak bisa di gunakan kirim di gunakan apapun, perintahnya suruh upgrade mulu",3,1,0,1
saldo saya ilang parah dana,saldo saya ilang parah dana,1,1,0,1
aj* gw beli emas 250k kepotong 12k gak ada info samsek,aj gw beli emas 250k kepotong 12k gak ada info samsek,1,1,1,1
customer minta solusi gapernah diproses,customer minta solusi gapernah diproses,1,0,1,1
BALIKIN SALDO DANA GUE WOY SEJAK ADA FITUR PERCEPAT IMPIAN DANA GOALS SAYA TIDAK BISA DI TARIK TOLONG BUAT FITUR RUSAK ITU. DI ILANGIN (DANA+) PERCEPAT IMPIAN NYESEL PAKAI DANA MAKIN KE SINI MAKIN GAK JELAS,balikin saldo dana gue woy sejak ada fitur percepat impian dana goals saya tidak bisa di tarik tolong buat fitur rusak itu. di ilangin dana percepat impian nyesel pakai dana makin ke sini makin gak jelas,1,1,0,1
"hapusss dana cicil, meresahkan","hapusss dana cicil, meresahkan",2,0,0,1
kok makin gini apk dana skrang sering bnget gk bisa di buka.otomatis donload lagi.capek bnget udah 10x lebih.,kok makin gini apk dana skrang sering bnget gk bisa di buka.otomatis donload lagi.capek bnget udah 10x lebih.,2,1,0,1
iini gimana versi udah terbaru update ga pernah telat uang ada di dana kenapa fitur fitur di dana ga bisa ke buka semua bahkan buat tanya tanya ke customer service nya aja ga bisa kebuka gimana ini kasi solusi dong,iini gimana versi udah terbaru update ga pernah telat uang ada di dana kenapa fitur fitur di dana ga bisa ke buka semua bahkan buat tanya tanya ke customer service nya aja ga bisa kebuka gimana ini kasi solusi dong,1,1,1,1
beli kuota kuota gak masuk saldo ilang,beli kuota kuota gak masuk saldo ilang,1,1,0,1
semakin kesini aplikasinya semakin bobrok,semakin kesini aplikasinya semakin bobrok,1,1,0,1
"aplikasi tolol,setip ada saldonya ngelag mulu,gabisa kebuka sialan,giliran kosong lancar lancar aja dibukanya,yg bener dikit napa,nyusahin.","aplikasi tolol,setip ada saldonya ngelag mulu,gabisa kebuka sialan,giliran kosong lancar lancar aja dibukanya,yg bener dikit napa,nyusahin.",1,1,0,1
"aplikasi dana tidak aman buat orang"" hati hati sekarang aplikasi ini tidak aman",aplikasi dana tidak aman buat orang hati hati sekarang aplikasi ini tidak aman,1,0,0,1
mau upgrade malah di bilang KTP editan emang aplikasi gak guna,mau upgrade malah di bilang ktp editan emang aplikasi gak guna,1,1,0,1
ada apa dgn aplikasi dana yah kok GK bisa berfungsi untk top up nya bgtu juga dgn fitur QRIS nya eror tolong di perbaiki lagi agar TDK eror,ada apa dgn aplikasi dana yah kok gk bisa berfungsi untk top up nya bgtu juga dgn fitur qris nya eror tolong di perbaiki lagi agar tdk eror,1,1,0,1
kenapa 2hari ini mau kirim dana ke brizzi tidak bisa yaa? tolong dong,kenapa 2hari ini mau kirim dana ke brizzi tidak bisa yaa? tolong dong,1,1,0,1
aplikasi sering leg saat sedang bertransaksi bintang 1,aplikasi sering leg saat sedang bertransaksi bintang 1,1,1,0,1
ini kenapa dana kok ganguan mohon di perbaikin segera,ini kenapa dana kok ganguan mohon di perbaikin segera,3,1,0,1
saya tidak bisa masuk ke aplikasi rekening dana .karena no rekening sudah tidak aktif.pdhl di dalam rekening terdapat saldonya,saya tidak bisa masuk ke aplikasi rekening dana .karena no rekening sudah tidak aktif.pdhl di dalam rekening terdapat saldonya,1,1,1,1
woy kenapa limit dana cicil gue gak bisa di pake padahal gue udah lunasin dasar apk gak guna,woy kenapa limit dana cicil gue gak bisa di pake padahal gue udah lunasin dasar apk gak guna,1,1,0,1
tolong ini kenapa tidak bisa login ya jaringan internet bagus tapi terpental terus,tolong ini kenapa tidak bisa login ya jaringan internet bagus tapi terpental terus,1,1,0,1
mkin kesini mkin susah masuk,mkin kesini mkin susah masuk,1,1,0,1
saya tidak bisa masuk di akun dana saya... nomor dan email sudah tidak aktif lagi melalui verifikasi wajah tidak masuk juga pihak dana meminta kode otp bagaimana saya tau kode otp sementara nomor dan email tidak aktif lagi huhhh di persulit terus ....,saya tidak bisa masuk di akun dana saya... nomor dan email sudah tidak aktif lagi melalui verifikasi wajah tidak masuk juga pihak dana meminta kode otp bagaimana saya tau kode otp sementara nomor dan email tidak aktif lagi huhhh di persulit terus ....,1,1,1,1
sangat kecewa udh top up malah ngga masuk,sangat kecewa udh top up malah ngga masuk,1,1,0,1
no dana saya tidak bisa masuk harus ada otp padahal verifikasi wajah dan pin sudah ini harus ada otp parah nih dana rekening no dana itu ada uang lagi parah parah kompline tidak dibales bales parah dana,no dana saya tidak bisa masuk harus ada otp padahal verifikasi wajah dan pin sudah ini harus ada otp parah nih dana rekening no dana itu ada uang lagi parah parah kompline tidak dibales bales parah dana,1,1,1,1
ini gimana mau transfer gk bisa. harus update ke dana premium. giliran diklik tulisan sudah upgrade. tpi mau melakukan trnafer tetep gk bisa.,ini gimana mau transfer gk bisa. harus update ke dana premium. giliran diklik tulisan sudah upgrade. tpi mau melakukan trnafer tetep gk bisa.,1,1,0,1
"mau hapus akun dana susahnyaaaa, bantuin min","mau hapus akun dana susahnyaaaa, bantuin min",1,0,1,1
dana tau ajing cicilan udah bayar malah ga bisa dipake setan buat apah punya dana cicil setas,dana tau ajing cicilan udah bayar malah ga bisa dipake setan buat apah punya dana cicil setas,1,1,0,1
