content,cleaned_content,score,accuracy,completeness,satisfaction
ini ko koneksi internet terputus Mulu yah,ini ko koneksi internet terputus mulu yah,1,1,0,0
"saya lama pakai aplikasi dana,, transaksi sudah,, masa tidak ada dana instan,, yg lain ada semua, banyak ketidak adilan dalam aplikasinya... mengecewakan saya","saya lama pakai aplikasi dana,, transaksi sudah,, masa tidak ada dana instan,, yg lain ada semua, banyak ketidak adilan dalam aplikasinya... mengecewakan saya",1,0,1,1
"sangat kecewa sekali, sudah banyak bertransaksi di sini, tapi nggk ada untung nya, mending paket aplikasi lain aja,","sangat kecewa sekali, sudah banyak bertransaksi di sini, tapi nggk ada untung nya, mending paket aplikasi lain aja,",1,0,0,1
kok ga bisa masuk ke akun saya,kok ga bisa masuk ke akun saya,1,1,0,0
dana cicil gue gabisa di pakai keterangan tidak tersedia padahal 2 minggu lalu aman aman aja 😭,dana cicil gue gabisa di pakai keterangan tidak tersedia padahal 2 minggu lalu aman aman aja,3,1,0,0
saya ingin mengganti KTP tetapi selalu tidak bisa,saya ingin mengganti ktp tetapi selalu tidak bisa,3,1,0,0
sering gangguan saat transaksi,sering gangguan saat transaksi,1,1,0,0
halo buatnya admin DANA kenapa setelah saya isi ulang saldo malah ada masalah saya mau mentransfer keluarga jadi terhambat,halo buatnya admin dana kenapa setelah saya isi ulang saldo malah ada masalah saya mau mentransfer keluarga jadi terhambat,3,1,0,1
qris eror . kirim bank eror . hanya bikin jengkel doang,qris eror . kirim bank eror . hanya bikin jengkel doang,1,1,0,1
tidak membantu sama sekali aplikasi ini.,tidak membantu sama sekali aplikasi ini.,1,0,1,1
"maaf saya kasih bintang satu dulu, sayatf dari gopay ke dana bukti sukses tapi ga pernah ada uang masuk ke dana sampe sekarang, tolong perbaiki, saya juga kasih bintang 1 juga ke gopay","maaf saya kasih bintang satu dulu, sayatf dari gopay ke dana bukti sukses tapi ga pernah ada uang masuk ke dana sampe sekarang, tolong perbaiki, saya juga kasih bintang 1 juga ke gopay",1,1,0,1
"update jadi lemot, uang sudah dikirim tapi di aplikasi belum masuk. tertulis koneksi internet terputus. kirim dari bank mobile aja bisa, bukan sinyal tapi aplikasinya jelek.","update jadi lemot, uang sudah dikirim tapi di aplikasi belum masuk. tertulis koneksi internet terputus. kirim dari bank mobile aja bisa, bukan sinyal tapi aplikasinya jelek.",2,1,0,1
sudah pake dana hampir 1 thn lebih transaksi selalu rutin tapi kenapa ga ada cicil sedang kan teman saya tidak transaksi sekali pun muncul dana cicil aplikasi aneh jadi nyesel pake dana sudah saya ajuin fitur dana cicil nunggu 30 hari saya sudah lebih nunggu 1thn anehh,sudah pake dana hampir 1 thn lebih transaksi selalu rutin tapi kenapa ga ada cicil sedang kan teman saya tidak transaksi sekali pun muncul dana cicil aplikasi aneh jadi nyesel pake dana sudah saya ajuin fitur dana cicil nunggu 30 hari saya sudah lebih nunggu 1thn anehh,1,0,1,1
kok gak ada dana cicil,kok gak ada dana cicil,3,0,1,0
