content,cleaned_content,score,accuracy,completeness,satisfaction
ini kenapa sering gak bisa di gunakan utk transaksi?? mulai payah ini,ini kenapa sering gak bisa di gunakan utk transaksi?? mulai payah ini,1,1,0,1
lumayan lah bagus menurut saya,lumayan lah bagus menurut saya,3,0,0,0
kok dana cicil ku gak muncul ya,kok dana cicil ku gak muncul ya,1,0,1,0
kok gak bisa menarik uang,kok gak bisa menarik uang,3,1,0,0
dana eror sudah kepotong tp tidak terkirim dan tidak ada detail aktifitas terkirim,dana eror sudah kepotong tp tidak terkirim dan tidak ada detail aktifitas terkirim,3,1,0,1
saldo saya berkurang karena transaksi yang bukan saya lakukan. Saya rasa dana kurang aman untuk digunakan saat ini,saldo saya berkurang karena transaksi yang bukan saya lakukan. saya rasa dana kurang aman untuk digunakan saat ini,1,1,0,1
Aplikasi Busuk yg pernah saya pakai! TRANSFER 10 RIBU aja pending. Status di sistem aplikasi dalam proses. Tanya ke CS Bot transaksi sukses katanya. Padahal belum masuk di shopeepaynya. Dana busuk kalah sama shopeepay.,aplikasi busuk yg pernah saya pakai! transfer 10 ribu aja pending. status di sistem aplikasi dalam proses. tanya ke cs bot transaksi sukses katanya. padahal belum masuk di shopeepaynya. dana busuk kalah sama shopeepay.,1,1,1,1
"bahaya ini aplikasi, dana tdak sesuai transaksi. uang 600.000 ku lenyap dak ada kejelasan","bahaya ini aplikasi, dana tdak sesuai transaksi. uang 600.000 ku lenyap dak ada kejelasan",1,1,0,1
kenapa limit dana cicil saya tidak berlaku pdhl ad limitnya mohon bantuan ny,kenapa limit dana cicil saya tidak berlaku pdhl ad limitnya mohon bantuan ny,3,1,0,0
kenapa sering terjadi gagal bayar pakai qris,kenapa sering terjadi gagal bayar pakai qris,3,1,0,0
"Apk dana makin kesini makin stress , dh sering eror , skalinya mau ngirim pake QR gangguanya lama bnget , sudah gampang banget di bobol orang pula, dh 3kali saldo ku lenyap GK jelas d colong org ,. di perbaiki bukanya bener malah sableng 👎","apk dana makin kesini makin stress , dh sering eror , skalinya mau ngirim pake qr gangguanya lama bnget , sudah gampang banget di bobol orang pula, dh 3kali saldo ku lenyap gk jelas d colong org ,. di perbaiki bukanya bener malah sableng",1,1,0,1
"fitur dana cicil tidak bisa pakai terus ,padahal trnsaksi sering ,makin parah makin buruk","fitur dana cicil tidak bisa pakai terus ,padahal trnsaksi sering ,makin parah makin buruk",2,1,0,1
"kecewa gw, baru isi dana tiba tiba ada transaksi otomatis anhe","kecewa gw, baru isi dana tiba tiba ada transaksi otomatis anhe",1,1,0,1
"Banyakk Scam dan saya kena tipu,,pihak dana nya slow responnn","banyakk scam dan saya kena tipu,,pihak dana nya slow responnn",1,0,1,1
Hati-hati pakai dana uang terkuras habis semakin parah dana ini sangat kecewa pakai dana,hati hati pakai dana uang terkuras habis semakin parah dana ini sangat kecewa pakai dana,1,1,0,1
mau gunakan dana cicil sellau gabisa padahal limit ada,mau gunakan dana cicil sellau gabisa padahal limit ada,3,1,0,0
selalu ngga bisa gunakan fitur transaksi,selalu ngga bisa gunakan fitur transaksi,1,1,0,0
"knpa sayang login tidak bisa, padahal saya sudah vervi wajah tapi tetap tidak bisa","knpa sayang login tidak bisa, padahal saya sudah vervi wajah tapi tetap tidak bisa",1,1,0,0
sering banget gangguan tapi keamanan nya bintang 1 alias cacat,sering banget gangguan tapi keamanan nya bintang 1 alias cacat,1,1,0,1
dana nggak bisa Qris udah di coba 30 kali juga gaak bisa,dana nggak bisa qris udah di coba 30 kali juga gaak bisa,1,1,0,1
susah x ganti no dana.. no lama sdah tidak aktif lemah x sistem di dana ini.. smua bot.. kalau kehilangan pun susah mnta ganti dsini,susah x ganti no dana.. no lama sdah tidak aktif lemah x sistem di dana ini.. smua bot.. kalau kehilangan pun susah mnta ganti dsini,1,1,1,1
"jadi sering ngebug, stuck di logo doang.. itu kenapa ya? jadi sedikit kecewa sih, udah uninstall lalu kemudian didownload ulang kadang hanya bisa sebentar saja bisa buka apknya, sehari dua hari kemudian stuck dan mentok di logo awal 😣","jadi sering ngebug, stuck di logo doang.. itu kenapa ya? jadi sedikit kecewa sih, udah uninstall lalu kemudian didownload ulang kadang hanya bisa sebentar saja bisa buka apknya, sehari dua hari kemudian stuck dan mentok di logo awal",3,1,0,1
sering eror payah apk dana,sering eror payah apk dana,1,1,0,1
"dana ini gimana si, saldo saya hilang lo halooo mohon tanggung jawabnya ini","dana ini gimana si, saldo saya hilang lo halooo mohon tanggung jawabnya ini",1,1,0,1
"gangguan mulu, saya mau bertransaksi ini","gangguan mulu, saya mau bertransaksi ini",2,1,0,1
sangat buruk pelayanan nya,sangat buruk pelayanan nya,1,0,1,1
jelekkk ga ada konfrmasi tiba tiba lgsung ilg sndiri uang ddlm g worth it,jelekkk ga ada konfrmasi tiba tiba lgsung ilg sndiri uang ddlm g worth it,1,1,0,1
":Aga kecewa Ajh ama Aplikasi Dana Masa Dana Saya Ga Ada Dana cicil Dari Duluuuu,,!","aga kecewa ajh ama aplikasi dana masa dana saya ga ada dana cicil dari duluuuu,,!",2,0,1,1
pinjaman dana aktifkan lagi,pinjaman dana aktifkan lagi,1,0,1,0
"hati hati yang mau pake apk ini , pikir2 dulu, kemarin saldo gua hilang 200 ga ada tanggung jawabnya, dan malam ini tgl 23/01/2026 gua beli kuota dari jam 6sore sampai jam 12 malam blm masuk masuk","hati hati yang mau pake apk ini , pikir2 dulu, kemarin saldo gua hilang 200 ga ada tanggung jawabnya, dan malam ini tgl 23 01 2026 gua beli kuota dari jam 6sore sampai jam 12 malam blm masuk masuk",1,1,0,1
gw udah top up barusan ga masuk gimana nih na dana,gw udah top up barusan ga masuk gimana nih na dana,2,1,0,1
"saya TF uang dari BRI mobile banking k dana 56.000, di dana aktifitasi tertulis dana sudah masuk k akun dana tapi di jumlh saldo tidak ada tertulis uang 56k nya bagaimana ini dana ?","saya tf uang dari bri mobile banking k dana 56.000, di dana aktifitasi tertulis dana sudah masuk k akun dana tapi di jumlh saldo tidak ada tertulis uang 56k nya bagaimana ini dana ?",3,1,0,1
aplikasi jelek masa uang di dalam sering hilang,aplikasi jelek masa uang di dalam sering hilang,1,1,0,1
"sering terjadi eror untuk transaksi, saldo sudah terkuras namun belum terkirim","sering terjadi eror untuk transaksi, saldo sudah terkuras namun belum terkirim",3,1,0,1
"sistem terlalu lama maintenance nya, aplikasi kurang profesional untuk sistem pemeliharaan nya, padahal brand besar tapi tidak meningkatkan server nya, mau pindah ke wallet lain aja gak rekom untuk trx besar buang2 waktu aja.","sistem terlalu lama maintenance nya, aplikasi kurang profesional untuk sistem pemeliharaan nya, padahal brand besar tapi tidak meningkatkan server nya, mau pindah ke wallet lain aja gak rekom untuk trx besar buang2 waktu aja.",1,1,0,1
gangguan dana nya lama amat mau transaksi gak bisa,gangguan dana nya lama amat mau transaksi gak bisa,1,1,0,1
"saya sarankan mulai dari Skrang tinggal apk dana ini karena bahaya. ade saya nyimpan uang di apk dana tiba tiba hilang sebesar 2,4 juta tinggal kan . sebelum anda jadi korban .","saya sarankan mulai dari skrang tinggal apk dana ini karena bahaya. ade saya nyimpan uang di apk dana tiba tiba hilang sebesar 2,4 juta tinggal kan . sebelum anda jadi korban .",1,1,0,1
tidak bisa isi ulang pulsa saat tengah malam,tidak bisa isi ulang pulsa saat tengah malam,1,1,0,0
"apalah bayar cepet di bekuin gk di bayar di bekuin juga, eh yg penting mah ya kita ini bayar tepat waktu atau sebelum jatuh tempo","apalah bayar cepet di bekuin gk di bayar di bekuin juga, eh yg penting mah ya kita ini bayar tepat waktu atau sebelum jatuh tempo",1,1,0,1
gangguan apa ini dana saldo gak masuk,gangguan apa ini dana saldo gak masuk,1,1,0,1
aplikasi busuk gak muncul dana cicilnya,aplikasi busuk gak muncul dana cicilnya,1,0,1,1
aplikasi sering terhenti dan tidak bisa masuk,aplikasi sering terhenti dan tidak bisa masuk,3,1,0,0
di tempat top up berhasil tapi sampai sekarang saldo ku blm masuk,di tempat top up berhasil tapi sampai sekarang saldo ku blm masuk,1,1,0,0
"Gak bisa di downlod,payah","gak bisa di downlod,payah",1,1,0,1
kok ngak ada dana cicilnya,kok ngak ada dana cicilnya,1,0,1,0
nomor hp hilang bisa masuk akun dana gak,nomor hp hilang bisa masuk akun dana gak,2,0,0,0
aplikasih ini sangatlah amanah👍,aplikasih ini sangatlah amanah,3,0,0,0
knp dia saat saya masuk akun dana kembali sendiri,knp dia saat saya masuk akun dana kembali sendiri,1,1,0,0
"pertama kali nyesel menggunakan aplikasi dana karena ketipu pas mengajukan pengaduan tidak menghasilkan apa apa, kecewa si kasian yang kena tipu selain aku tapi dari pihak dana nya malah tidak bisa membantu, padahal kalo langsung melapor ngasih bukti seharusnya bisa melacak yang nipu dan bisa membekukan rekening tapi ini tidak, sayang sekali uang aku jadinya ilang deh sedih campur aduk jadi trauma.","pertama kali nyesel menggunakan aplikasi dana karena ketipu pas mengajukan pengaduan tidak menghasilkan apa apa, kecewa si kasian yang kena tipu selain aku tapi dari pihak dana nya malah tidak bisa membantu, padahal kalo langsung melapor ngasih bukti seharusnya bisa melacak yang nipu dan bisa membekukan rekening tapi ini tidak, sayang sekali uang aku jadinya ilang deh sedih campur aduk jadi trauma.",1,0,1,1
kenapa qris dana bisnis saya belum jadi sudah nunggu 2minggu pun belum jadi juga kecewa,kenapa qris dana bisnis saya belum jadi sudah nunggu 2minggu pun belum jadi juga kecewa,3,1,0,1
