content,cleaned_content,score,accuracy,completeness,satisfaction
Dana tidak aman kalo nyimpen uang ..sudah beberapa kali kena colong dasa apk tolol,dana tidak aman kalo nyimpen uang ..sudah beberapa kali kena colong dasa apk tolol,1,1,0,1
"apk payah, masa transaksi sampe 20 juta, belum juga dapet fitur dana cicil padahal akun saya sudah premium transaksi juga bagus, gak ada cicilan sama sekali, rasanya gak adil, apk macam apa ini. mending ganti deh apk laen","apk payah, masa transaksi sampe 20 juta, belum juga dapet fitur dana cicil padahal akun saya sudah premium transaksi juga bagus, gak ada cicilan sama sekali, rasanya gak adil, apk macam apa ini. mending ganti deh apk laen",1,0,1,1
"akun lama no nya hilang,gimana cara buat pindahin saldo yg masih di akun lama?","akun lama no nya hilang,gimana cara buat pindahin saldo yg masih di akun lama?",1,0,0,0
saldo transaksi hilang entah kemana.,saldo transaksi hilang entah kemana.,2,1,0,1
3 tahun pakai DANA limit kecil 200 ribu saja payah parah padahal sudah di pakai terus setiap hari...uninstall aja deh aplikasinya...bohong aja kalian bilang limit 20 juta..200 ribu 3 tahun woy,3 tahun pakai dana limit kecil 200 ribu saja payah parah padahal sudah di pakai terus setiap hari...uninstall aja deh aplikasinya...bohong aja kalian bilang limit 20 juta..200 ribu 3 tahun woy,1,0,1,1
"gk jelas dana ini, dana cicil telat 3 hari udh lunas gak bsa di pake","gk jelas dana ini, dana cicil telat 3 hari udh lunas gak bsa di pake",1,1,0,1
"kasih bintang 2, udh mulai gak enak pake nya, isi saldo aja kena admin dari aplikasi, blm lagi di luar aplikasi admin nya","kasih bintang 2, udh mulai gak enak pake nya, isi saldo aja kena admin dari aplikasi, blm lagi di luar aplikasi admin nya",2,0,0,1
"update berulang-ulang kali tapi kenapa sampai saat ini saya tidak mendapatkan fitur dana cicil dan dana instan sementara saya selalu aktif bertransaksi menggunakan dana,,akun saya sudah premium serta saya tidak punya pinjaman yg gagal bayar dan tidak bisa terhubung ke operator live CS nya. gk jelas..tolong solusinya bukan janji","update berulang ulang kali tapi kenapa sampai saat ini saya tidak mendapatkan fitur dana cicil dan dana instan sementara saya selalu aktif bertransaksi menggunakan dana,,akun saya sudah premium serta saya tidak punya pinjaman yg gagal bayar dan tidak bisa terhubung ke operator live cs nya. gk jelas..tolong solusinya bukan janji",1,0,1,1
dana cicil tidak bisa terus padhal sudah akun premium. buruk sekali !!!!,dana cicil tidak bisa terus padhal sudah akun premium. buruk sekali !!!!,1,1,0,1
beli voucher indomaret di deals tapi gak motong ..rugi 20k beli voucher,beli voucher indomaret di deals tapi gak motong ..rugi 20k beli voucher,1,1,0,1
"tolong dong saldo saya dimasukan, masa di riwayat transaksi berhasil tapi saldo saya tidak bertambah","tolong dong saldo saya dimasukan, masa di riwayat transaksi berhasil tapi saldo saya tidak bertambah",1,1,0,1
kenapa dana cicil saya di tolak,kenapa dana cicil saya di tolak,3,0,0,0
"tolong diperbaiki, untuk pembayaran Qris sering transaksi gagal","tolong diperbaiki, untuk pembayaran qris sering transaksi gagal",3,1,0,1
