content,cleaned_content,score,accuracy,completeness,satisfaction
saya masih kurang suka dengan fitur dana cicil nya yang ga bisa di gunakan,saya masih kurang suka dengan fitur dana cicil nya yang ga bisa di gunakan,3,1,0,1
tagihan dana cicil saya hilang mohon perbaiki karna saya mau membayar tagihan saya,tagihan dana cicil saya hilang mohon perbaiki karna saya mau membayar tagihan saya,2,1,0,0
"uang gue ilang 300k cuk fa tau kenapa uang masum belum kepake langsung ilang, mutasi uang keluarnya ga ada cuman ada uang masuk","uang gue ilang 300k cuk fa tau kenapa uang masum belum kepake langsung ilang, mutasi uang keluarnya ga ada cuman ada uang masuk",3,1,0,1
aneh stuck di transaksi pembayaran mulu,aneh stuck di transaksi pembayaran mulu,1,1,0,1
klo pencet lupa pin suka lelett,klo pencet lupa pin suka lelett,3,1,0,1
"woi kenapa ini sudah top up , saldo masih kosong","woi kenapa ini sudah top up , saldo masih kosong",1,1,0,1
"Dana kok penjualan emas saya saldo dana tidak masuk, saldo emas berkurang, tapi tidak ada transaksi di bagian riwayat transaksi emas","dana kok penjualan emas saya saldo dana tidak masuk, saldo emas berkurang, tapi tidak ada transaksi di bagian riwayat transaksi emas",1,1,0,1
Setelah di update malah ng bug,setelah di update malah ng bug,1,1,0,1
sayang fitur dana cicily belum aktif.lama sekali padahl sering bertranksasi di dana,sayang fitur dana cicily belum aktif.lama sekali padahl sering bertranksasi di dana,3,0,1,1
dana cicil sdh tidak bisa digunakan lagi. parah ni aplikasi,dana cicil sdh tidak bisa digunakan lagi. parah ni aplikasi,3,1,0,1
ini ndak bisa-bisa aku daftar macam mana ini,ini ndak bisa bisa aku daftar macam mana ini,1,1,0,1
"maaf ya admin dana saya kasih bintang 1 dulu nih, saya kan top up DM ML. 450 diamond (408 + 48) bonus, tpi kok yg masuk ke akun mlbb saya cuma 450 aja. tolong ya admin secepat nya di perhatikan, soalnya saya udh rugi nihh","maaf ya admin dana saya kasih bintang 1 dulu nih, saya kan top up dm ml. 450 diamond 408 48 bonus, tpi kok yg masuk ke akun mlbb saya cuma 450 aja. tolong ya admin secepat nya di perhatikan, soalnya saya udh rugi nihh",1,1,0,1
