content,cleaned_content,score,accuracy,completeness,satisfaction
apa²an ini dana. masa ada transaksi yg GK di kenal tanpa pin uang saya bisa kesedot? apa guna nya pin itu jika tiba² saldo dana saya terpotong untuk transaksi yg GK di kenal.tolong di perbaiki,apa an ini dana. masa ada transaksi yg gk di kenal tanpa pin uang saya bisa kesedot? apa guna nya pin itu jika tiba saldo dana saya terpotong untuk transaksi yg gk di kenal.tolong di perbaiki,1,1,0,1
tolong dibantu kk..tidak bisa login.terimakasih kk.,tolong dibantu kk..tidak bisa login.terimakasih kk.,1,1,0,0
"tiba tiba dana kesedot 49 rb, tanpa verifikasi, udh sering kayak gini, padahal dicek di google ga ada langganan apapun, tidak ada itikad untuk pengembalian dana, sudah di kasih bukti bahwa tidak ada pembayaran tetap saja tidak bisa di refund, padahal sangat butuh uangnya untuk kebutuhan sehari hari, sangat mengecewakan","tiba tiba dana kesedot 49 rb, tanpa verifikasi, udh sering kayak gini, padahal dicek di google ga ada langganan apapun, tidak ada itikad untuk pengembalian dana, sudah di kasih bukti bahwa tidak ada pembayaran tetap saja tidak bisa di refund, padahal sangat butuh uangnya untuk kebutuhan sehari hari, sangat mengecewakan",1,1,1,1
mau bikin dana premium malah ktp anda telah di edit padahal itu no nik baru dari capil tolollll....,mau bikin dana premium malah ktp anda telah di edit padahal itu no nik baru dari capil tolollll....,1,1,0,1
"Uang saya tersedot ghaib secara tiba2 83.000 padahal tidak merasa berlangganan sama sekali. bahkan di history google saya check berulang kali tetap sama saja tidak ada jejak. refund pun tidak bisa, udah merasa ga aman di aplikasi ini. ty for almost 12th. Saya tidak percaya lagi keamanan data disini","uang saya tersedot ghaib secara tiba2 83.000 padahal tidak merasa berlangganan sama sekali. bahkan di history google saya check berulang kali tetap sama saja tidak ada jejak. refund pun tidak bisa, udah merasa ga aman di aplikasi ini. ty for almost 12th. saya tidak percaya lagi keamanan data disini",1,1,0,1
belum dikasih dana cicil jadi saya kasih bintang 3 aja.semoga sehabis ini dana cicil nya muncul,belum dikasih dana cicil jadi saya kasih bintang 3 aja.semoga sehabis ini dana cicil nya muncul,3,0,1,1
mengapa susah sekali klo untuk upgrade ke dana premium,mengapa susah sekali klo untuk upgrade ke dana premium,3,1,1,1
"saldo saya hilang tiba"" ada pembayaran ke lazada bnyk jg kejadian teman"" saya tingkat ke aman nol sangat tidak di recommended",saldo saya hilang tiba ada pembayaran ke lazada bnyk jg kejadian teman saya tingkat ke aman nol sangat tidak di recommended,1,1,0,1
udh berapa tahun pake dana ga ada fitur dana cicil,udh berapa tahun pake dana ga ada fitur dana cicil,1,0,1,1
"sudah masukkan nomor dan pin, di minta kode otpnya lewat email, setelah aku cek email ku gak ada kode otpnya atau pesan dari dana, ini gimana sih sedangkan aku coba pake nomor lain/akun lain malah lebih gampang lewat via WhatsApp kode otpnya, balikin akunku perbaiki kode otp via emailnya, udah nunggu lama gak dapet² kode otp via email","sudah masukkan nomor dan pin, di minta kode otpnya lewat email, setelah aku cek email ku gak ada kode otpnya atau pesan dari dana, ini gimana sih sedangkan aku coba pake nomor lain akun lain malah lebih gampang lewat via whatsapp kode otpnya, balikin akunku perbaiki kode otp via emailnya, udah nunggu lama gak dapet kode otp via email",1,1,0,1
