content,cleaned_content,score,accuracy,completeness,satisfaction
"dikit""mangirim,sedang perbaikan, trs tolong untuk dana slalu kyk gini, lama2 muak orng pakai dana pyh sekrng","dikit mangirim,sedang perbaikan, trs tolong untuk dana slalu kyk gini, lama2 muak orng pakai dana pyh sekrng",1,1,0,1
"saya transfer uang tapi pending hampir 1 hari,pas dicek lagi status transaksi sudah berhasil tapi saldo tidak masuk ke rekening penerima. mohon untuk segera di perbaiki lagi","saya transfer uang tapi pending hampir 1 hari,pas dicek lagi status transaksi sudah berhasil tapi saldo tidak masuk ke rekening penerima. mohon untuk segera di perbaiki lagi",1,1,0,0
"dana kontooollll, sering ganguan, transaksi susah lamaaa","dana kontooollll, sering ganguan, transaksi susah lamaaa",1,1,0,1
kenapa dana trouble terus sekarang banyak gangguan nya,kenapa dana trouble terus sekarang banyak gangguan nya,1,1,0,1
eror mulu kalo mau transaksi,eror mulu kalo mau transaksi,1,1,0,1
"Aplikasi paling banyak gangguan , transaksi ribet susah delay","aplikasi paling banyak gangguan , transaksi ribet susah delay",1,1,0,1
"bagai mana ini punya ku di bekukan padahal saya minta aktifkan sdh lama,, yg sedikit saja mau dia ambil hati2 cukup aku yg jdi korbann,, punya akun dana tpi ga bisa di gunakan,,, sangat di persulitnya","bagai mana ini punya ku di bekukan padahal saya minta aktifkan sdh lama,, yg sedikit saja mau dia ambil hati2 cukup aku yg jdi korbann,, punya akun dana tpi ga bisa di gunakan,,, sangat di persulitnya",2,1,1,1
"penarikan dana di dana bisnis lama, harus di jam 5 di hari berikutnya jika dari rekening berbeda jadi kalau yang perlu cepat tidak bisa","penarikan dana di dana bisnis lama, harus di jam 5 di hari berikutnya jika dari rekening berbeda jadi kalau yang perlu cepat tidak bisa",1,1,1,1
gk bisa di buka dana dah tlol,gk bisa di buka dana dah tlol,1,1,0,1
Berhadiah dana uang permainan,berhadiah dana uang permainan,3,0,0,0
ka mau login dna tpi no udah ngga aktif ko minta kode otp trus,ka mau login dna tpi no udah ngga aktif ko minta kode otp trus,1,1,1,0
knp gak bisa QR,knp gak bisa qr,1,1,0,0
