content,cleaned_content,score,accuracy,completeness,satisfaction
ngg bisa ke buka aplikasinya,ngg bisa ke buka aplikasinya,1,1,0,0
ngga bisa aktifin dana cicil,ngga bisa aktifin dana cicil,1,1,0,0
"kenapa pada saat login diminta kode otp sih,padahal kan sudah verifikasi wajah,biasnya juga langsung masuk,mana nomor hp nya sudah tidak aktif","kenapa pada saat login diminta kode otp sih,padahal kan sudah verifikasi wajah,biasnya juga langsung masuk,mana nomor hp nya sudah tidak aktif",1,1,0,0
"sampai saat ini Dana Paylater tidak muncul di Akun Saya,","sampai saat ini dana paylater tidak muncul di akun saya,",2,0,1,0
pelayanan buruk akun saya tidak bisa bertransaksi sudah di chat berkali kali tidak ada jawaban,pelayanan buruk akun saya tidak bisa bertransaksi sudah di chat berkali kali tidak ada jawaban,1,1,0,1
aku kecewa uang goyang gak amanah pokonya kecewa,aku kecewa uang goyang gak amanah pokonya kecewa,2,1,0,1
pliss udah upgrade premium tapi masih aja sulit dipakai transaksi huuuufttt,pliss udah upgrade premium tapi masih aja sulit dipakai transaksi huuuufttt,3,1,0,1
sudah masukin pin dan verikasi wajah kenapa harus ada kode otp.nya ?? sedang kan nomor yang digunakan sudah tidak aktif mohon diperbaiki kembali,sudah masukin pin dan verikasi wajah kenapa harus ada kode otp.nya ?? sedang kan nomor yang digunakan sudah tidak aktif mohon diperbaiki kembali,2,1,0,0
saya habis di transfer tapi saldo gak masuk padahal nomor udah benar ini gimana ini lagi trobel apa gimana,saya habis di transfer tapi saldo gak masuk padahal nomor udah benar ini gimana ini lagi trobel apa gimana,1,1,0,0
"apk heng, pertama beli kuota disni gagal ada masalah jaringan katanya, ku ulang juga sama aja, akhirnya ketiga kalinya bisa, eh ga lama yang gagal tadi malah kebeli, jadi kebeli kuota 3x buat apaaa kocak","apk heng, pertama beli kuota disni gagal ada masalah jaringan katanya, ku ulang juga sama aja, akhirnya ketiga kalinya bisa, eh ga lama yang gagal tadi malah kebeli, jadi kebeli kuota 3x buat apaaa kocak",1,1,0,1
"gak guna bgt diana, merchant ga nerima pembayaran tp limit gua tetep terpotong dan ga balik!!!!!","gak guna bgt diana, merchant ga nerima pembayaran tp limit gua tetep terpotong dan ga balik!!!!!",1,1,0,1
tolong batalkan pengiriman dana,tolong batalkan pengiriman dana,1,0,0,0
"kenapa tidak bisa buka riwayat tranksaksi,tidak bisa buka isi saldo,tidak bisa buka dana cicil","kenapa tidak bisa buka riwayat tranksaksi,tidak bisa buka isi saldo,tidak bisa buka dana cicil",2,1,0,0
kenapa saya tidak bisa menerima kode otp,kenapa saya tidak bisa menerima kode otp,3,1,0,0
kenapa proses mengaktifkan dana cicil nya lama kali,kenapa proses mengaktifkan dana cicil nya lama kali,1,1,0,0
"Terpaksa saya adukan disini, hubungi via aplikasi dana dibalas ai yang template banget jawabannya dan tidak membantu sama sekali! Sekarang Rekan Dana tidak bisa dipakai selalu muncul ""system sedang sibuk"" tapi untuk kirim dana biasa normal. Sudah berhari-hari bahkan mungkin lebih dari satu minggu tidak ada solusi. Tolong hapus saja tuh bantuan ai gak bermanfaat sama sekali. Harusnya jika ai tidak bisa ngasih solusi hubungkan ke cs (manusia asli). Ini muter-muter dikasih jawaban yang sama!","terpaksa saya adukan disini, hubungi via aplikasi dana dibalas ai yang template banget jawabannya dan tidak membantu sama sekali! sekarang rekan dana tidak bisa dipakai selalu muncul system sedang sibuk tapi untuk kirim dana biasa normal. sudah berhari hari bahkan mungkin lebih dari satu minggu tidak ada solusi. tolong hapus saja tuh bantuan ai gak bermanfaat sama sekali. harusnya jika ai tidak bisa ngasih solusi hubungkan ke cs manusia asli . ini muter muter dikasih jawaban yang sama!",1,1,1,1
uang saya 2jt 350rb hilang d dana wah parah ni dana,uang saya 2jt 350rb hilang d dana wah parah ni dana,1,1,0,1
"dana bisnis kenapa gak bisa di tarik, gagal trs","dana bisnis kenapa gak bisa di tarik, gagal trs",1,1,0,0
"apaasihhhh udah d upgrade ke premium knpa.masihhh gbisa tf,pdhal udah d updatee jugaaa","apaasihhhh udah d upgrade ke premium knpa.masihhh gbisa tf,pdhal udah d updatee jugaaa",3,1,0,1
status dokumen lagi di cek. dah 3 tahun di cek gak kelar kelar wkwkwk,status dokumen lagi di cek. dah 3 tahun di cek gak kelar kelar wkwkwk,1,1,0,1
"Halo , maaf sebelumnya aplikasi dipakai lancar2 aja tidak ada kendala. Hari ini tiba² ada notif memperbarui data. Kalo tidak diperbarui aplikasi tidak bisa digunakan. Waktu mau diperbarui soal status pekerjaan saya isi ibu rumahtangga. Tapi kok tetep wajib disuruh ngisi pendapatan tahunan ya? Padahal Ibu rumahtangga tidak mendapatkan gaji. Kalo dikosongi pendapatan tahunan tidak bisa diperbaharui.","halo , maaf sebelumnya aplikasi dipakai lancar2 aja tidak ada kendala. hari ini tiba ada notif memperbarui data. kalo tidak diperbarui aplikasi tidak bisa digunakan. waktu mau diperbarui soal status pekerjaan saya isi ibu rumahtangga. tapi kok tetep wajib disuruh ngisi pendapatan tahunan ya? padahal ibu rumahtangga tidak mendapatkan gaji. kalo dikosongi pendapatan tahunan tidak bisa diperbaharui.",1,1,0,0
banyak erornya ga relate,banyak erornya ga relate,1,1,0,1
"aplikasi duit paling jelek,paling bobrok,duit suka hilang,jangan di download dah.. mending pake gopay","aplikasi duit paling jelek,paling bobrok,duit suka hilang,jangan di download dah.. mending pake gopay",1,1,0,1
dana sekarang sering error top up tidak masuk masuk gimana ini dana,dana sekarang sering error top up tidak masuk masuk gimana ini dana,1,1,0,0
"saldo hilang tanpa ada bukti transaksi, sangat buruk sekali apk ni","saldo hilang tanpa ada bukti transaksi, sangat buruk sekali apk ni",1,1,0,1
"temen ku tf ke rek aku, eh malah ga masuk, gimana sih","temen ku tf ke rek aku, eh malah ga masuk, gimana sih",1,1,0,1
uang saya 2.601.000 belum masuk woi mana,uang saya 2.601.000 belum masuk woi mana,1,1,0,1
"sangat buruk... transaksi selalu bermasalah... koneksi internet lancar, ganti ke wifi juga sudah tapi tetap saja mau transaksi tidak bisa baik kirim langsung atau lewat QR juga tidak bisa..","sangat buruk... transaksi selalu bermasalah... koneksi internet lancar, ganti ke wifi juga sudah tapi tetap saja mau transaksi tidak bisa baik kirim langsung atau lewat qr juga tidak bisa..",3,1,0,1
tidak bertanggungjawab dan penipuan,tidak bertanggungjawab dan penipuan,1,1,0,1
nyesel gua donload aplikasi dana no gua ilang udah kaga aktif pas mau log in malah suruh varivikasi lewat wa atau sms padahal gua udah pindai wajah gua sendiri ini aplikasi ngeribetin,nyesel gua donload aplikasi dana no gua ilang udah kaga aktif pas mau log in malah suruh varivikasi lewat wa atau sms padahal gua udah pindai wajah gua sendiri ini aplikasi ngeribetin,1,1,0,1
aplikasi ga jelas rampok uang saya ! mau masuk ke akun lama juga susahnya minta ampun padahal simpel bisa lewat email kode otpnya ini ga bisa sama sekali pemindahan akun juga ga bisa padahal ada uang gw KTP real punya saya ga jelas lu aplikasi taiii !!!!!,aplikasi ga jelas rampok uang saya ! mau masuk ke akun lama juga susahnya minta ampun padahal simpel bisa lewat email kode otpnya ini ga bisa sama sekali pemindahan akun juga ga bisa padahal ada uang gw ktp real punya saya ga jelas lu aplikasi taiii !!!!!,1,1,0,1
"duit gue ilang 19 rebu di sini, kan gue anak kos kosan jadinya rugi","duit gue ilang 19 rebu di sini, kan gue anak kos kosan jadinya rugi",1,1,0,1
"limit dana cicil ada, kenapa pas di gunakan malah tidak berlaku, payah, ga ada solusi dari diana juga","limit dana cicil ada, kenapa pas di gunakan malah tidak berlaku, payah, ga ada solusi dari diana juga",1,1,0,1
ada sedikit kendala tentang dana cicil nya Pdahal udh lunasin,ada sedikit kendala tentang dana cicil nya pdahal udh lunasin,1,1,0,0
"Topup ke Flazz 50K gagal, saldo refund 14 Hari kerja. Topup ke bca 300K gagal gatau refundnya kapan kalo ga siap jadi pelopor ""Dana"" gausa bikin aplikasi","topup ke flazz 50k gagal, saldo refund 14 hari kerja. topup ke bca 300k gagal gatau refundnya kapan kalo ga siap jadi pelopor dana gausa bikin aplikasi",1,1,0,1
pdhl mau kirim eh ada gangguan,pdhl mau kirim eh ada gangguan,2,1,0,0
"Jangan suka bgni dong dana,delai gajls,kalo emang gagal ya gagal, berhasil ya berhasil,saldo terpotong tp gaada riwayat nya gmna??? tolong diperbaiki jangan merugikan orang!!!","jangan suka bgni dong dana,delai gajls,kalo emang gagal ya gagal, berhasil ya berhasil,saldo terpotong tp gaada riwayat nya gmna??? tolong diperbaiki jangan merugikan orang!!!",1,1,0,1
"Ribet, mau ganti No HP aja susah BERTELE TELE, KANTOR NYA AJA DI KOTA BESAR SEPERTI BANDUNG TIDAK ADA, SUSAH DAN NGAK JELAS","ribet, mau ganti no hp aja susah bertele tele, kantor nya aja di kota besar seperti bandung tidak ada, susah dan ngak jelas",1,1,1,1
yang ini belum update ini,yang ini belum update ini,1,0,0,0
