content,cleaned_content,score,accuracy,completeness,satisfaction
"gangguaaaaannn terus,mau tanya cs bingung karena yg jawab AI terus","gangguaaaaannn terus,mau tanya cs bingung karena yg jawab ai terus",1,1,1,1
karena tidak bisa transper dan tanggapn dari apk nya lama dan knph udah dibayar tagihn nya tetep ada tulisan tagihn blm dibayar itu gimna nya,karena tidak bisa transper dan tanggapn dari apk nya lama dan knph udah dibayar tagihn nya tetep ada tulisan tagihn blm dibayar itu gimna nya,1,1,1,1
"verifikasi dana cicil kolom ibu kandung sama email salah terus, yang punya ibu sama email siapa, sok sok an nyalahin","verifikasi dana cicil kolom ibu kandung sama email salah terus, yang punya ibu sama email siapa, sok sok an nyalahin",1,1,0,1
kenapa top up dana di alfamart ga masuk masuk duit kemana? masa perusahaan besar seperti kalian memiliki sistem yang terbilang rusak hancur lah,kenapa top up dana di alfamart ga masuk masuk duit kemana? masa perusahaan besar seperti kalian memiliki sistem yang terbilang rusak hancur lah,1,1,0,1
aplikasi Ini sangat tidak membantu. login susah. ngirim alasan jaringan. isi saldo lambat sinyal udah pake wifi. pake data masih aja gabisa dasar budeg,aplikasi ini sangat tidak membantu. login susah. ngirim alasan jaringan. isi saldo lambat sinyal udah pake wifi. pake data masih aja gabisa dasar budeg,1,1,0,1
kenapa gk bisa dibuka,kenapa gk bisa dibuka,3,1,0,0
aplikasinya gabisa dibuka.. mental -_-,aplikasinya gabisa dibuka.. mental,1,1,0,0
percuma minta tolong ke Diana keluhan apa di balas apa dan tidak bisa membantu kendala,percuma minta tolong ke diana keluhan apa di balas apa dan tidak bisa membantu kendala,3,0,1,1
"aplikasi menyusahkan,,dana cicil gk bisa si pakai,saldo ad,transaksi banyak,giliran akun dana lama hilang,mau ganti(m3narik akun lama)ke akun baru susahhh sudah3th minta di bantu gk ad kejelasan,,klo gk nia5 bantu jangan peesulit","aplikasi menyusahkan,,dana cicil gk bisa si pakai,saldo ad,transaksi banyak,giliran akun dana lama hilang,mau ganti m3narik akun lama ke akun baru susahhh sudah3th minta di bantu gk ad kejelasan,,klo gk nia5 bantu jangan peesulit",1,1,1,1
kenapa sih dana sdh masukan pin dan verif wajah tp msh minta verif wa atau pesan.. yg jd masalah kartu sy sdh hilang.,kenapa sih dana sdh masukan pin dan verif wajah tp msh minta verif wa atau pesan.. yg jd masalah kartu sy sdh hilang.,2,1,0,1
