content,cleaned_content,score,accuracy,completeness,satisfaction
"uang saya belum dikembalikan 4jt, itu uang buat bayar kuliah padahal. bulan puasa loh","uang saya belum dikembalikan 4jt, itu uang buat bayar kuliah padahal. bulan puasa loh",1,1,0,1
"apk bagus tapi gak jelas masa bisa bisanya akun dana ada dua nomor berbeda menggunakan satu KTP padahal seharusnya 1 KTP hanya bisa 1 akun dana, jika seperti ini bagai mana tindak lanjut dari pihak dana tolong dijawab","apk bagus tapi gak jelas masa bisa bisanya akun dana ada dua nomor berbeda menggunakan satu ktp padahal seharusnya 1 ktp hanya bisa 1 akun dana, jika seperti ini bagai mana tindak lanjut dari pihak dana tolong dijawab",1,1,0,1
ga ada dana cicilnya,ga ada dana cicilnya,2,0,1,0
minta tolong ganti real name aja susah banget udah berkali kali juga tetep ga bisa bisa,minta tolong ganti real name aja susah banget udah berkali kali juga tetep ga bisa bisa,1,1,0,1
hati2 dgn aplikasi dana sekarang banyak iklan yg gk jelasnya...salah klik aja bisa masuk perangkap scam,hati2 dgn aplikasi dana sekarang banyak iklan yg gk jelasnya...salah klik aja bisa masuk perangkap scam,1,0,0,1
"setiap Sabtu-Minggu pasti eror terus aneh bet dah, perbaikilah minn","setiap sabtu minggu pasti eror terus aneh bet dah, perbaikilah minn",1,1,0,1
aplikasi ini jelek kalau mau TF dari sini repot banget nanti pas udah betul tiba tiba ke riset dari awal dana premium klau mau TF harus foto KTP ttp nama foto muka padahal udah ad semua ny di KTP ny dana adalah aplikasi paling ribet jelek dana lol,aplikasi ini jelek kalau mau tf dari sini repot banget nanti pas udah betul tiba tiba ke riset dari awal dana premium klau mau tf harus foto ktp ttp nama foto muka padahal udah ad semua ny di ktp ny dana adalah aplikasi paling ribet jelek dana lol,1,1,0,1
"kenapa apk dana saya susah d buka, pdahal sinyal bagus apk dana sudah persi terbaru, knpa harus hpus dulu apk nya trs download lagi baru ke buka, tapi sayang nya besok nya susah d buka lagi","kenapa apk dana saya susah d buka, pdahal sinyal bagus apk dana sudah persi terbaru, knpa harus hpus dulu apk nya trs download lagi baru ke buka, tapi sayang nya besok nya susah d buka lagi",1,1,0,1
koq gk bisa di buka,koq gk bisa di buka,1,1,0,1
ngak tau setiap saya simpan saldo saya di dana tiba tiba hilang... saya jg bingung mau complain terkait masalah ini... semalam saya isi saldo dana saya skarang sisa nol rupiah... mudah di retas... mohon tolong admin dan penanggung jawab dana bantu solusi... tolong cantumkan nomor kontak darurat atau kontak pelayanan nya...,ngak tau setiap saya simpan saldo saya di dana tiba tiba hilang... saya jg bingung mau complain terkait masalah ini... semalam saya isi saldo dana saya skarang sisa nol rupiah... mudah di retas... mohon tolong admin dan penanggung jawab dana bantu solusi... tolong cantumkan nomor kontak darurat atau kontak pelayanan nya...,1,1,1,1
masukin nomor pin sudah verifikasi wajah sudah tapi akun msh tidak bisa dibuka payaah.,masukin nomor pin sudah verifikasi wajah sudah tapi akun msh tidak bisa dibuka payaah.,3,1,0,1
"pas lagi darurat selalu trobel saldo saya sudah berkurang tapi nggak masuk ke rekening tujuan dan mutasi nggak ada,tolong tanggung jawabnya","pas lagi darurat selalu trobel saldo saya sudah berkurang tapi nggak masuk ke rekening tujuan dan mutasi nggak ada,tolong tanggung jawabnya",1,1,0,1
"pke scan wajah tambah kode otp bgus sih pngamnan nya, tapi sayang sering eror tambah gw hp nga burik kamera nya jelek burem ga bisa scan waja +kartu nya dah ilang jadi ga bisa logintapi gw tau pin nya sayang baget gtu mna ada duit nya lmyan gede tapi ga bisa login mau ke pusat bantuan kga bisa karna hp gw burik ngeluh ke siapa klo udah kya gini coba pdahal tau pin nya aja juga tinggal langsung masuk","pke scan wajah tambah kode otp bgus sih pngamnan nya, tapi sayang sering eror tambah gw hp nga burik kamera nya jelek burem ga bisa scan waja kartu nya dah ilang jadi ga bisa logintapi gw tau pin nya sayang baget gtu mna ada duit nya lmyan gede tapi ga bisa login mau ke pusat bantuan kga bisa karna hp gw burik ngeluh ke siapa klo udah kya gini coba pdahal tau pin nya aja juga tinggal langsung masuk",1,1,1,1
SAYA PENGGUNA DANA DARI 2015 SEMAKIN KEDEPAM TRANSAKSINYA SEMAKIN SULIT.DAN CS TIDAK SIGAP JIKA ADA KENDALA.INI MERUGIKAN BAGI KAUM PENGGUNA DANA BISNIS.,saya pengguna dana dari 2015 semakin kedepam transaksinya semakin sulit.dan cs tidak sigap jika ada kendala.ini merugikan bagi kaum pengguna dana bisnis.,1,1,1,1
di update tapi makin lelet. tolong dong pelayanan di perbaiki.saya ini pakai bisnis dana untuk semua transaksi. terima kasih,di update tapi makin lelet. tolong dong pelayanan di perbaiki.saya ini pakai bisnis dana untuk semua transaksi. terima kasih,3,1,0,1
kenapa di apk saya kok gak muncul fitur dana cicil nya?,kenapa di apk saya kok gak muncul fitur dana cicil nya?,1,0,1,0
yang udah dapat fitu dana cicil enak lah saya tidak dapat fitu dana cicil,yang udah dapat fitu dana cicil enak lah saya tidak dapat fitu dana cicil,2,0,1,1
"bagus untuk aplikasinya, tapi sayang terlalu rame untuk tampilannya, sehingga malah membuat bingung saat akan menggunakan, coba belajar ke BCA atau Ovo deh, yang apknya bersih dan tertata karena kemudahan pengoprasian lebih penting dari pada banyak fitur tapi semrawut tampilanya. mohon segera diperbaiki🙏","bagus untuk aplikasinya, tapi sayang terlalu rame untuk tampilannya, sehingga malah membuat bingung saat akan menggunakan, coba belajar ke bca atau ovo deh, yang apknya bersih dan tertata karena kemudahan pengoprasian lebih penting dari pada banyak fitur tapi semrawut tampilanya. mohon segera diperbaiki",3,0,0,1
"saya butuh dana cicil ,perlu banget dana cicil, bisakah di aktip kan dulu,tolong","saya butuh dana cicil ,perlu banget dana cicil, bisakah di aktip kan dulu,tolong",2,0,1,0
