content,cleaned_content,score,accuracy,completeness,satisfaction
mau masuk dana susah amat sekrg udh msk kata sandi udh kesok muka malh gx msk2 gimana sih biasa nya langsung msk j,mau masuk dana susah amat sekrg udh msk kata sandi udh kesok muka malh gx msk2 gimana sih biasa nya langsung msk j,1,1,0,1
aneh udah semingguan tidak bisa narik saldo dana goals ke dana utama,aneh udah semingguan tidak bisa narik saldo dana goals ke dana utama,1,1,0,1
dana cicilan sya ga bisa d pake,dana cicilan sya ga bisa d pake,1,1,0,0
kenapa saya selalu mendapat error saat melakukan transaksi padahal uang saya sudah lebih dari cukup,kenapa saya selalu mendapat error saat melakukan transaksi padahal uang saya sudah lebih dari cukup,1,1,0,1
tolong aktivitas nya di munculin,tolong aktivitas nya di munculin,1,0,1,0
tolong dong porses qris nya tolol,tolong dong porses qris nya tolol,1,1,0,1
jelek ah mo bikin sandi ribet GK diproses cepat,jelek ah mo bikin sandi ribet gk diproses cepat,1,1,0,1
scan qris kgak bisa gatel,scan qris kgak bisa gatel,1,1,0,1
"ada dana cicil tapi ngga bisa dipake, aplikasi sampah.","ada dana cicil tapi ngga bisa dipake, aplikasi sampah.",1,1,0,1
Saldo saya sudah beberapa kali terpotong sendiri. Untuk pembayaran aplikasi sementara di google play tidak ada berlangganan.,saldo saya sudah beberapa kali terpotong sendiri. untuk pembayaran aplikasi sementara di google play tidak ada berlangganan.,1,1,0,0
"untuk opsi paket data disi keterangan yang lengkap,saya beli paket 5gb buat 28hari dikira data nasional ternyata cuman buat ngegame,tolong kembalikan saldo saya","untuk opsi paket data disi keterangan yang lengkap,saya beli paket 5gb buat 28hari dikira data nasional ternyata cuman buat ngegame,tolong kembalikan saldo saya",1,0,1,1
"ada dana cicilan kaga bisa di gunain buat apa kaga jelas dana, mendingan apus dah saran gua dana cicilan ngeribetin doang","ada dana cicilan kaga bisa di gunain buat apa kaga jelas dana, mendingan apus dah saran gua dana cicilan ngeribetin doang",1,1,0,1
layanan sibuk sering kolap,layanan sibuk sering kolap,1,1,0,1
jelek bangett masa si aplikasi saya ga bisa muncul dana cicil nya payah,jelek bangett masa si aplikasi saya ga bisa muncul dana cicil nya payah,1,0,1,1
itu dana cicil KLO ga bisa di gunai buat apa di ksih dana cicil,itu dana cicil klo ga bisa di gunai buat apa di ksih dana cicil,1,1,0,1
Mau Transfer uang sendiri ke Aplikasi lain aja susah banged pake disuruh upgrade ke premium segala. Udah Di upgrade masih tunggu 2 hari baru bisa Transfer. Ribet dan lemot pula Aplikasinya.,mau transfer uang sendiri ke aplikasi lain aja susah banged pake disuruh upgrade ke premium segala. udah di upgrade masih tunggu 2 hari baru bisa transfer. ribet dan lemot pula aplikasinya.,1,1,1,1
"apk makin kesini makin ga waras, masa top up dana notifnya udah masuk tapi saldonya ga masuk, ga waras apk nya","apk makin kesini makin ga waras, masa top up dana notifnya udah masuk tapi saldonya ga masuk, ga waras apk nya",1,1,0,1
padahal gk melakukan apa apa tiba-tiba di suspend,padahal gk melakukan apa apa tiba tiba di suspend,1,1,0,1
min saya ada kendala tapi masih nunggu lama baru bisa di hubungi saya mengalami masalah di verifikasi passkey tolong di balas dengan cepat,min saya ada kendala tapi masih nunggu lama baru bisa di hubungi saya mengalami masalah di verifikasi passkey tolong di balas dengan cepat,2,1,1,1
knpah nana cicilan ngga bisa di gunakan,knpah nana cicilan ngga bisa di gunakan,2,1,0,0
sering bermasalah Qrisnya parah,sering bermasalah qrisnya parah,3,1,0,1
"mohon sekali pihak dana, saya sudah melakukan login ke aplikasi dana tetapi tidak masuk ke halaman utama, tetap ngestuck di luar, beberapa kali saya coba refresh dan hasilnya sama, mohon perbaikanya","mohon sekali pihak dana, saya sudah melakukan login ke aplikasi dana tetapi tidak masuk ke halaman utama, tetap ngestuck di luar, beberapa kali saya coba refresh dan hasilnya sama, mohon perbaikanya",1,1,0,0
saldo saya ke sedot tik tokmohon untuk pengembalian nya🙏🙏,saldo saya ke sedot tik tokmohon untuk pengembalian nya,2,1,0,0
developer tolong di perbaiki lah masa iya kepotong sendiri,developer tolong di perbaiki lah masa iya kepotong sendiri,1,1,0,1
tidak berfungsi di oppo a57,tidak berfungsi di oppo a57,2,1,0,0
kenapa uang saya tiba tiba hilang padahal belum saya pakai,kenapa uang saya tiba tiba hilang padahal belum saya pakai,2,1,0,1
transfer lain bank ada biaya nya,transfer lain bank ada biaya nya,3,0,0,1
kadang gagal kadang kaga,kadang gagal kadang kaga,1,1,0,0
cara aktifin dana cicil gmna?,cara aktifin dana cicil gmna?,2,0,0,0
knp dana saya bisa terpotong sendiri saldo nya,knp dana saya bisa terpotong sendiri saldo nya,1,1,0,1
kenapa dana cicil saya gak bisa dipake lagi padahal sudah gak ada tagihan tolong aktifin lagi dong,kenapa dana cicil saya gak bisa dipake lagi padahal sudah gak ada tagihan tolong aktifin lagi dong,1,1,0,0
potongan nya gag jelas....sangat merugikan meresahkan!!!!!,potongan nya gag jelas....sangat merugikan meresahkan!!!!!,1,1,0,1
apk nya buruk masak aku isi saldo tapi saldonya gak masuk2 ke apk. padahal orang konternya udah kasih struk bukti pengiriman mana apk nya lelet banget lg liat riwayat transaksi aja gak bisa loading mulu,apk nya buruk masak aku isi saldo tapi saldonya gak masuk2 ke apk. padahal orang konternya udah kasih struk bukti pengiriman mana apk nya lelet banget lg liat riwayat transaksi aja gak bisa loading mulu,1,1,0,1
"Sumpah ya Langganan google emang paling parah bisa kepotong sendiri tanpa adanya konfirmasi/pin, jelek banget kamu dana 🤧","sumpah ya langganan google emang paling parah bisa kepotong sendiri tanpa adanya konfirmasi pin, jelek banget kamu dana",1,1,0,1
udah transaksi terus tapi dana cicil gak pernah nongol parah,udah transaksi terus tapi dana cicil gak pernah nongol parah,2,0,1,1
