content,cleaned_content,score,accuracy,completeness,satisfaction
aplikasi eror ga bisa buat transaksi,aplikasi eror ga bisa buat transaksi,1,1,0,0
ngapain juga absen harian kalo riwerd nya sama sekali gak berguna bagi saya.,ngapain juga absen harian kalo riwerd nya sama sekali gak berguna bagi saya.,1,0,0,1
"knp skrg sering lemoot,, tlgbenerin ntr ratingny dinaekin jdi 5++++","knp skrg sering lemoot,, tlgbenerin ntr ratingny dinaekin jdi 5",3,1,0,0
mau login susah malah sedang dalam pemeliharaan udh nunggu 3 jam masih tetep aja gabisa,mau login susah malah sedang dalam pemeliharaan udh nunggu 3 jam masih tetep aja gabisa,1,1,0,1
dia tidak bisa di masukan untuk kirim dana ke teman,dia tidak bisa di masukan untuk kirim dana ke teman,1,1,0,0
kok aplikasi dana ga bisa di buka dah? banyak bug nya?,kok aplikasi dana ga bisa di buka dah? banyak bug nya?,1,1,0,0
kemaren fitur dana cicil saya ada di aplikasi dana saya. tapi nggak bisa di gunakan. skarang malah hilang fitur dana cicil nya...,kemaren fitur dana cicil saya ada di aplikasi dana saya. tapi nggak bisa di gunakan. skarang malah hilang fitur dana cicil nya...,1,1,1,0
"perbaiki ngelagnya. dikit dikit ngelag gapake wifi ngelag padahal jaringan full ditempat yang bagus, bikin emosi aja","perbaiki ngelagnya. dikit dikit ngelag gapake wifi ngelag padahal jaringan full ditempat yang bagus, bikin emosi aja",3,1,0,1
nggak jelas. aku baru top 2 kali pas ketiga kalinya terus ada tulisan error padahal aku nggak ngelewatin batas transaksi 😡😡,nggak jelas. aku baru top 2 kali pas ketiga kalinya terus ada tulisan error padahal aku nggak ngelewatin batas transaksi,2,1,0,1
SAYA TIDAK PERNAH DONLOD APLIKASI DANA,saya tidak pernah donlod aplikasi dana,1,0,0,0
aplikasi dana lagi eror gak bisa login. alasan gangguang jaringan sudah seminggu lebih . PARAH BANGET 👎🏻👎🏻👎🏻,aplikasi dana lagi eror gak bisa login. alasan gangguang jaringan sudah seminggu lebih . parah banget,1,1,0,1
percuma ada dana instan kalau tidak bisa di cairkan paoook.!,percuma ada dana instan kalau tidak bisa di cairkan paoook.!,1,1,0,1
sering kali eror quris,sering kali eror quris,1,1,0,0
orang lain ada dana cicil sedangkan punya ku ngak ada,orang lain ada dana cicil sedangkan punya ku ngak ada,3,0,1,0
tolong hapus akun yang terhubung di dana merchant,tolong hapus akun yang terhubung di dana merchant,1,0,0,0
pakai dana smua bisa jdi cpat dan ga ribet ayo buruan pakai dana,pakai dana smua bisa jdi cpat dan ga ribet ayo buruan pakai dana,3,0,0,0
tolong di bantu kenapa dana cicil saya tidak bisa di gunakan pada hal sudah tidak ada pinjaman lunas pas mau di pakai lagi kenapa dana cicil tidak tersedia pada hal limit ada pinjaman juga sudah tidak ada lunas tolong di perbaiki,tolong di bantu kenapa dana cicil saya tidak bisa di gunakan pada hal sudah tidak ada pinjaman lunas pas mau di pakai lagi kenapa dana cicil tidak tersedia pada hal limit ada pinjaman juga sudah tidak ada lunas tolong di perbaiki,3,1,1,0
sudara sudara hati hati dana ini kerja sama dengan aplikasi judi seprti higst domino dan aplikasi judi lain nya saldo saya di kuras pada hal saya cuma toup 5 ribu tapi saldo saya terkuras habis benar curang aplikasi dana ini😭😭😭,sudara sudara hati hati dana ini kerja sama dengan aplikasi judi seprti higst domino dan aplikasi judi lain nya saldo saya di kuras pada hal saya cuma toup 5 ribu tapi saldo saya terkuras habis benar curang aplikasi dana ini,1,1,0,1
untuk dana cicil limit ada tetapi tidak bisa di pakai,untuk dana cicil limit ada tetapi tidak bisa di pakai,3,1,0,0
"aplikasi makin hari makin lemot..,makin susah di buka,tolong di parbaiki lagi.","aplikasi makin hari makin lemot..,makin susah di buka,tolong di parbaiki lagi.",1,1,0,0
mau daftar tapi di persulit masalah lupa kata sandi pasword padahal ini nomor hape dan email hape sendiri,mau daftar tapi di persulit masalah lupa kata sandi pasword padahal ini nomor hape dan email hape sendiri,1,1,1,1
tidak mengirim jdi kasih bintang 1 dlu,tidak mengirim jdi kasih bintang 1 dlu,1,1,0,1
udah upgrade tapi saat mau tf gak bisa minta up terus. ngacooo,udah upgrade tapi saat mau tf gak bisa minta up terus. ngacooo,1,1,0,1
jangan donwload DANA. Saya top up saldo BRIZZI Rp 100.000 melalui dana tpi ehh uang ku di dana berkurang sedangkan di BRIZZI tidak ada saldo msuk untuk diupdate atau diaktifkan. Aplikasi DANA INI PEMBOHONGAN BESAR. BKIN RUGI SAYA.,jangan donwload dana. saya top up saldo brizzi rp 100.000 melalui dana tpi ehh uang ku di dana berkurang sedangkan di brizzi tidak ada saldo msuk untuk diupdate atau diaktifkan. aplikasi dana ini pembohongan besar. bkin rugi saya.,1,1,0,1
