content,cleaned_content,score,accuracy,completeness,satisfaction
"susah transfer ke bank, aplikasi nggak stabil","susah transfer ke bank, aplikasi nggak stabil",1,1,0,1
"limit pencairan dana bisnis terlalu kecil cuman mentok di 80k, prosespencairan ulang harus nunggu seharian kelamaan, ribet","limit pencairan dana bisnis terlalu kecil cuman mentok di 80k, prosespencairan ulang harus nunggu seharian kelamaan, ribet",1,0,1,1
Dana makin lama makin ga jelas ..update trs keterangannya .trs lemot .padahal jaringan udh bagus ..tolong donk di perbaiki lagi agar lebih cepat proses transfer nya ...,dana makin lama makin ga jelas ..update trs keterangannya .trs lemot .padahal jaringan udh bagus ..tolong donk di perbaiki lagi agar lebih cepat proses transfer nya ...,1,1,0,1
"..saya telah kehilangan uang 3,5 karna aplikasi ini","..saya telah kehilangan uang 3,5 karna aplikasi ini",1,1,0,1
erorr mulu fitur pay nya cooo,erorr mulu fitur pay nya cooo,3,1,0,1
"mending pindah aja cari aplikasi lain, pdhal dulu enak sekarang makin parah tambah tahun makin jelek upgrade nya enggak ngaruh. masak dana cicil sudah lunas semua malah gak bisa di pakai lagi hampir 1 tahun masih aja enggak ada respon transaksi udah setiap hari eh malah dana cicil tidak bisa di gunakan padahal cocok buat hal yg mendesak cari cara malah enggak ada yg bisa bantu, enggak mendukung mau laporan susah cobak sekali2 upgrade di kasih fitur live chat nya kan enak Diana mah enggak guna","mending pindah aja cari aplikasi lain, pdhal dulu enak sekarang makin parah tambah tahun makin jelek upgrade nya enggak ngaruh. masak dana cicil sudah lunas semua malah gak bisa di pakai lagi hampir 1 tahun masih aja enggak ada respon transaksi udah setiap hari eh malah dana cicil tidak bisa di gunakan padahal cocok buat hal yg mendesak cari cara malah enggak ada yg bisa bantu, enggak mendukung mau laporan susah cobak sekali2 upgrade di kasih fitur live chat nya kan enak diana mah enggak guna",1,1,1,1
ada Dana Cicil baru 1 x pake malah ga bisa lagi saldo masih banyak lanjut bayar pemakaian belum jatuh tempo .ehh malah g bisa sama sekali Dana Cicilnya jadi Hapus ja Dana nya . kebanyakan HOAX,ada dana cicil baru 1 x pake malah ga bisa lagi saldo masih banyak lanjut bayar pemakaian belum jatuh tempo .ehh malah g bisa sama sekali dana cicilnya jadi hapus ja dana nya . kebanyakan hoax,1,1,0,1
lama kali perbaikan nya,lama kali perbaikan nya,1,1,0,1
"Dana ini gampang bagt ke hack, udh ke hack ga ada cs untuk bantu jln kluar nya lagi. kurang aman apk dana ini .","dana ini gampang bagt ke hack, udh ke hack ga ada cs untuk bantu jln kluar nya lagi. kurang aman apk dana ini .",1,1,1,1
dana jelek kmu sqya dah beli pulsa malah nggak di kirim pulsa nya emang babi kmu dana sistem mu jelek mana saldo dah kurang lgi,dana jelek kmu sqya dah beli pulsa malah nggak di kirim pulsa nya emang babi kmu dana sistem mu jelek mana saldo dah kurang lgi,1,1,0,1
apk dana saya sering mentok logo pas dibuka apk nya aneh,apk dana saya sering mentok logo pas dibuka apk nya aneh,3,1,0,1
saldo dana ditarik sepengetahuan,saldo dana ditarik sepengetahuan,1,1,0,1
dana cicil saya knapa ngak bsa d gunakan lagi bos,dana cicil saya knapa ngak bsa d gunakan lagi bos,2,1,0,1
"pelayanan devoleper via email sangat lama saya sudah kirim pesan berhari hari belum di balas, pokonya pelayannya buruk!!","pelayanan devoleper via email sangat lama saya sudah kirim pesan berhari hari belum di balas, pokonya pelayannya buruk!!",1,0,1,1
gbisa menggunakan dana cicil dan gada fiturnya,gbisa menggunakan dana cicil dan gada fiturnya,2,1,1,1
aplikasi parah bgt banyak bgt transaksi ilegal yg qt gk pernah ngerasa lakuin udah chat ke diana gk ada solusi sama sekali gila uang 2 jt ilang gitu aja...... APLIKASI parah bgt kecewa bgt sumpah,aplikasi parah bgt banyak bgt transaksi ilegal yg qt gk pernah ngerasa lakuin udah chat ke diana gk ada solusi sama sekali gila uang 2 jt ilang gitu aja...... aplikasi parah bgt kecewa bgt sumpah,1,1,1,1
dan saya tidak bisa menwrima kiriman uang,dan saya tidak bisa menwrima kiriman uang,1,1,0,1
"kenapa proses upgrade gak bisa bisa padahal udh semua prosesnya tapi ga bisa bisa ada kendala terus mohon dibantu, jadi bikin susah transaksi","kenapa proses upgrade gak bisa bisa padahal udh semua prosesnya tapi ga bisa bisa ada kendala terus mohon dibantu, jadi bikin susah transaksi",1,1,1,1
"Gajelas , gada angin gada hujan bisa"" nya saldo gua di sedot udah beberapa kali . tolong dong kalo ada penyedotan di beritahu jangan langsung main ambil aja","gajelas , gada angin gada hujan bisa nya saldo gua di sedot udah beberapa kali . tolong dong kalo ada penyedotan di beritahu jangan langsung main ambil aja",3,1,0,1
hari ini dana saya hilang 205rb belum ada laporan transaksi di riwayat...mohon pengembalian saldo nya,hari ini dana saya hilang 205rb belum ada laporan transaksi di riwayat...mohon pengembalian saldo nya,1,1,0,1
"nipu aja nih upgrade 3 ribu, dapat poin tapi gak dapat apa2 malah hilang gitu aja","nipu aja nih upgrade 3 ribu, dapat poin tapi gak dapat apa2 malah hilang gitu aja",1,1,0,1
"sering keluar sendiri, smakin diperlukan semakin susah","sering keluar sendiri, smakin diperlukan semakin susah",1,1,0,1
"MAKIN GAK KARUAN AJ IN APLIKASI,TAGIHAN DIBAYAR LUNAS TAPI MALAH DI BLOKIR FITUR DANA CICIL NYA.1 BULAN LEBIH BUAT LAPORAN LWT CS & EMAIL,TETAP TIDAK TERSELESAIKAN!!!DISAAT TELAT BISA TUH TELPON BERULANG"" SAAT HAL MACAM IN TIDAK ADA TINDAKAN CEPAT KE CSTMR DARI DESEMBER 2025 - 21 MARET 2026 TIDAK TERSELESAIKAN SAMA SEKALI 1 PETUGAS YANG TERKAIT TIDAK ADA SAMA SEKALI YANG HUB SAYA DARI LAPORAN DIBUAT!!!","makin gak karuan aj in aplikasi,tagihan dibayar lunas tapi malah di blokir fitur dana cicil nya.1 bulan lebih buat laporan lwt cs email,tetap tidak terselesaikan!!!disaat telat bisa tuh telpon berulang saat hal macam in tidak ada tindakan cepat ke cstmr dari desember 2025 21 maret 2026 tidak terselesaikan sama sekali 1 petugas yang terkait tidak ada sama sekali yang hub saya dari laporan dibuat!!!",1,1,1,1
Dana sekarang makin parah ga bisa di pake giliran udah di donwload apk nyaa malah gabisa udah di ketik no dana tapi kembali terus ke info login masih mending apk gopay,dana sekarang makin parah ga bisa di pake giliran udah di donwload apk nyaa malah gabisa udah di ketik no dana tapi kembali terus ke info login masih mending apk gopay,1,1,0,1
Aplikasi DANA ASUU. internet butuh gimana... buka aplikasi lain bisa buka aplikasi dana ga ada internet,aplikasi dana asuu. internet butuh gimana... buka aplikasi lain bisa buka aplikasi dana ga ada internet,1,1,0,1
tramsfer uang ga masuk,tramsfer uang ga masuk,1,1,0,1
develover kenapa dana cicil di akun saya belum muncul juga??,develover kenapa dana cicil di akun saya belum muncul juga??,1,0,1,0
lagi gangguan kah kok sy TF blm masuk juga,lagi gangguan kah kok sy tf blm masuk juga,3,1,0,0
"sebenarnya apk ini sangat membantu,tapi akhir2 ini gabisa buka menu2 loading terus knpa yaa tolong","sebenarnya apk ini sangat membantu,tapi akhir2 ini gabisa buka menu2 loading terus knpa yaa tolong",3,1,0,1
"saldo tiba"" hilang dan tidak ada notif transaksi pas tanya bot diana malah nanya transaksi sebelumnya dan gajelas muter""",saldo tiba hilang dan tidak ada notif transaksi pas tanya bot diana malah nanya transaksi sebelumnya dan gajelas muter,1,1,1,1
semakin buruk dana cicil tidak bisa digunakan dan semakin gx jelas,semakin buruk dana cicil tidak bisa digunakan dan semakin gx jelas,1,1,0,1
dana cicil saya padahal sudah saya lunasi tetapi kok sudah 5 bulan saya menunggu dana cicil limit nyaa malah gak ada,dana cicil saya padahal sudah saya lunasi tetapi kok sudah 5 bulan saya menunggu dana cicil limit nyaa malah gak ada,1,1,0,1
aplikasi eror nya lama banget,aplikasi eror nya lama banget,1,1,0,1
kenapa dana sya gk bisa masuk..,kenapa dana sya gk bisa masuk..,2,1,0,1
"Reksadana ga bisa di tarik harus nampilin wajah,pas di tampilin ga bisa katanya pencahayaan kurang padahal udah ku kasi senter yg terang biar terlihat jelas tapi tetap tidak bisa,jangan pernah investasi Reksadana di sini cuy bodong uang gw ketahan di reksaadana","reksadana ga bisa di tarik harus nampilin wajah,pas di tampilin ga bisa katanya pencahayaan kurang padahal udah ku kasi senter yg terang biar terlihat jelas tapi tetap tidak bisa,jangan pernah investasi reksadana di sini cuy bodong uang gw ketahan di reksaadana",1,1,0,1
"dh hampir sminggu ga bisa di buka, udh clear cache, smpe di restart hp di hapus, sempet hapus trus download lg, bisa kbuka, tp pas mau di gunain ga bisa kbuka lg smpe skrg, gmn si, pdahl dh nyaman pke ini malah di bikin kecewa..","dh hampir sminggu ga bisa di buka, udh clear cache, smpe di restart hp di hapus, sempet hapus trus download lg, bisa kbuka, tp pas mau di gunain ga bisa kbuka lg smpe skrg, gmn si, pdahl dh nyaman pke ini malah di bikin kecewa..",1,1,0,1
"tolong dong dana, masa mau transfer aja harus premium, bayar pke QR juga harus premium sdngkan saya mendaftar akun premium tapi disistemnya gagal terus krna identitas sudah pernah dipakai pdhl baru pertama","tolong dong dana, masa mau transfer aja harus premium, bayar pke qr juga harus premium sdngkan saya mendaftar akun premium tapi disistemnya gagal terus krna identitas sudah pernah dipakai pdhl baru pertama",2,1,1,1
"hallo kak,maaf mau tanya kenapa aplikasi dana tidak bisa dibuka cuma ada halaman depan aja terus keluar lagi sendiri","hallo kak,maaf mau tanya kenapa aplikasi dana tidak bisa dibuka cuma ada halaman depan aja terus keluar lagi sendiri",3,1,0,0
"saldo tiba tiba hilang, dan ngga ada tanggung jawab dari pihak apk nya , padahal seharusnya kalo ada transaksi itu kan perlu pasword transaksi, makin kesini makin parah ni aplikasi","saldo tiba tiba hilang, dan ngga ada tanggung jawab dari pihak apk nya , padahal seharusnya kalo ada transaksi itu kan perlu pasword transaksi, makin kesini makin parah ni aplikasi",1,1,1,1
fiturnya ada yang nggak ada di aplikasi seperti dana cicil dana spaylayer,fiturnya ada yang nggak ada di aplikasi seperti dana cicil dana spaylayer,1,0,1,0
uang kepotong tidak jelas,uang kepotong tidak jelas,1,1,0,1
fitur smartpay bukan solusi atau ide yang bagus.,fitur smartpay bukan solusi atau ide yang bagus.,1,0,1,1
"saya mau update dana premium sudah 4 hari tapi statusnya masih saja dokumen sedang di cek,,lama banget.","saya mau update dana premium sudah 4 hari tapi statusnya masih saja dokumen sedang di cek,,lama banget.",2,1,1,1
tolong ya kasih fitur pinjaman uang!!!,tolong ya kasih fitur pinjaman uang!!!,3,0,1,0
"aplikasi ngga aman, sudah 2 kali gw kehilangan duit, mendingan jangan dipake ni aplikasi","aplikasi ngga aman, sudah 2 kali gw kehilangan duit, mendingan jangan dipake ni aplikasi",1,1,0,1
kocak penukaran poin di dana masa selalu abis padahal baru jam 10,kocak penukaran poin di dana masa selalu abis padahal baru jam 10,1,1,0,1
jangan pakai ini oi saldo dana gw kesedot karena capcut plissss balikin duit gw refund gw ga diterima,jangan pakai ini oi saldo dana gw kesedot karena capcut plissss balikin duit gw refund gw ga diterima,1,1,1,1
"banyak berita kalau ada saldo di atas 1 juta, itu uang kita bakal di curi sikit² tanpa kita sadari dan tanpa ada data riwayat transaksi. emng paraah jadi takut dan ga percaya lagi untuk simpan uang sampai 1 juta lebih. 1 juta aja ragu dan takut buat nyimpan apalagi sampai puluhan juta.","banyak berita kalau ada saldo di atas 1 juta, itu uang kita bakal di curi sikit tanpa kita sadari dan tanpa ada data riwayat transaksi. emng paraah jadi takut dan ga percaya lagi untuk simpan uang sampai 1 juta lebih. 1 juta aja ragu dan takut buat nyimpan apalagi sampai puluhan juta.",1,0,0,1
"parah isi saldo dari bank ke nomor dana saya, uang kagak masuk² malah, parah ini","parah isi saldo dari bank ke nomor dana saya, uang kagak masuk malah, parah ini",1,1,0,1
suka motong² saldo sendiri,suka motong saldo sendiri,1,1,0,1
