content,cleaned_content,score,accuracy,completeness,satisfaction
udah lama pakai apk dana. fitur dana cicil gak muncyl muncul juga udah banyak traksaksi juga. emang gak lihat data traksasi nya.,udah lama pakai apk dana. fitur dana cicil gak muncyl muncul juga udah banyak traksaksi juga. emang gak lihat data traksasi nya.,1,0,1,1
saya kecewa karena saya top up mlbb transaksi sudah berhasil tapi diamond nya tidak masuk dan respon dari admin Diana juga tidak jelas dengan hanya bilang laporan sudah diterima tapi tidak terjadi apa apa dan saldo saya masih hilang saya tidak akan menghapus ulasan saya sampai saldo saya kembali atau top up saya berhasil,saya kecewa karena saya top up mlbb transaksi sudah berhasil tapi diamond nya tidak masuk dan respon dari admin diana juga tidak jelas dengan hanya bilang laporan sudah diterima tapi tidak terjadi apa apa dan saldo saya masih hilang saya tidak akan menghapus ulasan saya sampai saldo saya kembali atau top up saya berhasil,1,1,1,1
"Aku instal dan unistal ber xx di hp oppo a37f, jangankan bisa login kebuka aja kagak, tiap x di klik pasti keluar lagi. Kalo tujuan ini aplikasi hanya untuk hp2 keluaran terbaru sepertinya memang harus pindah aplikasi ini mah, jangan bikin emosi dan ngabisin kuota gini ya developer..","aku instal dan unistal ber xx di hp oppo a37f, jangankan bisa login kebuka aja kagak, tiap x di klik pasti keluar lagi. kalo tujuan ini aplikasi hanya untuk hp2 keluaran terbaru sepertinya memang harus pindah aplikasi ini mah, jangan bikin emosi dan ngabisin kuota gini ya developer..",2,1,0,1
notification pembayarn telat kadang gak ada notif transaksi berhasil,notification pembayarn telat kadang gak ada notif transaksi berhasil,3,1,0,0
dana eror gua ngirim uang uangnya ga masuk,dana eror gua ngirim uang uangnya ga masuk,1,1,0,0
apk gilaa baru juga top up massa udh di ambill kalo kecil si gapapa inimah 500rb gilaa uang gua ilang gara² apk ini,apk gilaa baru juga top up massa udh di ambill kalo kecil si gapapa inimah 500rb gilaa uang gua ilang gara apk ini,1,1,0,1
"BUSUK. UDAH VERIFIKASI WAJAH BUAT NARIK DANA BISNIS MASIH GABISA, GAUSAH PAKE NI APK LG BANYAK MSLHNYA !","busuk. udah verifikasi wajah buat narik dana bisnis masih gabisa, gausah pake ni apk lg banyak mslhnya !",1,1,0,1
saya tidak pernah melakukan transaksi sebesar Rp. 354.090 dan pas saya cek ternyata saldo saya sudah dipotong otomatis,saya tidak pernah melakukan transaksi sebesar rp. 354.090 dan pas saya cek ternyata saldo saya sudah dipotong otomatis,1,1,0,1
ini kenapa lagi deh 🤬 mau transaksi malah gagal nd pengembalian saldo dana mulu 😠,ini kenapa lagi deh mau transaksi malah gagal nd pengembalian saldo dana mulu,1,1,0,1
dana sering g bisa dibuka padahal uda di update lho,dana sering g bisa dibuka padahal uda di update lho,2,1,0,0
"Dana sekarang payah, gua kecolongan terus kaga bisa jaga privasi pengguna","dana sekarang payah, gua kecolongan terus kaga bisa jaga privasi pengguna",1,1,0,1
kenapa dana cicil saya masih belum bisa digunakan. padahal saya sudah melunasi tagihannya.... tolong lah dana beri kebijakan.,kenapa dana cicil saya masih belum bisa digunakan. padahal saya sudah melunasi tagihannya.... tolong lah dana beri kebijakan.,1,1,0,1
sayg beli data diago malah ga bisa,sayg beli data diago malah ga bisa,3,1,0,0
